잡지명	개벽 제4호
발행일	1920년 09월 25일
기사제목	米人 신꾸레열氏의 斷食療法 (Fasting Therapy of Mr. Sinclair, an American)
기사형태	잡저 (Miscellaneous writing/essay)

米人 신꾸레열氏의 斷食療法 (Fasting Therapy of Mr. Sinclair, an American)

Recently, in a British review, there was an essay titled "Perfect Health" by an American, Mr. Sinclair. Its main point was to explain his own experiments and observations, describing the means by which he obtained perfect health. As this article holds considerable value worthy of attention, I extract its outline and introduce it to the readers under a separate title.

Mr. Sinclair was originally born into a good family and was naturally healthy, but as a result of excessive mental strain from engaging in writing, he suffered from stomach illness, headaches, and colds. He consulted several doctors, applied medicinal treatments, and diligently recuperated at the seaside during the summer, but obtained no effect whatsoever. Furthermore, his wife was also not in good health, suffering greatly each week, and his young child had also contracted pneumonia and had been suffering for several years. Consequently, Mr. Sinclair researched various things, wondering if there wasn't a way to perfect health in the world, and tried various methods. At that time, Mr. Fletcher's hygiene method was popular. Speaking of his secret method, it was that one should thoroughly chew food, absorb as much nutrition as possible from every part of the food, and eat only as much as the body actually requires. Mr. Sinclair was, for a time, fascinated by this method. Why? Because doctors' therapies were merely post-onset measures, and when it came to preventing illness, it was already too late, whereas Mr. Fletcher's <105> secret method was thought to be the best means to prevent illness and maintain health. Through this, he was able to understand the source of illnesses. That is, he said that various disease origins lie in the stagnation of toxins produced from undigested matter due to overeating. Therefore, accurately adapting the amount of food to the body's needs was known as the secret to obtaining perfect health. However, Mr. Sinclair could not cure his illness through that secret method. From this, he again conducted various studies and applied hydrotherapy, but it only had temporary effects, and the stomach illness remained. He also tried various exercise techniques, but these too were only temporarily effective. However, around this time, he happened to meet a woman whose physical health was enviably strong. He was astonished to learn that this woman had been weak, groaning in her sickbed year-round until 10 years prior. The woman had suffered from various ailments such as sciatica, acute rheumatism, chronic stomach illness, neurasthenia, and melancholy, but now her complexion and blood color were exceptionally vibrant. This woman traveled 28 miles on horseback with Mr. Sinclair for 6 hours to ascend Mount Hamilton peak in California State. And when she mentioned that she had completely fasted for the previous 4 months, eating not a single piece of food, Mr. Sinclair was further astonished. That is, the secret to regaining her health was simple fasting therapy. Through an 8-day fast, she not only overcame all her chronic ailments but also had her eldest son and a friend practice the fasting method, curing their nervous indigestion. From this, Mr. Sinclair further studied various books on the fasting method and finally decided to undertake it himself, initially fasting for 12 days. Regarding the process, he described it as follows:

On the first day, I felt intense hunger. That is, I felt the unhealthy, unbearable hunger that many stomach patients feel. On the morning of the second day, I also felt slight hunger, but one thing that surprised me was that thereafter, I felt no hunger at all, and it reached a point where I felt no interest whatsoever in food, as if I had never known its taste. Before the fast, I felt a headache daily, but from the second day after fasting, it completely disappeared, reaching a point where it never recurred. On the second day, I felt very weak and experienced slight dizziness upon standing up. I went outdoors and spent the whole day bathing in the sun while reading. The third and fourth days passed similarly; my body was extremely fatigued, but my mind was very clear. On the fifth day, I gradually felt stronger, started walking, and began reading again. What was surprising during this experiment was that the mind became particularly active.<106> I read books and wrote compositions, things I hadn't dared to do for years.

During the first 4 days, my body weight decreased by 15 pounds. Later, I realized this was because my tissues were extremely poor. In contrast to this, what could be called an equally extraordinary phenomenon was that over the following 8 days, I lost only 2 pounds. During the fast, I slept well. Around midday each day, I felt weak, but massage and hydrotherapy refreshed my spirits. Later, even walking made my legs feel tired, but because I did not want to resort to bed rest, after 12 days passed, I consumed a small amount of orange juice liquid and hereby ended the fast.

For the first two days, I consumed the juice of 12 oranges, but upon someone's recommendation, I switched to using milk. On the first day, I consumed one cup of warm milk every hour, the next day divided it every 45 minutes, and later consumed it every half hour, using over 5 *seung* (approx. 9 liters) a day, it is said. Through fasting therapy, he completely cured his stomach illness and headaches, and now his flesh and bones are abundant, giving the impression of surpassing a strong man. However, his fast was not yet a complete fast. A complete fast means continuing the fast until the appetite returns. He subsequently attempted fasting again, but did not feel the weakness as he did the first time. He took cold baths twice a day, exercised 4 miles every morning, and stopped fasting after 8 days. During that time, his body weight decreased by 9 pounds, but he recovered this immediately after eating oranges and figs. In any case, the fact that Mr. Sinclair treated his serious illness with fasting therapy cannot but serve as reference material for us. According to the explanation of proponents of fasting therapy, ordinary people overeat, providing excessive nutrition to the body, and ferment toxins to such an extent that the various excretory organs cannot expel them. As a result, problems arise in the excretory organs and blood vessels, causing various symptoms like headaches, rheumatism, paralysis, stroke, nephritis, etc. It also harms the blood, reduces vitality, and makes one susceptible to infectious diseases such as colds, pneumonia, tuberculosis, fevers, etc. However, when one starts fasting and endures the final hunger, the secretion function stops, and the entire assimilative system, which consumes much of the body's energy, rests. It is just like performing a major cleanup of the four limbs. Therefore, to assist this, enemas and water baths are suitable, and drinking a large amount of water is appropriate. Until the toxic substances are completely expelled, the tongue remains coated, and one experiences foul breath and sweating. Finally, the tongue becomes clear, and a healthy appetite regenerates. The weight loss during fasting is typically about one pound per day; fat decreases first, followed by muscle. True <107> death by starvation refers to the state after the body has become entirely skeleton and internal organs. Fasting for 40 or even 50 days is a common occurrence today and not at all strange. Mr. Sinclair knows several practitioners. According to what he has heard, the longest fasting person fasted for 72 days.

Also mysterious is the fact that fasting results in curative effects for both the emaciated and the obese simultaneously.

There are two dangers to be wary of during fasting. The first is the danger of developing fear. No one should undertake fasting until they have conducted sufficient research and possess firm conviction. While Mr. Sinclair was in California, he fasted for 3 days and exercised 15 miles for 3 days. Feeling mentally refreshed, he returned home in the evening and encountered news of the great Italian earthquake. When rescue ships arrived at Messina Port, the surviving citizens, unbearable from hunger, were in a frenzy, presenting a scene akin to wild beasts trampling and devouring each other. The newspaper described the tragic situation, stating they had not eaten for 72 hours. However, Mr. Sinclair, reading that newspaper, laughed at himself for being perfectly fine despite also not eating for the same 72 hours. There was no other reason than this: the citizens of Messina were driven by the thought of fear, going mad as they approached starvation, while Mr. Sinclair, through the power of belief, was confident that fasting was the shortcut to healing. That is, a person informed by the knowledge of experience believes they will not die even if they fast for several days, while others, ignorant of that truth, act blindly and fall into the path of hungry ghosts while still alive. The maxim "The wise are not confused, the brave are not afraid" can only be truly understood by those with knowledge and cultivation.

The second danger lies in the timing of stopping the fast. Mr. Sinclair knew a person who, after fasting for 50 days, ate 6 figs and damaged their intestines, bleeding profusely. However, if a person consumes one cup of milk every half hour, they will not feel hunger and will gradually return to their previous state, avoiding the aforementioned danger. And so, he further presented the experiences of 7 other people to prove this, publishing accounts of treating stomach ailments and other diseases like tuberculosis.<108>
<105-108>

**Summary**

This 1920 article from the Korean magazine *Gaebyeok* introduces fasting therapy through the experiences of an American named Sinclair (likely Upton Sinclair). It details his struggles with chronic illness, his exploration of other health methods like Fletcherism (thorough chewing), and his eventual adoption of fasting after encountering a woman dramatically cured by it. The article describes Sinclair's own 12-day fast, noting initial hunger followed by its disappearance, increased mental clarity despite physical weakness, and significant initial weight loss. It explains the purported mechanism of fasting – resting the digestive system to allow the body to eliminate toxins accumulated from overeating – and mentions the necessity of careful refeeding. The dangers of fear and improper fast-breaking are highlighted, contrasting Sinclair's informed approach with the panicked starvation of Messina earthquake survivors.

From a historical perspective, this article is interesting as it shows the keen interest among Korean intellectuals during the colonial period in Western health fads and alternative medicine, presented as modern or scientific paths to self-improvement and physical strength. The detailed account of Sinclair's regimen, including specific durations, symptoms, and recovery foods (orange juice, milk), reflects a desire for practical, replicable knowledge. For historians, it highlights the transnational flow of ideas about health and the body, the specific health concerns prevalent at the time (digestive issues, neurasthenia), and the adoption of Western figures and methods as models in a colonial context, possibly seeking empowerment through personal health management.

**Named Entities**

米人 신꾸레열氏	미인 신클레어 씨	Mr. Sinclair, an American
英國	영국	United Kingdom/Britain
후레쓰쟈-氏	플레처 씨	Mr. Fletcher
가리후오니야州	캘리포니아 주	California State
하밀톤 山	해밀턴 산	Mount Hamilton
伊太利	이태리	Italy
메쓰지나 港	메시나 항	Messina Port

**Glossary**

米人	미인	American person
斷食療法	단식요법	Fasting therapy
잡저	잡저	Miscellaneous writing/essay
評論中	평론중	Among reviews/commentaries
題한	제한	Titled; Entitled
大意	대의	General meaning; Gist
開陳하야	개진하여	Stating; Expressing (older form of 하여)
記述한	기술한	Described; Written
大畧	대략	Outline; Summary
抄出하야	초출하여	Extracting; Selecting and writing out (older form of 하여)
藥餌	약이	Medicine (ingested)
不怠하엿스나	불태하였으나	Was not negligent; Did diligently, but... (older form of -하였으나)
效力	효력	Effect; Efficacy
엇지 못하엿다	얻지 못하였다	Could not obtain/get (older spelling/form)
罹하야	이하여	Having contracted (a disease) (older form of 하여)
呻吟中	신음중	In the midst of groaning/suffering
엇지하면	어찌하면	How; In what way (older spelling)
業슬가	없을까	Would there not be? (older spelling/form)
咀嚼하야	저작하여	Chewing (older form of 하여)
心醉한	심취한	Was fascinated by; Was engrossed in
豫防함	예방함	Preventing
已晩함	이만함	Being too late
伴하야	반하여	Accompanying; Following (here, implies 'because' or 'since') (older form of 하여)
思하엿슴으로써라	생각하였음으로써라	Because (he) thought (older grammar/spelling)
病原	병원	Origin of disease; Pathogen
過食한	과식한	Overeaten
不消貨物	불소화물	Indigestible matter
停滯	정체	Stagnation; Accumulation
祕訣	비결	Secret method; Key
依然히	여전히	Still; As before
邂逅한	해후한	Encountered unexpectedly
一驚을 喫하엿다	일경을 끽하였다	Was surprised (lit. ate one surprise - older expression)
挫骨神經痛	좌골신경통	Sciatica
僂麻質斯	류머티즘	Rheumatism (phonetic transcription)
憂鬱症	우울증	Melancholy; Depression
充溢하엿다	충일하였다	Was overflowing; Was full of (older form of 하였다)
哩	마일	Mile (unit)
絶食하야	절식하여	Fasting (older form of 하여)
持病	지병	Chronic disease
解脫하엿슬	해탈하였을	Had been freed from; Had overcome (older form)
平癒케하엿다	평유케하였다	Caused to be completely cured (older form of 하였다)
涉獵하야	섭렵하여	Reading widely (older form of 하여)
斷行할	단행할	To carry out decisively
飢餓	기아	Hunger; Starvation
堪키	감당키	To endure; To bear (older form/spelling)
爾後	이후	After that; Thereafter
消失하야	소실하여	Disappeared (older form of 하여)
眩暈	현훈	Dizziness; Vertigo
透明하엿다	투명하였다	Was clear; Was lucid (older form of 하였다)
磅	파운드	Pound (unit)
纖維	섬유	Fiber (here: body tissue)
按摩	안마	Massage
灌水法	관수법	Irrigation method (here: enema/hydrotherapy)
爽快케	상쾌케	To make refreshing/invigorating
香橙汁	향등즙	Orange juice
解止하엿다	해지하였다	Stopped; Ceased (older form of 하였다)
溫乳	온유	Warm milk
壯士	장사	Strong man
凌하는	능가하는	Surpassing; Exceeding
食欲	식욕	Appetite
再歸할	재귀할	To return again
如何튼지	하여튼지	Anyway; In any case (older form)
一叅考	일참고	One reference; Something to refer to (叅 is variant of 參)
排泄諸機關	배설제기관	Various excretory organs
醱酵하야	발효하여	Fermenting (older form of 하여)
故障	고장	Breakdown; Trouble; Malfunction
腎藏炎	신장염	Nephritis; Kidney inflammation
寒冒	감모	Common cold (older term for 감기)
感染키	감염되기	To be infected (older form/spelling)
易하나니라	쉽나니라	Is easy (older form/ending)
堪하면	견디면	If one endures
分泌作用	분비작용	Secretion function
同化機關	동화기관	Assimilative organs (digestive system)
恰然히	흡연히	Just like; As if
大掃除	대소제	Major cleaning
灌膓水浴	관장수욕	Enema and water bath/hydrotherapy (膓 is variant of 腸)
飮함이	마심이	Drinking (is...) (older form)
舌粘	설태	Tongue coating (粘 is variant of 苔)
醜惡한	추악한	Foul; Nasty
呼吸	호흡	Breath; Respiration
發汗	발한	Perspiration; Sweating
筋肉	근육	Muscle
餓死	아사	Death from starvation
骸骨	해골	Skeleton
內臟	내장	Internal organs
乃至	내지	Or; From... to...
足히	족히	Enough; Sufficiently
怪할 바	괴이할 바	Thing to find strange
瘐衰한	여윈	Emaciated; Thin
肥滿한	비만한	Obese; Fat
恐怖念	공포념	Thought of fear; Fear
確信	확신	Conviction; Firm belief
爽快	상쾌	Refreshing; Invigorating
慘狀	참상	Disastrous situation; Terrible state
平然함	평연함	Being calm; Being unconcerned
自笑하엿나니	자소하였나니	Laughed at oneself (older form)
無他라	무타라	It is nothing else but...; Simply because...
被驅하야	피구하여	Being driven by (older form of 하여)
瀕함을	임함을	Being on the verge of
信力	신력	Power of belief; Faith
捿徑	첩경	Shortcut (捿 is variant of 捷)
盲動하야	맹동하여	Acting blindly/rashly (older form of 하여)
餓鬼道	아귀도	Realm of hungry ghosts; state of extreme hunger
墮落하는	타락하는	Falling into; Degenerating into
智者不惑勇者不懼	지자불혹 용자불구	The wise are not confused, the brave are not afraid (Quote)
格言	격언	Proverb; Maxim
修養	수양	Cultivation; Training (of mind/character)
解得할이니라	해득할이니라	Will be able to understand/grasp (older form)
無花果	무화과	Fig
毁하야	훼하여	Damaging; Injuring (older form of 하여)
出血한	출혈한	Bled
漸次	점차	Gradually
狀態에 復하야	상태에 복하여	Returning to the (previous) state (older form of 하여)
免하리라	면하리라	Will avoid; Will escape (older form)
揭載하엿더라	게재하였더라	Was published/included (retrospective ending, older form)
-e 

---------------------------


잡지명	개벽 제4호
발행일	1920년 09월 25일
기사제목	米人 신꾸레열氏의 斷食療法
기사형태	잡저

米人 신꾸레열氏의 斷食療法
일즉 英國 近時 評論中에 米人 신꾸레열氏의 「完全한 健康」이라 題한 論文 1篇이 잇섯는데 그 大意는 自家의 實驗 及 觀察을 開陳하야 完全한 健康을 得한 手段을 記述한 것이라. 此 一文은 大히 注意를 拂할 價値가 有함으로 그 論文의 大畧을 抄出하야 別題의 下에 此를 讀者에 紹介하노라.
