잡지명	개벽 제4호
발행일	1920년 09월 25일
기사제목	秋窓隨筆 (Autumn Window Jottings)
필자	小波
기사형태	문예기타 (Miscellaneous Literary Piece)

秋窓隨筆
                        小波

Blocking the deep blue sky, clouds obscure the low-lying places.
As if a final farewell of summer, I gently placed my feet in the rustling grass, bathed in the coolly setting sun, and stood still. A gentle breeze, barely noticeable, creeps into my sleeves. — Autumn is already here! Birds, several of them, fly swiftly across the water-colored sky that evokes this feeling for no reason. Perhaps they are birds heading to the southern lands. About half a moon ago, seeing the thin, clear cosmos flowers blooming on the grassy slope mid-yard at Ihwa Haktang, I thought, "Autumn must be coming already," and now it truly feels like autumn has arrived. The sun is setting coolly now, and the gentle evening breeze envelops my body. — It is a desolate twilight—.

Somehow, for some reason, a sentimental feeling wells up deeply, wanting to whine like a child, wanting to cry, wanting to embrace someone. It is autumn after all! As I think this, it suddenly feels as if I am standing in a boundless, desolate field where a rough wind blows, and I seem to have completely entered the land of autumn thoughts.

The sun has already hidden, and a cool wind sweeps through the desolate, rough yard with a sound like autumn itself. Ah, autumn with its high sky and clear air! The welcome autumn, like a longed-for lover, has already come. <123>

It is a quiet day—.

Instead of cosmos, in my sarangchae yard, balsam flowers are blooming quite fittingly for autumn. Below the retaining wall in front of the study, white, red, purple—various colors mixed together are now in full bloom. And those flowers, blown by the wind, sway delicately, strongly evoking the feeling of autumn—. I wish someone would visit, I think, waiting intently in my heart, but no one comes all day long. I miss people, without knowing who. Thinking of missing someone makes me feel increasingly lonely and more filled with longing, until it becomes unbearable. Somehow, autumn seems like a season for missing people. Just as I was restlessly longing for someone, thinking someone might visit now, I hear the cool sound of a reed organ from somewhere. Oh, from the dormitory for female teachers in the back house, some woman... Listening closely, it is the tune "The Beauty of Nature" (天然の美). The sound of the reed organ, mixed with the gentle breeze, flows high and low! Like hearing music from a distant fairy world, its elegant and fresh resonance! Listening quietly, an unbearably lonely feeling overflows my entire body, and as if searching for someone, as if seeking anyone to embrace tightly in my arms, I stepped out of the house gate.

Weeping in solitude and longing for people, I, for some reason, have wandered again into the pine forest of Ch'wiunjŏng, devoid of people. The sound of the passing electric tram, whizzing by; the bustling sounds of the street; the clanging sound of carts; none of these noises reach here, only the mournful chirping of crickets sounds quietly. Alone, I just blankly wander alone through the grassy thickets of this pine forest, where the lovely, welcome light of early autumn's sorrow flutters.

The boundless desolation and sorrow of autumn, along with the deep mystery of autumn, seem to seep into my very bones.

In the silent, deep pine forest of Ch'wiunjŏng, night has already come, and the layers of darkness gradually thicken. The sound of insects chirping in the grass becomes clearer, and the sky seems to grow clearer and bluer. Perhaps feeling the chill of the wind already, over there in the occupied <124> room, the paper sliding door is shut tight—the hazy lamplight shining on that door makes one feel the autumn profoundly, appearing deeply affectionate, and the stars twinkling high in the blue sky above the pine treetops look as lovely as the eyes of a young maiden full of longing. Ah, autumn, new autumn! This is the time for poets to weep, philosophers to think, religious figures to awaken, patriots to express their righteous indignation, and for all people to wash away the muddy passions of the small self and receive the baptism of Great Nature. Thinking such thoughts in such a place, one realizes that sentimental autumn holds not only sorrow and desolation but also great comfort and great lessons.

Indeed. Autumn holds great comfort and great lessons. Indeed, it is the time to read, to weep, to awaken, to realize.

Look. How much of the spirit of transcendence is in the autumn sky rising high above the treetops, and how deep in solemnity and hidden wisdom is the autumn pond (潭) where not a speck of dust from stray thoughts settles... Wearing stars as eyes of insight and clouds as a scholar's kerchief cap (葛巾), with the hem of red knotweed and white water-pepper robes light, sometimes playing golden sounds among the trees, sometimes galloping alone through the bright, clear field where the vast spirit (灝氣) flows—truly, the form of autumn is the noble form of a philosopher or Taoist master. Autumn is truly a philosopher. A patriot. Pure and white. Compared to the lushness of spring grass (蘼蕪) and the dense green of summer trees (鬱蒼), isn't its elegant form (楚楚) like that of a noble patriot, or rather, a Taoist master? The sky is high and the air is clear (天高氣淸), the mountains bright and waters beautiful (山明水麗), without a speck of falsehood or a trace of empty adornment; all existence, reaching autumn, can be said to unfold a world of ideas. Look how it sheds the clothes of all forms, all symbols of spring grass and summer trees, revealing the ideas themselves stark naked (赤祼祼). Nature, upon reaching autumn, returns again to thought, and thus all existence transforms into ideas and flows into autumn, shedding the shells of spring haze and summer shade, becoming bright and clear without the slightest obstruction, blockage, or dust, transparent through and through. Look up at the consciousness of the great void of this philosopher autumn. Is there anywhere a stain of a single deluded thought? If there were, it would only be a fragment or two of broken cloud on the distant horizon, a relic of the sinful karma of spring and summer illusions. And even that, before long, wandering alone and low, will disappear by itself.

Just as all phenomena of nature enter the autumn season and return directly from the forms of spring grass and summer trees to the world of ideas, we too, entering the autumn season, wish to cast off all empty adornment and form and return to the voice of our true self (眞我). The true self of nature and the true self of ourselves meet like old acquaintances in autumn, wishing to shake hands. Looking up at the blue sky, the brilliant stars and constellations (燦然한 星斗) seem within reach, and immersing oneself in water, it is transparently clear to the bottom, reflecting every hair and whisker distinctly (鬚眉가 一一히 明然해서), making one wonder <125> whether I am autumn or autumn is me. This autumn, autumn! Isn't this the very time when we cast off the ten, twenty layers of the false self (虛僞의 假我) and, with the true heart (眞心) of a gushing clear spring (淸泉), yearn for the object of sympathetic response (感應)? Truly, autumn is the season of shedding the self (脫我), and simultaneously, the time of awakening the self (覺我).

10:20 at night... Drawing the lamp close, I was reading the late Tokpo's (故獨步) *Sickbed Record* (病床錄) when I suddenly thought of S.'s matter and sat blankly for quite a while. — Tokpo, who used to say "Your tears flow from my eyes, and my tears flow from yours..." who even said to each other, "Without you, there is only the word 'death' for me," was abandoned by his lover, weakened by cruel heartbreak (慘酷한 失戀), lying in his sickbed awaiting the final day of his fate (運命)! Tokpo the literary giant (文豪), Tokpo the poet—when he held his lover's wrist, his young red heart overflowing with emotion, whispering the joy of dreamlike love, could he ever have imagined the days of heartbreak groaning (呻昤) in a sickbed? In this short life, like that of a mayfly (蜉蝣), how can human feelings be so fickle (無常)? I do not lament him, a great star of the literary world (文界), a young man with a bright future, dying weeping over lost love, but rather I lament the heartless, fickle human life itself. Thus, I wonder why, after the phrase Tokpo spoke, "Wherever there is a field (밧), there must be people living, and wherever people live, there must be love," there isn't this phrase: "Wherever there is love (戀愛가 잇난 꼿에), heartbreak (失戀) surely resides together (밧듯이 同居한다)." Ah, although I am not newly feeling the fickleness of human feeling now, thinking about whether the lament of heartbreak (失戀의 哀歌) might someday emerge from the same lips that sing of S.'s love, thought follows thought, wandering from Chŏngdong to America (米國), connecting fantasy to fantasy. Suddenly, the distant cry of wild geese (기럭이 소리) seems to say, "Look at me," so I open the window and look at the star-twinkling blue sky, thinking, "Is it this way?" but they are not there. Thinking, "Is it that way?" I look, but the wild geese are not there either. Closing the door again and reopening the book I was reading, the cry of the wild geese sounds even higher. If I listen thinking it's the geese, it sounds like geese; if I listen thinking it's the sound of autumn, it also sounds like the sound of autumn. This too is one of the flavors (滋味) of autumn, encountered while reading alone late into the deepening night.

What time could it be... Waking from sleep, eyes open, lying still, listening to the chirping of crickets that sounds like shaking silver bells by my pillow, I have no hope, no despair, no fear, no joy—all worldly thoughts vanish completely, and only autumn fills my heart. Ah, autumn, when one longs for people. In the middle of the night (夜半) when all creation sleeps, the sound of autumn blowing outside the window sounds mournful (悽然), and restless insects wake me, who was sleeping, to weep again....

— Sixth-One [Yugil], Early Autumn, on a day the east wind blows fiercely, from the house in Chaetkol— <126>

**Summary**

This essay, "Autumn Window Jottings," by Sop'a, is a lyrical and sentimental reflection on the arrival of autumn. The author describes the changing scenery, the coolness in the air, and the blooming autumn flowers, which evoke feelings of loneliness, longing for human connection, and a deep sense of melancholy. Wandering through a quiet pine forest and listening to music reinforces these emotions. The author then shifts to a philosophical contemplation of autumn as a season representing purity, wisdom, transcendence, and the shedding of superficialities to return to the 'true self,' drawing parallels between nature's cycle and human introspection. The essay concludes with late-night thoughts sparked by reading about the heartbreak of a writer named Tokpo, meditating on the transience of love and life, underscored by the lonely cries of wild geese and crickets in the autumn night. For historians, the piece offers insight into the sentimental and philosophical mood prevalent among some Korean intellectuals during the colonial period, showcasing a blend of traditional East Asian aesthetics (connection to nature, seasons, philosophical contemplation) with modern sensibilities (individual loneliness, romantic sentimentality, references to potentially contemporary figures like Tokpo). The deep sense of melancholy and yearning, alongside the focus on inner reflection and the 'true self,' might reflect the constrained socio-political atmosphere of the time.

**Named Entities**

梨花學堂	이화학당	Ihwa Haktang
翠雲亭松林	취운정송림	Ch'wiunjŏng Songnim
貞洞	정동	Chŏngdong
米國	미국	Miguk
獨步	독보	Tokpo
小波	소파	Sop'a

**Glossary**

空中	공중	Sky, air
녀름	여름	Summer (older spelling)
告別	고별	Farewell
가티	같이	Like, as (older spelling)
풀습	풀숲	Grass thicket, clump of grass
됫고	딛고	Stepping on (older spelling/form of 딛다)
섯섯다	섰었다	Stood (older spelling/form)
긔여든다	기어든다	Creeps in
업시	없이	Without (older spelling)
물빗가흔	물빛같은	Like the color of water, water-colored
한보름	한 보름	About half a moon, about fifteen days
마당	마당	Yard, courtyard
잔뒤	잔디	Grass, lawn (older spelling)
꼿	꽃	Flower (older spelling)
갓다	같다	Seems like, is like (older spelling)
에워싼다	에워싼다	Surrounds, envelops
寂寂한	적적한	Desolate, lonely, quiet
黃昏	황혼	Twilight, dusk
엇젼지	어쩐지	Somehow, for some reason
십고	싶고	Wanting to (older spelling)
그윽히	그윽이	Deeply, profoundly
曠野	광야	Wilderness, vast field
끗	끝	End
感想	감상	Thoughts, feelings, impressions
舍廊	사랑	Sarangchae (detached building or room in a traditional Korean house)
뜰	뜰	Yard, garden
書室	서실	Study room
築臺	축대	Retaining wall, embankment
밋헤	밑에	Below, under (older spelling)
만양	만양	In full bloom, fully
일이킨다	일으킨다	Evokes, causes, raises (older spelling/form)
왼	온	Whole, entire (used with 終日)
終日	종일	All day long
견대지	견디지	Cannot endure (older spelling/form of 견디다)
時節	시절	Season, time
허청대고	허청대고	Restlessly, agitatedly (less common now)
어대서인지	어데서인지	From somewhere (older spelling)
風琴	풍금	Reed organ, harmonium
寄宿舍	기숙사	Dormitory
드르닛가	들으니까	Because I hear, upon hearing (older spelling/form)
天然의 美	천연의 미	The Beauty of Nature (likely a song title)
석겨서	섞여서	Mixed with (older spelling)
仙界	선계	Fairy world, realm of immortals
듯는	듣는	Hearing (older spelling)
幽雅	우아	Elegant, graceful
淸新	청신	Fresh, pure
쓸쓸스런	쓸쓸스러운	Lonely, desolate (emphatic form)
차질	찾을	To find, to look for (older spelling/form of 찾다)
헤매여	헤매어	Wandering (older spelling/form)
잉-하고	윙-하고	Whizzing sound (onomatopoeia)
蟋蟀	실솔	Cricket (Hanja term)
哀然히	애연히	Mournfully, sorrowfully
멀거-니	멀거니	Blankly, vacantly
나비끼는	나부끼는	Fluttering (older spelling/form)
거니린다	거닌다	Strolls, wanders (older spelling/form)
限업는	한없는	Boundless, limitless (older spelling)
寂漠	적막	Silence, desolation, stillness
悲哀	비애	Sorrow, grief
한께	함께	Together with (older spelling)
움죽움죽	움죽움죽	Stirringly, twitchingly (onomatopoeia/ideophone)
숨여드는	스며드는	Seeping into, permeating (older spelling/form)
버레	벌레	Insect, bug (older spelling)
한울	하늘	Sky (older spelling)
蒼天	창천	Blue sky, firmament
憧憬	동경	Yearning, longing
處女	처녀	Maiden, virgin
어엽버	어여뻐	Pretty, lovely (older spelling/form of 어여쁘다)
慰安	위안	Comfort, consolation
敎訓	교훈	Lesson, moral instruction
果然	과연	Indeed, truly
놉하가는	높아가는	Rising high (older spelling/form)
超脫	초탈	Transcendence
氣象	기상	Spirit, disposition,気象
퇴끌	티끌	Speck of dust (older spelling)
못	못	Pond (潭)
沈重	침중	Solemn, serious, grave
智慧	지혜	Wisdom
洞觀	통관	Insight, penetrating view
葛巾	갈건	Kerchief made of kudzu fiber, worn by scholars/recluses
紅蓼白蘋	홍료백빈	Red knotweed and white water-pepper (evokes autumn scenery)
弄하며	농하며	Playing with, trifling with
灝氣	호기	Vast spirit, primordial energy
空明	공명	Bright and clear emptiness (philosophical term)
단기니	달리니	Running, galloping (older spelling/form)
姿態	자태	Figure, form, appearance
實로	실로	Truly, indeed
潔白하다	결백하다	Pure, innocent, spotless
春草	춘초	Spring grass
蘼蕪	미무	Lushly growing grass/weeds (Ligusticum)
夏木	하목	Summer trees
鬱蒼	울창	Dense, luxuriant (of foliage)
楚楚한	초초한	Neat, trim, elegant; pitiful (here likely elegant)
志士	지사	Patriot, man of high purpose
道士	도사	Taoist master, ascetic
天高氣淸	천고기청	Sky is high and air is clear (idiom for autumn)
山明水麗	산명수려	Mountains are bright and waters beautiful (idiom for beautiful scenery)
假象	가상	False image, illusion
虛飾	허식	Empty adornment, affectation
萬有	만유	All existence, the universe
披展한다	피전한다	Unfolds, displays
記號	기호	Symbol, sign
赤祼祼히	적나라히	Nakedly, starkly (older spelling of 적나라하게)
露出	노출	Exposure, revelation
思想	사상	Thought, idea
化하야	화하여	Transforming into (older spelling)
흐르나니	흐르나니	Flows, therefore... (older conjunctive ending)
春霞夏陰	춘하하음	Spring haze and summer shade
些少	사소	Trifling, slight
窒礙	질애	Obstruction, hindrance
抑塞	억색	Blockage, suppression
塵埃	진애	Dust
玲瓏	영롱	Bright and clear, sparkling, transparent
透徹치	투철치	Not transparent/thorough (older negative form)
太虛	태허	Great void, emptiness (philosophical term)
妄念	망념	Deluded thought, worldly attachment
汚點	오점	Stain, blot
斷雲	단운	Broken clouds
一片 二片	일편 이편	One fragment, two fragments
孤行低迷	고행저미	Wandering alone and low
스스로	스스로	By oneself, naturally
秋節	추절	Autumn season
眞我	진아	True self
本然	본연	Original nature, intrinsic
歸코저	귀하고자	Wishing to return (older spelling)
吾人	오인	We, us (formal/literary)
當하야	당하여	Facing, encountering (older spelling)
舊面	구면	Old acquaintance
握手코저	악수하고자	Wishing to shake hands (older spelling)
燦然한	찬란한	Brilliant, radiant
星斗	성두	Stars and constellations (specifically, Big Dipper area, often means stars generally)
鬚眉	수미	Beard and eyebrows (metaphor for fine details)
一一히	일일이	One by one, distinctly
明然해서	명연해서	Clearly, distinctly (older form)
헤매이게	헤매게	To make wander, confuse (older spelling/causative form)
열겹 스므겹	열 겹 스무 겹	Ten layers, twenty layers
虛僞	허위	Falsehood, hypocrisy
假我	가아	False self
솟아오르는	솟아오르는	Gushing up, soaring
淸泉	청천	Clear spring (of water)
眞心	진심	True heart, sincerity
感應	감응	Sympathetic response, resonance
對象	대상	Object, target
憧憬함도	동경함도	Yearning also (older nominalization)
脫我	탈아	Shedding the self, self-transcendence
季	계	Season
覺我	각아	Awakening the self
故獨步	고 독보	The late Tokpo
病床錄	병상록	Sickbed Record (likely a work's title)
언듯	언뜻	Suddenly, fleetingly
彼此에	피차에	Between each other, mutually
死字	사자	The word 'death'
愛人	애인	Lover
버림을 밧고	버림을 받고	Being abandoned (older spelling)
慘酷한	참혹한	Cruel, tragic
失戀	실연	Heartbreak, disappointed love
衰쳐	쇠하여	Weakened, declined (older spelling/form)
運命	운명	Fate, destiny
마즈막	마지막	Last, final (older spelling)
文豪	문호	Literary giant, great writer
呻昤할	신음할	To groan (older spelling/form)
蜉蝣	부유	Mayfly
一生	일생	Lifetime
無常함이	무상함이	Transience, fickleness
엇지	어찌	How, why (older spelling)
이러틋	이렇듯	Like this (older spelling)
甚할가	심할까	How could it be so severe? (older interrogative ending)
文界	문계	Literary world
巨星	거성	Great star, luminary
아낌이	아낌이	Regretting, feeling sorry for (nominalized)
아차로워	아까워	Feeling it's a waste/pity (older form/spelling)
밧잇는	밭있는	Field-having (older spelling/structure for 'where there is a field')
반듯이	반드시	Surely, certainly
戀愛	연애	Love, romance
잇난 꼿에	있는 곳에	In the place where there is (older spelling)
밧듯이	반드시	Surely, certainly (older spelling)
同居한다	동거한다	Resides together, cohabits
句節	구절	Phrase, passage
哀歌	애가	Lament, elegy
空想	공상	Fantasy, daydream
기럭이	기러기	Wild goose (older spelling)
보닛가	보니까	Seeing that, upon looking (older spelling/form)
다시	다시	Again
펴닛가	펴니까	Upon opening (older spelling/form)
한層	한층	Even more, further
滋味	자미	Flavor, taste, charm
몃 時	몇 시	What time (older spelling)
깨고	깨고	Waking up
띄여	뜨여	Opened (eyes) (older spelling/form of 뜨이다)
누은 채로	누운 채로	While lying down
머리맛에서	머리맡에서	By the bedside/pillow (older spelling)
銀방울	은방울	Silver bell
夜半	야반	Midnight, middle of the night
窓 밧게는	창밖에는	Outside the window (older spelling)
悽然이	처연히	Mournfully, sorrowfully
부질업는	부질없는	Useless, vain, futile (older spelling)
잠자든	잠자던	Was sleeping (older spelling/form)
울리는고나	울리는구나	Makes (me) weep! (older exclamatory ending)
六一	육일	Sixth-One (possible date reference or part of a name/context)
初秋	초추	Early autumn
