Magazine Title: 개벽 제4호
Publication Date: 1920년 09월 25일
Article Title: 支頤錄 (Jiyeorok - Records While Resting Chin on Hand; Musings)
Author: 梁白華
Article Type: 문예기타 (Literary Miscellaneous)

支頤錄
                        梁白華

The Past is hard to chase, and the Future cannot be reached. Today alone is our day; let us run East and West. Nurture feeling and cultivate knowledge, strive for what I wish to do, only then does Life manifest.

In the infinity of the Past, this day does not exist; in the infinity of the Future, this day does not exist; Today is truly our Life. Let us live and strive Today.

Night has come. The night that causes the chattering human voices and the rumbling sounds of carts, the buyers and sellers, the laughers and weepers, all moving things and all things with sound, to enter into the silent Heaven and Earth, has come.

When leaving the gate of my house this morning, whose spirit was not ten thousand *jang* high, whose bearing was not such that they wished to stretch out their arms (臂) and touch (摩) the Milky Way (雲漢)? Yet now, at midnight, who can say how many there are whose brows (眉宇) are visited by clouds of sorrow (愁雲), whose eye sockets (眠眶) overflow (滂沱) with hot tears (熱淚), who hang their heads and are not dismayed (悵然)?

Failure is always present; Success cannot be guaranteed. Speaking thus, this is Life.

However, just as Today's success is not necessarily the final success, how could Today's failure be a permanent failure?

"Illness is a burden (累) to the flesh, but it cannot sufficiently burden the Will; Disability is a curse (呪) upon the four limbs (四肢), but it cannot move the Will."

Sleep well. Sleep well. So that you may speak of Today as Yesterday, so that you may live in the new Light.

Tomorrow is our Hope; Tomorrow is our Pure Land (淨土). The sound of "Tomorrow" echoing in the breast (胸裏) is truly the Gospel (福音) guiding us with infinite Life.

"Life is Reality (實在). Life is Reality." This is not some cognitive assertion (認識上의 斷定); it is merely our Belief (信念), a Belief established on the foundation (根柢) of Will (意欲).

Life is ceaseless Advancement (不斷의 向上); it is constant Longing (常住의 憧憬). Life is the Struggle (爭鬪) to cast off (脫却) the present Self; it is the Effort (努力) to realize (實現) the ideal Self. Only thus does Life begin to manifest.<113> Outside of Belief, there is no Reality; outside of Will, there is no Belief. If there is no hope in the heart to live, and no will in the mind to move, then this Life is an illusion (夢幻).

The World is Reality. It is the realm (境裡) where Will finds satisfaction (滿足). If the world of cognition (認識의 世界) is called the manifestation (軆現) of principle (理), then calling the world of activity (活動의 世界) functional power (働能) cannot be said to be wrong.

"Looking up (仰) at the outside (外), there is the Heaven (天) of brilliant (燦然) stars (星辰); reflecting (省) on the inside (內), there is the Law (法) of solemn (嚴肅) morality (道德)."

In the boundless (無邊) space (宇) and infinite (無限) time (宙), "I" am truly a single grain of millet (一粟) in the vast blue sea (蒼海). Prostration (慴伏) and awe (畏敬) are originally natural, yet "I" participate (參) in Heaven and Earth and assist (賛) the transformation and nurturing (化育) of all things (萬物); thus, I am the master (主) of this Heaven and Earth.

Ultimately, the Universe (宇宙) is I, and I am the Universe.

Those who entrust (托) their bodies (身) to the ship (船) of the Great Vow (弘誓) and seek to navigate (航) the sea (海) of life and death (生死) are said to rely on Other-Power (他力); Other-Power is an expedient means (方便) for teaching and salvation (敎濟).

Those who, through meditation (冥想) and deep thought (沈思), sweep away (掃攘) their own ignorance (無明), and through diligent effort (黽勉力行), seek to extinguish (斷滅) their own afflictions (煩惱), are said to rely on Self-Power (自力); Self-Power is an expedient means for liberation (解脫).

Rely on Other-Power as you wish. Believe in Self-Power as you wish. Ultimately, what is seen is merely the moon on the same High Peak (高峰).

Do not say that a person's life has contradictions (矛盾) between its beginning and end. Contradiction is truly the real face (面目) of this Life; it is not some individual's contradiction. A person whose life appears to have contradictions between beginning and end thereby (所以) shows that they are not empty (虛).

Do not say that a person's life lacks side-to-side unity (左右統一). Scatteredness (散漫) is truly the real state (實相) of this World; it is not some individual's scatteredness. A person whose life appears to lack side-to-side unity thereby (所以) reveals that they are not partial (偏).

To attempt to achieve a small harmony (調和) and unity (統一) with small wisdom (智慧) and small deliberation (思慮) is like one who would apply an axe and chisel (斧鑿) with clumsy (拙惡) skill (技藝) to the great beauty (大美) of Nature (自然). Their foolishness (愚痴) is rather (돌우여) pitiable (가엽도다). We do not desire this. Where one laments contradiction with small wisdom and is alarmed by scatteredness with small deliberation, there truly lies the "hidden true harmony" (숨은 참의 調和). Ah, the Spirit (神) who is omnipresent (遍在) in the ten directions (10方) and contemplates (照鑑) myriad kalpas (萬刦) alone knows this; small people cannot participate (參與) in this.

Contradiction and scatteredness are ultimately cognitive concepts (認識上의 槪念); in the realm (境) of Will (意欲), there is no contradiction, and within (裡) Belief (信念), there is no scatteredness. Let those who argue (論) about contradiction, argue. Let those who critique (評) scatteredness, critique. Where Will arises and Belief moves, advancing without cease (進而不息) and finding a way through even when cornered (窮而又通)—this is Life and the World. Ah, this is the truly living (實生) Life and World. <114>

**Summary**

This essay by Yang Baekhwa is a philosophical reflection on the nature of life, reality, and the human spirit. It emphasizes seizing the present ("Today") as the only tangible moment for action and self-cultivation, urging readers to strive despite inevitable failures. Life is presented not merely as existence but as a reality shaped by individual will (意欲) and belief (信念), a continuous struggle for self-improvement towards an ideal self. The author contrasts relying on external forces ("Other-Power") with internal strength ("Self-Power") as paths to enlightenment, ultimately suggesting both lead to the same understanding. The piece concludes by embracing life's inherent contradictions and lack of perfect unity, arguing these are not flaws but the true face of existence, perceivable beyond limited human intellect, known only to a higher 'Spirit' (神), and navigated through unwavering will and belief.

From a historical perspective, published in 1920 during the early Japanese colonial period in Korea, the essay's strong emphasis on inner will, hope for the future ("Tomorrow"), self-reliance ("Self-Power"), and finding meaning amidst struggle and apparent chaos ("Contradiction," "Scatteredness") could be interpreted as a subtle form of encouragement and spiritual resistance for Koreans facing national hardship. Its focus on individual agency and the power of belief to shape reality ("Life is Reality... merely our Belief") offered a philosophical framework for perseverance when external circumstances were oppressive. Historians might find it interesting as an example of intellectual and spiritual discourse seeking to bolster morale and define Korean identity and purpose during a challenging era.

**Named Entities**

梁白華	양백화	Yang Paekhwa

**Glossary**

支頤錄	지이록	Records While Resting Chin on Hand; Musings
쫏기	쫓기	To be chased (Older spelling of 쫓기)
未來	미래	Future
하로	하루	One day (Older spelling/form of 하루)
갈아	갈아	To cultivate, polish, sharpen
업고	없고	Not having, without (Older spelling of 없고)
업나니	없나니	Does not exist (Older spelling/form of 없으니)
움지기는	움직이는	Moving (Older spelling of 움직이는)
아츰	아침	Morning (Older spelling of 아침)
臂	팔	Arm
伸하야	신하여	Stretching (Classical Chinese influence/Hanja borrowing)
雲漢	운한	The Milky Way (Literary term)
摩코자하는	마하고자 하는	Wishing to touch/rub
槪	개	Bearing, manner, appearance
업섯스랴	없었으랴	Would there not have been? (Older rhetorical question form)
夜半	야반	Midnight
愁雲	수운	Clouds of sorrow (Literary term)
眉宇	미우	The space between the eyebrows; the brow
往來	왕래	Coming and going
熱淚	열루	Hot tears
眠眶	면광	Eye sockets (Literary/archaic term)
滂沱	방타	Pouring down (Used here for tears)
悵然치	창연치	Dismayed, disappointed (Combined form, 창연하다 + -지)
안이할	아니할	Will not be (Older spelling of 아니할)
그몃몃친고	그 몇몇인고	How many are they? (Older form of 그 몇몇인가)
期必	기필	To guarantee, be certain of
안이어니	아니려니	Not being (Older form, equivalent to 아니거니와 or 아니지만)
足히	족히	Sufficiently
累치	누치	To burden, involve (Character 累 used for 'burden')
四肢	사지	Four limbs
呪	주	Curse, spell
動케는	동케는	To move (動하다 + causative -케 + topic marker 는)
잘찌어다	잘지어다	Sleep well (Imperative ending -ㄹ지어다, older form)
양으로	양으로	With the intention of, in order to
淨土	정토	Pure Land (Buddhist term)
胸裏	흉리	Inside the chest/heart (Literary term)
울리는	울리는	Echoing, resounding
實로	실로	Truly, indeed
引導하는	인도하는	Guiding
福音	복음	Gospel
實在	실재	Reality, existence
認識上	인식상	Cognitive, epistemological
斷定	단정	Assertion, conclusion
信念	신념	Belief, faith, conviction
意欲	의욕	Will, volition, desire
根柢	근저	Foundation, basis, root
不斷	부단	Ceaseless, constant
向上	향상	Advancement, improvement
常住	상주	Constant abiding, permanence
憧憬	동경	Longing, yearning
脫却코자	탈각코자	Seeking to cast off, shed
爭鬪	쟁투	Struggle, fight
實現코자	실현코자	Seeking to realize, make real
비롯오	비로소	For the first time, only then (Older spelling of 비로소)
外에	외에	Outside of, apart from
업스며	없으며	Not having, without (Older spelling of 없으며)
살랴고	살려고	Intending to live (Older form of 살려고)
업슬진대	없을진대	If there is not (Older conditional form)
夢幻	몽환	Dream, illusion, phantasm
滿足하는	만족하는	Satisfying
境裡	경리	Realm, state, sphere (Literary term)
軆現	체현	Embodiment, manifestation (Variant of 體現)
活動	활동	Activity
働能	동능	Functional power, dynamic ability (Possibly coined or specific usage)
不可	불가	Impossible, not permissible
仰하건대	앙하건대	Looking up (仰하다 + conjunctive -건대)
燦然한	찬란한	Brilliant, radiant
星辰	성신	Stars (Literary term)
省하건대	성하건대	Reflecting upon (省하다 + conjunctive -건대)
嚴肅한	엄숙한	Solemn, grave
道德	도덕	Morality
無邊	무변	Boundless, limitless
宇	우	Space (Often paired with 宙 for Universe)
無限	무한	Infinite, limitless
宙	주	Time (Often paired with 宇 for Universe)
眇乎한	묘호한	Tiny, minuscule (Literary term)
蒼海	창해	Blue sea, vast ocean
一粟	일속	A single grain of millet (Figurative for something tiny)
慴伏	습복	Prostration in fear, submission
畏敬	외경	Awe, reverence
參하야	참하여	Participating in (參하다)
化育	화육	Transformation and nurturing (Of nature/universe)
賛하나니	찬하나니	Assisting, supporting (贊하다 + connecting vowel + -나니 ending)
主인저	주인저	Is the master (주인 + older copula form -인저)
畢竟	필경	Ultimately, after all
宇宙 卽 我	우주 즉 아	The Universe is I
我 卽 宇宙	아 즉 우주	I am the Universe
身	신	Body
弘誓	홍서	Great Vow (Buddhist term, esp. Amitabha's vows)
船	선	Ship, boat
托하야	탁하여	Entrusting (托하다)
生死	생사	Life and death
海	해	Sea, ocean
航코자하는	항하고자 하는	Seeking to navigate
他力	타력	Other-Power (Buddhist term, reliance on external grace, e.g., Amitabha)
敎濟	교제	Teaching and salvation
方便	방편	Expedient means (Buddhist term, skillful means)
冥想	명상	Meditation
沈思	침사	Deep thought, contemplation
無明	무명	Ignorance (Buddhist term, fundamental cause of suffering)
掃攘하며	소양하며	Sweeping away, clearing out
黽勉力行하야	민면역행하야	Through diligent effort and practice
煩惱	번뇌	Afflictions, kleshas (Buddhist term, mental defilements)
斷滅코자	단멸코자	Seeking to extinguish, annihilate
自力	자력	Self-Power (Buddhist term, reliance on one's own effort for enlightenment)
解脫	해탈	Liberation, emancipation (Buddhist term, nirvana)
賴하라	뢰하라	Rely on (Older form/Hanja reading 頼)
高峰	고봉	High peak
달	달	Moon
前後	전후	Before and after; beginning and end
矛盾	모순	Contradiction
面目	면목	Face, appearance; true nature
虛안임	허안임	Not being empty (虛 + 아니다)
所以	소이	Reason why; thereby (Classical Chinese connective)
左右統一	좌우통일	Left-right unity; overall coherence
散漫	산만	Scatteredness, diffuseness, lack of focus
實相	실상	Real state, true aspect (Buddhist term, reality as it is)
偏안임	편안임	Not being partial/biased (偏 + 아니다)
조고마한	조그마한	Small, tiny (Older spelling of 조그마한)
智慧	지혜	Wisdom
思慮	사려	Deliberation, consideration, thought
調和	조화	Harmony
統一	통일	Unity
拙惡한	졸악한	Clumsy, poor, unskilled
技藝	기예	Skill, craft, technique
斧鑿	부착	Axe and chisel; artificiality, forced alteration
加하랴는	가하려는	Intending to add/apply
愚痴	우치	Foolishness, stupidity (Also a Buddhist term for delusion)
돌우여	도리어	Rather, on the contrary (Older spelling of 도리어)
가엽도다	가엽도다	Is pitiable/pathetic (가엽다 + exclamatory ending)
歎하며	탄하며	Lamenting, sighing over (歎하다)
