Rank	Word	Frequency
1	하야	521
2	신문	378
3	말	328
4	사람	258
5	나	231
6	그것	226
7	朝鮮	215
8	생각	159
9	기사	155
10	우리	149
11	하나	125
12	자기	123
13	문제	123
14	가지	120
15	발행	116
16	섯다	103
17	잡지	100
18	지금	100
19	대통령	100
20	기자	97
21	신문사	93
22	다시	91
23	작품	90
24	독자	87
25	로서	87
26	서서	86
27	때문	82
28	마음	82
29	대한	82
30	사실	80
31	눈	80
32	사회	78
33	대하	78
34	하엿다	78
35	그때	77
36	일이	76
37	가장	76
38	작가	73
39	佛蘭西	70
40	다른	69
41	역시	69
42	안이	69
43	香伊	66
44	제호	65
45	손	65
46	동안	64
47	보고	64
48	또한	63
49	獨逸	63
50	소설	62
51	무엇	62
52	제목	61
53	다음	61
54	소리	61
55	당시	60
56	이제	60
57	이상	59
58	형태	58
59	社	58
60	개벽	56
61	관계	56
62	사장	56
63	그대	56
64	신간	55
65	따라서	55
66	까닭	55
67	만원	55
68	모양	53
69	이오	53
70	집	53
71	광고	52
72	생활	51
73	무슨	51
74	가티	51
75	필자	50
76	사랑	50
77	발표	50
78	리하	50
79	지방	50
80	너	50
81	소위	48
82	남자	48
83	수가	47
84	거리	47
85	경영	46
86	얼마나	46
87	내용	46
88	시대	46
89	인물	45
90	이야기	45
91	잇스	45
92	행동	44
93	태도	44
94	東亞	44
95	보아	43
96	로써	43
97	정부	42
98	결코	41
99	新聞	41
100	잇슬	41
101	불	41
102	세자	41
103	활동	40
104	이나	40
105	윌손	40
106	누구	39
107	여기	38
108	회의	38
109	처음	38
110	여긔	38
111	다만	38
112	상품	38
113	주의	37
114	사업	37
115	大阪	37
116	일반	36
117	머리	36
118	동시	36
119	본사	35
120	제일	35
121	모든	35
122	입	35
123	의미	35
124	예산	35
125	그대로	34
126	연맹	34
127	먼저	33
128	민중	33
129	안해	33
130	자유	33
131	상해	33
132	더욱	32
133	사건	32
134	자긔	32
135	정치	32
136	결과	31
137	중국	31
138	편집	30
139	읍니	30
140	로부터	30
141	자본주의	30
142	방면	29
143	부인	29
144	천원	29
145	米國	29
146	엇다	29
147	주장	29
148	東亞日報	29
149	힛틀러	29
150	얼마	28
151	가치	28
152	라면	28
153	것이엇다	28
154	남편	28
155	日本	28
156	이란	27
157	노력	27
158	취하	27
159	이유	27
160	바이	27
161	세계	27
162	시간	27
163	한번	27
164	이번	27
165	얼골	27
166	蔣介石	27
167	昭和	27
168	기관	26
169	대중	26
170	그러케	26
171	東京	26
172	하니	26
173	가슴	26
174	여자	26
175	눈물	26
176	中央	26
177	朝鮮新聞	26
178	전부	25
179	민족	25
180	여러	25
181	도리	25
182	자신	25
183	기타	25
184	文士	25
185	오늘	25
186	경향	25
187	新聞記者	25
188	키로프	25
189	부왕	25
190	거기	24
191	목적	24
192	아들	24
193	현상	24
194	이면	24
195	이외	24
196	정도	24
197	다가	24
198	編輯局	24
199	정례	24
200	발견	24
201	듯이	24
202	역사	24
203	지위	24
204	의사	24
205	동궁	24
206	이름	23
207	모도	23
208	그이	23
209	과연	23
210	필요	23
211	세력	23
212	전보	23
213	서로	23
214	讀者	23
215	안코	23
216	대로	23
217	중심	23
218	杜月笙	23
219	조선	22
220	자랑	22
221	흥미	22
222	자동차	22
223	부장	22
224	그날	22
225	가정	22
226	요구	22
227	형식	22
228	실로	22
229	第條	22
230	생산	22
231	고란사	22
232	사원	21
233	이해	21
234	문예	21
235	지면	21
236	비밀	21
237	취급	21
238	되엿다	21
239	꿈	21
240	발	21
241	보지	21
242	세상	21
243	겨우	21
244	사나이	21
245	낫다	21
246	일종	21
247	창간	21
248	물	20
249	만약	20
250	광고주	20
251	나라	20
252	훨신	20
253	아츰	20
254	사용	20
255	어듸	20
256	다수	20
257	현재	20
258	발전	20
259	위원회	20
260	최초	20
261	현실	20
262	문화	20
263	양녕	20
264	경우	19
265	사설	19
266	신문지	19
267	좀더	19
268	보기	19
269	작자	19
270	엇더케	19
271	만일	19
272	준비	19
273	통신	19
274	잘못	19
275	결정	19
276	청년	19
277	自己	19
278	사이	19
279	잇섯	19
280	記者	19
281	현대	19
282	표현	19
283	역사소설	19
284	朝鮮日報	19
