**Header Section**
Magazine Title: 동광 제25호
Publication Date: 1931년 09월 04일 (September 4, 1931)
Article Title: 唯美主義의 怪思想家 張競生博士, 現代中國思想家列傳 (Dr. Zhang Jingsheng, the Eccentric Thinker of Aestheticism; Biographies of Modern Chinese Thinkers)
Author: 南京 申彦俊 (Sin Yŏn-jun from Nanjing)
Article Type: 논설 (Editorial/Essay)

**Body Text Translation**
Dr. Zhang Jingsheng, the Eccentric Thinker of Aestheticism; Biographies of Modern Chinese Thinkers
						Sin Yŏn-jun from Nanjing

The Doctor, the son of a wealthy merchant in Chaozhou, Fujian Province (福建省 潮州), studied physiology and biology in England early on, earning a doctorate in philosophy. He is a young thinker, currently 37 years old. Fujian, the southern border of Yangzhou in Yu Gong (禹貢), faces the Taiwan Strait (臺灣海峽) to the southeast. Its inhabitants, along with the people of Guangdong (廣東), have long excelled in seafaring and are rich in the spirit of adventure and enterprise. Unlike northern people, they have few heroes who attempted daring feats like staking everything on a single throw, but inheriting the scholarly atmosphere of the Jiangnan (江南) region, they have produced scholars and writers. In modern times, there were great scholars like Yan Fu (嚴復) and Gu Hongming (辜鴻銘). More recently, figures like Lin Changmin (林長民), a patriotic activist at the forefront of the May Fourth Movement, and Lin Wanli (林萬里), a first-rate polemicist in modern Chinese literary circles known for his unyielding spirit (威步不屈), who criticized Zhang Zuolin (張作霖), the head of the Fengtian warlords, with his pen and was eventually executed by the warlords – all are great scholars and writers who illuminated the history of the new China.

Eccentric Philosopher, Mad Thinker
Dr. Zhang's thought is unconventional and novel. Praising him, one might call him a thinker ahead of his time and society; viewing him through conservative eyes, he might be called an "Eccentric Philosopher," a "Man of Mystery," or even a "Mad Thinker." One of the doctor's famous works, "Sex Histories" (性史), shocked the era with its bold writing style, avant-garde ideas, and unconventional subject matter, captivating the academic world and indeed all of Chinese society. "Modern" avant-garde young men and women read "Sex Histories" as a new bible for sexual life, while conservatives condemned it as "obscene literature" (淫書), and government offices nationwide banned it more strictly than Marxist books. However, when a dormitory supervisor at a girls' middle school in a certain region of Zhejiang Province (浙江省) conducted a large-scale search, it was discovered that every female student had hidden a copy of "Sex Histories" under her pillow. The most widespread reading material among general young male and female students ranks "Sex Histories" first, above the "Three Principles of the People" (三民主義) or "Marxism" (맑스주의). Thus, the doctor's ideas received enthusiastic welcome from avant-garde men and women seeking liberation from tradition. However, under the traditional morals and laws of current society, his thought became forbidden under the name of dangerous thought. The doctor lives in seclusion in Shanghai (上海), dedicating himself to writing. Last spring, while the doctor was traveling in Xihu (西湖), Hangzhou (杭州), he was suddenly arrested by the Kuomintang Party Headquarters and the Provincial Government and detained for several tens of days under the peculiar charge of "preventing disturbance of public morals," eventually being expelled to Shanghai. In Shanghai, the bookstore that exclusively sold the doctor's works was shut down, and "Sex Histories" was confiscated. In current society, the doctor's theories are "heretical doctrines" (邪說).
"What is most admirable when reading Mr. Zhang's works is his boldness. It is truly exhilarating how he loudly denounces this pathological, moralistic society by promoting an aesthetic way of life."
The above is a commentary on the doctor's works by Mr. Zhou Zuoren (周作人), a great literary figure in present-day China. As the doctor possesses an academic spirit bold beyond the dreams of cowardly secular scholars, his thoughts and theories have many unique aspects that transcend time and society.

Discarding the Middle Way, Advocating Extremes
"Human nature is fundamentally extreme. Manifesting extreme nature is precisely the true character of a hero, the heart of a great man, a great personality."
Thus, the doctor advocated extremism, rejecting the "Way of the Middle" (中庸之道), a norm of traditional Chinese thought. And he explained the theory of "extreme emotion," "extreme wisdom," and "extreme volition,"<42> urging the abandonment of passive Indian-style and Chinese-style thought and advocating for an "extremely realistic new spiritual life."
The doctor's published works include "Aesthetic Life View" (美的 人生觀), "Sex Histories" (性史), "Art and Life" (藝術與人生), "Method for Aesthetic Social Organization" (美的 社會組織法), "Steps for Aesthetic Realization in Social Evolution" (사회 진화상 美的 實現의 步驟), "Theory of Action" (행위론) (ethics), "Traditional Philosophy based on the Theory of Action" (행위론적 전통철학), etc., and works on "Theory of Action and Customs" (行爲論與風俗學) and other writings on physiology and biology are also soon to be published; the doctor's works are truly numerous enough to be called "enough to make oxen sweat and fill the house" (汗牛充棟). In particular, the doctor's writing style is praised by the public as beautiful prose, almost poetic.
"What is a life view? I want to call it aesthetic. The aesthetic life view surpasses all other life views because it allows one to attain subtle effects above the ugly material life and gain a resolute and lively mind within a weak spirit. The aesthetic life view is not a narrowly scientific life view, nor is it the life view of Confucianism, Buddhism, or Daoism, nor the life view of the mystical intuitionist school. It is solely a life view formed by the combination of science and philosophy. That is, it is a creative life view with a kind of regulation and purpose required by life."
The above is a passage from "Aesthetic Life View," where the doctor's aestheticist thought is clearly revealed.
Before discussing the doctor's thought, one must first pay attention to his "method of thought." The doctor stated:
"What I advocate is neither a purely scientific method nor a purely philosophical method. It is an artistic method formed by combining the two methods of science and philosophy. Anyone who does not appreciate my works using the artistic method is likely to misunderstand my works as unscientific or unphilosophical."
Thus, the doctor also directly called the "artistic method" the "Aesthetic Thought Method" (美的 思想法). He said that the "Aesthetic Thought Method" allows one to obtain the maximum amount of thought with the minimum mental effort, and also enables one to achieve consistent efficacy and diverse applications from numerous thoughts.

Aesthetic Thought Method
"The value of the scientific method lies in controlling complex phenomena through systematic thinking to find the fixed rules of their mutual relationships, but since one cannot experience and verify the infinitely numerous things in the world case by case, one cannot help but rely on the philosophical method. The value of the philosophical method lies in enabling systematic action with the materials obtained through the scientific method, but its drawback is fabrication out of thin air (憑空揑造). The artistic method is based on the scientific method and aims for the philosophical method, harmonizing these two methods."
The artistic method itself consists of four elements: Emotion (情感), Organization (조직), Creation (창조), and Expression (표현). Its functions are:
1. Harmonizing intellect and will through the expression of emotion.
2. Coordinating induction and deduction through organizational action.
3. Controlling experience and imagination through the subtlety of creation.
4. Penetrating the fragmented and the whole through expressive power.
(For details, see "Aesthetic Life View" p. 21)
"Aesthetic Life View" is based on the "Aesthetic World View" (美的 宇宙觀), and the doctor named time "Aesthetic Flow" (美流), space "Aesthetic Interval" (美間), and material force "Aesthetic Power" (美力). The gist of his theory is as follows:
The capacity of life originating from two cells is initially small, but by assimilating the "material force" (物力) of the environment, it accumulates capacity and forms life's "Stored Power" (儲力). Simultaneously, the capacity developing and expanding outwards is "Manifest Power" (現力). The sum of "Stored Power" and "Manifest Power" is equal to the total sum of material force absorbed by life. When "Stored Power" transforms into "Manifest Power," it differs for each individual depending on their psychological and physiological management. Some people's "Stored Power" is merely consumed as fuel for body temperature (those who sit and eat idly all day), while others' "Stored Power" is consumed by sexual desire (prostitutes, patrons of brothels, etc.). The "Stored Power" of laborers, scientists, and artists is used relatively well. Since ancient times, the people who best manage "Stored Power" are organizers and creators. The difference between great people and ordinary people is ultimately "the difference in managing Stored Power." Then,
(1) How can the best life "Stored Power" be cultivated, become the most effective "Manifest Power," and how can that "Manifest Power" achieve the greatest effect with the least force? (2) How can the environment faithfully supply "Manifest Power" and provide the most orderly opportunities and abundant materials?
(1) is a matter of the "creative method."
(2) is a matter of the "organizational method." Both creation and organization must be based on the Aesthetic Life View<43> to achieve perfect results. The Aesthetic Life View is not a vague concept but has a real system. That system is:
Beauty is not a luxury item, but the most economical thing. Beauty takes as its principle "obtaining the maximum efficacy with the minimum force." Beauty is the unity of spirit and flesh (靈肉一致). The beautification process materializes the spirit and spiritualizes the flesh.
Aesthetic food, clothing, and shelter – its main outline is enabling the absorption of life's "Stored Power" and its development to achieve maximum efficacy with minimum force, and its detailed items are based on the principles of: 1. Most Economical. 2. Most Hygienic. 3. Most Suitable. 4. Most Aesthetically Pleasing.

Aesthetic Eating Method, Aesthetic Occupation
Regarding food, the doctor advocated the "Aesthetic Eating Method" (美的 食法), specifically the "Flesh Eating Method" (肉食法 - *Note: this seems contextually misinterpreted or poorly named in the original text, likely referring to a method emphasizing essence/spirit over bulk, not necessarily meat-eating*). The "Flesh Eating Method" aims to: 1. Make food generate the highest degree of heat energy within the body. 2. Make one consume food not out of hunger but with interest. 3. Enable the body's heat energy to exert the highest degree of mental function. Its methods include "flavor inhalation" (吸味) for absorbing taste and "fragrance inhalation" (吸氣) for absorbing scent. Although it seems to have a mystical color, the doctor himself repeatedly demonstrated through experience that by means of the "Internal Eating Method" (內食法), he could exert maximum capacity with a small amount. Also, for dwelling, he advocated the "External Dwelling Method" (外居法), namely, naked walks in the suburbs and naked life indoors.
Aesthetic physical education – advocating new theories of "New Eugenics" (新優種學) and "New Prenatal Education" (新胎敎), emphasizing extreme pleasure in the pregnant woman's life, cultivating aesthetic sense in children, the habit of naked living, and various unconventional physical exercises such as "meditation method" (명상법), "quiet sitting method" (정좌법), "internal energy exercise method" (內氣운동법), and "laughter" (笑).
Aesthetic occupation – advocating the scientification and artisticization of occupation.
Aesthetic science – promoting the artisticization of science.
Aesthetic art – advocating the practicalization of art into "life art" (인생예술) instead of letting it degenerate into a luxury item for the enjoyment of the leisure class.
Aesthetic sex education (美的 性育) – explaining the necessity of popularizing sex education for children.
Aesthetic recreation – advocating the transformation of work into recreation and indeed the transformation of all life into recreation. Through the inward psychological expansion of mental power, "Internal Interest Life" (內興生活) arises (extreme emotion, wisdom, volition). Through the outward expansion of mental power into the universe, "External Interest Life" (外趣生活) arises (Aesthetic Flow, Aesthetic Interval, Aesthetic Power).
Extreme Emotion – Being unable to carry out slaughter even with hatred, or unable to love sacrificially even with affection, is a phenomenon appearing in a half-dead human, a half-dead society where emotion is weak, lacking true love or true hatred, full of falsehood, temporizing, and triviality. Without the courage for renewing adventure, there can be no creation or discovery; without the expression of extreme emotion like the sorrowful and unrestrained lament of righteous knights-errant, there can be no great undertaking in the world; without self-love like "I alone am the honored one" (유아독존), there can be no philanthropy that forgives the world and saves humanity, he said.
Extreme Wisdom – He stated that the astounding great discoveries of past scientists were achieved through "sudden enlightenment" (領悟), "sudden awakening" (頓悟), "sudden wit" (頓智), which are functions of extreme wisdom, leading to "sudden clear understanding in one morning" (一朝豁然慣通).
Extreme Volition – He said that extreme volition realizes the unity of knowledge and action, overcomes all difficulties with indomitable spirit (百折不屈), and can push through to the final goal. The doctor, who views all phenomena in the entire universe as "Beauty," named space, time, and material force "Aesthetic Interval" (美間), "Aesthetic Flow" (美流), and "Aesthetic Power" (美力). Summarizing the main idea:
"Aesthetic Interval" (美間) – Space is like a single painting, a theater, music. It has sound, light, and is active. It is also like an infinitely tall, low, wide, narrow tower.
"Aesthetic Flow" (美流) – Time includes spatial time (24 hours daily) and psychological time (Bergson called it Life Flow, *Élan Vital*). "Aesthetic Flow" is a phenomenon where mental power develops outwards through psychological processes.
"Aesthetic Power" (美力) – The world is made of material force (物力). Only when that material force is transformed into Aesthetic Power can it be utilized and developed to become humanity's infinite treasure trove.<44>

**Summary**

This 1931 article from the Korean magazine *Donggwang* introduces the controversial Chinese intellectual Zhang Jingsheng (張競生), labeling him an "eccentric thinker of aestheticism." It outlines his background, his education in Europe, and his radical ideas that challenged traditional Chinese norms, particularly his book "Sex Histories" (性史), which gained immense popularity among youth despite being banned as obscene. The article details Zhang's core philosophy, the "Aesthetic Life View" (美的 人生觀), which seeks to unify science and philosophy through an "artistic method" or "Aesthetic Thought Method." This involves applying principles of beauty (defined as maximum efficacy with minimum effort) to all aspects of life, including diet ("Aesthetic Eating Method"), dwelling ("External Dwelling Method" involving nudity), eugenics, occupation, science, art, sex education, and recreation. Zhang advocated "extremism" in emotion, wisdom, and volition, rejecting the traditional Chinese "Way of the Middle," and re-conceptualized the universe in aesthetic terms (Aesthetic Interval, Flow, Power).

From the perspective of Korean colonial history, this article is interesting as it shows Korean intellectuals engaging with contemporary, radical Chinese thought during a period of Japanese rule. The focus on Zhang Jingsheng, particularly his ideas on sexual liberation ("Sex Histories") and challenging traditional Confucian morality (rejecting the "Middle Way"), reflects a broader East Asian discourse on modernity, tradition, and Western influence, topics highly relevant in colonized Korea where similar debates were occurring. The author's position in Nanjing and the respectful yet descriptive tone towards Zhang (despite acknowledging the controversy) suggests an interest among some Koreans in exploring alternative paths to modernity, even potentially controversial ones emerging from neighboring China, possibly as a counterpoint to Japanese-imposed models.

**Named Entities**

福建省 潮州	복건성 조주	Fujian Province, Chaozhou
英國	영국	England
福建	복건	Fujian
禹貢	우공	Yu Gong
揚州	양주	Yangzhou
臺灣海峽	대만해협	Taiwan Strait
廣東	광동	Guangdong
廣東人	광동인	Guangdong people
江 南	강남	Jiangnan
嚴復	엄복	Yan Fu
辜鴻銘	고홍명	Gu Hongming
5.4운동	5.4 운동	May Fourth Movement
林長民	임장민	Lin Changmin
中國	중국	China
奉天	봉천	Fengtian
張作霖	장작림	Zhang Zuolin
林萬里	임만리	Lin Wanli
張박사	장박사	Dr. Zhang (referring to Zhang Jingsheng)
張競生	장경생	Zhang Jingsheng
性史	성사	Sex Histories
浙江省	절강성	Zhejiang Province
三民主義	삼민주의	Three Principles of the People
맑스주의	맑스주의	Marxism
上海	상해	Shanghai
杭州	항주	Hangzhou
西湖	서호	Xihu (West Lake)
國民黨部	국민당부	Kuomintang Party Headquarters
周作人	주작인	Zhou Zuoren
孔家	공가	Confucianism (lit. House of Kong/Confucius)
佛家	불가	Buddhism (lit. House of Buddha)
道家	도가	Daoism (lit. House of Dao)
벨그손	벨그손	Bergson
南京	남경	Nanjing
申彦俊	신언준	Sin Yŏn-jun

**Glossary**

唯美主義	유미주의	Aestheticism
怪思想家	괴사상가	Eccentric thinker
列傳	열전	Biographies (series of biographies)
일즉	일찍	Early (older spelling)
학위	학위	Academic degree
臨하야	임하여	Facing, bordering on (older grammatical form of 임하여)
長하고	장하고	To excel at, be skilled in (older form of 장하고)
기상	기상	Spirit, disposition
富하다	부하다	To be rich in, wealthy
다르어	달라서	Being different from (older grammatical form)
乾坤一擲	건곤일척	Staking everything on a single throw (idiom)
壯擧	장거	Daring feat, great undertaking
承하야	승하여	Inheriting (older grammatical form of 승하여)
碩學巨儒	석학거유	Great scholar, eminent Confucian scholar
操觚界	조고계	Literary circles, the world of writing
威步不屈	위보불굴	Unyielding spirit, refusing to bend under pressure
筆誅	필주	To criticize severely with a pen, written condemnation
결국	결국	Eventually, in the end
사형	사형	Death penalty, execution
빛내인	빛낸	Illuminated, distinguished (older spelling/form)
奇拔新穎	기발신영	Unconventional and novel
찬양하야	찬양하여	Praising (older grammatical form of 찬양하여)
보수자	보수자	Conservative (person)
眼光	안광	Perspective, viewpoint (lit. eye-light)
지칭하게	지칭하게	To come to designate/call
첨단적	첨단적	Avant-garde, cutting-edge
著材	저재	Subject matter, material for writing
일세	일세	The era, the generation
풍미하얏다	풍미하였다	To captivate, become popular (older spelling)
성생활	성생활	Sexual life
寶典	보전	Treasured book, bible
淫書	음서	Obscene literature, pornographic book
악평하야	악평하여	Condemning, criticizing harshly (older grammatical form)
엄금한다	엄금한다	To strictly prohibit
기숙사	기숙사	Dormitory
사감	사감	Dormitory supervisor
암장(暗藏)한	암장한	Hidden secretly
보급된	보급된	Widespread, popularized
讀物	독물	Reading material
이려케	이렇게	Like this, thus (older spelling)
욕구하는	욕구하는	Desiring, seeking
열광적	열광적	Enthusiastic, fervent
환영	환영	Welcome
禁物	금물	Forbidden item, taboo
潛居하야	잠거하여	Living in seclusion (older grammatical form)
유력하다가	유력하다가	While traveling
돌연	돌연	Suddenly
체포하야	체포하여	Arresting (older grammatical form)
풍기문란	풍기문란	Disturbance of public morals
죄명	죄명	Name of crime, charge
구금하야	구금하여	Detaining (older grammatical form)
축출	축출	Expulsion, ousting
전매하든	전매하던	Exclusively sold (older form)
서점	서점	Bookstore
봉폐(封閉)	봉폐	Closure, shutdown
몰수되엇다	몰수되었다	Was confiscated (older spelling)
학설	학설	Theory, doctrine
사설(邪說)	사설	Heresy, heretical doctrine
패복(佩服)되는	패복되는	Admirable
병태적	병태적	Pathological, morbid
도학(道學)	도학	Moral philosophy, Neo-Confucianism; often used pejoratively for rigid moralism
고조하야	고조하여	Promoting, raising high (older grammatical form)
질타한	질타한	Denounced, rebuked
겁나(怯懦)한	겁나한	Cowardly, timid
몽상	몽상	Dream, fantasy
학구적	학구적	Scholarly, academic
초시대	초시대	Transcending the era
초사회적	초사회적	Transcending society
중용지도(中庸之道)	중용지도	The Way of the Middle, Doctrine of the Mean
일축하얏다	일축하였다	Rejected, dismissed (older spelling)
정감	정감	Emotion, feeling
지원(志願)	지원	Will, volition (also aspiration/application)
이론	이론	Theory
설(說)하야	설하여	Explained, advocated (older grammatical form)
소극적	소극적	Passive, negative
주장하얏다	주장하였다	Asserted, advocated (older spelling)
한우충동(汗牛充棟)	한우충동	Enough (books) to make oxen sweat (carrying them) and fill the house (idiom for voluminous writings)
칭송	칭송	Praise, acclaim
미적(美的)	미적	Aesthetic
인생관	인생관	View of life, life philosophy
추악한	추악한	Ugly, sordid
미묘한	미묘한	Subtle, delicate
피약(疲弱)한	피약한	Weak, exhausted
강의활발(剛毅活潑)한	강의활발한	Resolute and lively
심사(心思)	심사	Mind, thought
협의	협의	Narrow sense
직각파(直覺派)	직각파	Intuitionist school
조합	조합	Combination, union
수요하는	수요하는	Required, demanded
규출(規出)	규출	Regulation, standard (likely intended '규율' or '규준')
창조적	창조적	Creative
발로된	발로된	Revealed, expressed
위선	위선	First of all
사상 방법	사상 방법	Method of thought
제창하는	제창하는	Advocating, proposing
감상하지	감상하지	Appreciate, view
오해하기	오해하기	To misunderstand
쉽다	쉽다	To be easy
직칭하얏다	직칭하였다	Directly called/named (older spelling)
최소한	최소한	Minimum
뇌력(腦力)	뇌력	Mental effort, brain power
최다한	최다한	Maximum
허다한	허다한	Numerous
일관한	일관한	Consistent
공효(功効)	공효	Efficacy, effect
만수(萬殊)	만수	Diverse, varied
응용	응용	Application
유조리(有條理)한	유조리한	Systematic, orderly
사색	사색	Thinking, contemplation
복잡한	복잡한	Complex
통어(統御)하야	통어하여	Controlling, governing (older grammatical form)
호상간	호상간	Mutual
정칙(定則)	정칙	Fixed rule, principle
세간	세간	The world
무궁다(無窮多)한	무궁다한	Infinitely numerous
사사건건히	사사건건이	Case by case
실증할	실증할	To verify empirically
의뢰치	의뢰하지	Rely on (negative older form)
아니할 수 없다	아니할 수 없다	Cannot help but (older form of 않을 수 없다)
빙공날조(憑空揑造)	빙공날조	Fabrication out of thin air
결점	결점	Flaw, drawback
기초로 하고	기초로 하고	Based on
목표로 하야	목표로 하여	Aiming for (older grammatical form)
효능	효능	Efficacy, function
발설(發洩)	발설	Expression, venting
이지(理知)	이지	Intellect, reason
의지	의지	Will, volition
귀납	귀납	Induction
연역	연역	Deduction
협합(協合)	협합	Coordination, cooperation
묘체(妙諦)	묘체	Subtle truth, profound principle
묘상(描想)	묘상	Imagination, conception
통제	통제	Control
영쇄(零碎)	영쇄	Fragmented, scattered
정개(整個)	정개	Whole, entirety
관통	관통	Penetration, understanding
우주관	우주관	Worldview, cosmology
명명하얏다	명명하였다	Named, designated (older spelling)
골자	골자	Gist, main point
술(述)하면	술하면	Stating, narrating (older form of 서술하면)
세포	세포	Cell
발원한	발원한	Originated from
능력	능력	Capacity, ability
본래	본래	Originally
적으나	적으나	Although small
동화하야	동화하여	Assimilating (older grammatical form)
적축(積蓄)하야	적축하여	Accumulating (older grammatical form)
저력(儲力)	저력	Stored power/potential
현력(現力)	현력	Manifest power/actual power
총화(總和)	총화	Sum total
상등하다	상등하다	To be equal
변할 시에는	변할 시에는	When changing
심리	심리	Psychology
생리	생리	Physiology
운용	운용	Management, operation
여하	여하	How, what
부동하다	부동하다	To be different
체온	체온	Body temperature
연료	연료	Fuel
소비되고	소비되고	Is consumed
종일토록	종일토록	All day long
좌식무사(坐食無事)	좌식무사	Sitting and eating idly
성욕	성욕	Sexual desire
기생	기생	Gisaeng, female entertainer/courtesan
화류객	화류객	Patron of brothels/geishas
노동자	노동자	Laborer
과학가	과학가	Scientist (older form, now 과학자)
예술가	예술가	Artist
선용(善用)된다	선용된다	Is used well/wisely
고래(古來)로	고래로	Since ancient times
조직자	조직자	Organizer
창조자	창조자	Creator
위인(偉人)	위인	Great person
범인(凡人)	범인	Ordinary person
결국	결국	Ultimately, in the end
차이	차이	Difference
양성하고	양성하고	Cultivating, nurturing
효용	효용	Utility, effectiveness
최소	최소	Minimum
최대	최대	Maximum
공(効)	공	Effect, efficacy (often written as 功 or 効)
얻게 할까	얻게 할까	How to make one obtain/get
충실히	충실히	Faithfully, fully
공급하고	공급하고	Supplying
순리한	순리한	Orderly, reasonable
풍부한	풍부한	Abundant
근거하여야	근거하여야	Must be based on
완선(完善)한	완선한	Perfect, complete
공범(空泛)한	공범한	Vague, abstract
개념	개념	Concept
실재적	실재적	Real, actual
계통	계통	System
유(有)하얏다	유하였다	Had, possessed (older spelling/form)
사치품	사치품	Luxury item
최경제물(最經濟物)	최경제물	Most economical thing
획득	획득	Acquisition, obtaining
강령	강령	Principle, guiding principle
영육일치(靈肉一致)	영육일치	Unity of spirit and flesh
미화작용(美化作用)	미화작용	Beautification process
물질화	물질화	Materialization
영화(靈化)	영화	Spiritualization
의식주	의식주	Food, clothing, and shelter (necessities of life)
대강	대강	Outline, gist
세목(細目)	세목	Detailed item
최위생	최위생	Most hygienic
최합용	최합용	Most suitable/practical
최미취	최미취	Most aesthetically pleasing
원칙	원칙	Principle
음식	음식	Food, drink
식법(食法)	식법	Eating method
육식법(肉食法)	육식법	Flesh-eating method (likely a specific term by Zhang, context suggests focus on essence)
열력(熱力)	열력	Heat energy
발(發)케	발하게	To cause to generate/emit
구복(口腹)	구복	Mouth and stomach (hunger)
기아(飢餓)	기아	Hunger, starvation
섭취치	섭취하지	Consume (negative older form)
흥미	흥미	Interest
흡미(吸味)	흡미	Flavor inhalation
흡기(吸氣)	흡기	Fragrance/air inhalation
내식법(內食法)	내식법	Internal eating method
소량	소량	Small amount
누누(屢屢)	누누	Repeatedly
증명하얏다	증명하였다	Proved, demonstrated (older spelling)
거주	거주	Dwelling, residence
외거법(外居法)	외거법	External dwelling method
교외	교외	Suburbs
나체	나체	Nudity
산보	산보	Walk, stroll
실내	실내	Indoors
체육	체육	Physical education
신우종학(新優種學)	신우종학	New Eugenics
신태교(新胎敎)	신태교	New Prenatal Education
잉부(孕婦)	잉부	Pregnant woman
극단쾌락	극단쾌락	Extreme pleasure
주중(注重)하고	주중하고	Emphasizing
아동	아동	Child
심미성(審美性)	심미성	Aesthetic sense
양성케	양성하게	To make cultivate
습관	습관	Habit
명상법(冥想法)	명상법	Meditation method
정좌법(靜坐法)	정좌법	Quiet sitting method
내기(內氣)운동법	내기운동법	Internal energy exercise method
소(笑)	소	Laughter
기발한	기발한	Unconventional, ingenious
직업	직업	Occupation, profession
과학화	과학화	Scientification
예술화	예술화	Artisticization
고조하고	고조하고	Promoting, raising high
유한계급(有閑階級)	유한계급	Leisure class
향락용	향락용	For enjoyment/pleasure
타락케	타락하게	To make degenerate
실용	실용	Practical use
인생예술	인생예술	Life art
성육(性育)	성육	Sex education
오락	오락	Recreation, entertainment
내지	내지	Or, and even
내흥생활(內興生活)	내흥생활	Internal Interest Life (life focused inward)
외취생활(外趣生活)	외취생활	External Interest Life (life focused outward)
확충	확충	Expansion
한(恨)	한	Resentment, grudge
학살	학살	Massacre
감행치	감행하지	Dare to carry out (negative older form)
애정	애정	Affection, love
희생적	희생적	Sacrificial
박약하야	박약하여	Being weak, feeble (older grammatical form)
진애(眞愛)	진애	True love
진한(眞恨)	진한	True hatred
허위	허위	Falsehood
구차(苟且)	구차	Temporizing, makeshift
불미의(不微衣)한	불미의한	Trivial, insignificant (meaning unclear, perhaps 微不足道? or a typo?)
반사(半死)	반사	Half-dead
쇄신적	쇄신적	Renewing, reformative
모험	모험	Adventure
발견	발견	Discovery
의사(義士)	의사	Righteous person, patriot
협객(俠客)	협객	Knight-errant, chivalrous person
비가임리(悲歌淋漓)한	비가임리한	Sorrowful and unrestrained (singing/lament)
발로	발로	Expression, manifestation
유아독존(唯我獨尊)	유아독존	I alone am the honored one (Buddhist phrase)
사천하제인류(赦天下濟人類)	사천하제인류	Forgive the world and save humanity
박애	박애	Philanthropy, universal love
경인적(驚人的)	경인적	Astounding, amazing
영오(領悟)	영오	Sudden enlightenment, comprehension
돈오(頓悟)	돈오	Sudden awakening
돈지(頓智)	돈지	Sudden wit, quick thinking
