Magazine Title	동광 제25호
Publication Date	1931년 09월 04일
Article Title	神童의 이름 높은 東峯 金時習 (The Famous Prodigy, Tongbong Kim Sisŭp)
Author	한결
Article Type	문예기타 (Arts/Miscellaneous)

The Famous Prodigy, Tongbong Kim Sisŭp
						Han'gyŏl

Kim Sisŭp (金時習), a native of Kangnŭng (江陵), had the courtesy name Yŏlgyŏng (悅卿) and was born in the year Ŭlmyo (乙卯), the 17th year of King Sejong's reign [1435]. He learned to read characters eight months after birth, became skilled at composing texts (文) at age three, and mastered the *Doctrine of the Mean* and the *Great Learning* (庸學) by age five, leading to widespread talk (嘖嘖). The Sage Ruler Sejong, who greatly loved and encouraged talented individuals, commanded that Sisŭp be summoned, ordering Pak Ich'ang (朴以昌) to test him. Pak said:
"The learning of the child (童子) is like a white crane (白鶴) dancing at the edge of the blue sky (靑空)."
Sisŭp immediately replied:
"The virtue of the Sage Ruler (聖主) is like a yellow dragon (黃龍) flying amidst the blue sea (碧海)."
As he responded instantly (應口 輒對), Ich'ang seated him on his lap and tested him several times with poetry, but each time he answered swiftly and beautifully. King Sejong praised him greatly, calling him a child prodigy (神童) and saying he would employ him in a major capacity when he grew up. Looking towards the Crown Prince (世子) (Munjong) and the Grand Heir (世孫) (Tanjong) standing beside him, he said to Sisŭp:
"These will be your kings, so know them well."
After this introduction, he rewarded him by piling 50 rolls of silk (帛) before him and telling him to take as much as he wished. Sisŭp requested a needle, tied the ends of the silk together, and dragged it out. Because of this, those who gathered inside and outside the palace gate to see this child prodigy formed a wall. Thus, his name spread throughout the country. Even after Sisŭp grew up, people called him "Kim Ose, Kim Ose" (Kim Five-Years-Old, 金五歲) for this reason. As Sisŭp grew, he associated and competed in literature with Sŏ Kŏjŏng (徐居正). Kŏjŏng early became a high official (貴官), but Sisŭp did not enjoy such things and always preferred entering the mountains to read. Time flowed by; King Sejong passed away, the Crown Prince ascended the throne, but soon he too passed away, and the Grand Heir, Tanjong, was enthroned. However, he was <47> deposed by Sejo (世祖) and exiled to Ch'ŏngnyŏngp'o (淸冷浦) in Yŏngwŏl (寧越) under the name Prince Nosan (魯山君). Later, he was put to death along with King Sejong's loyal retainers Pak P'aengnyŏn (朴彭年), Sŏng Sammun (成三問), Yi Kae (李塏), Yu Sŏngwŏn (柳誠源), Ha Wiji (河緯地), and Yu Ŭngbu (兪應孚) (the so-called Six Martyred Ministers, 사육신). At this time, Kim Sisŭp, who was in Suraksan (水落山) mountain in Handong (漢東), heard of this coup, wailed loudly, burned all his books, tore his Confucian robes (儒衣), and feigned madness. Because Wŏn Ho (元昊), Yi Maengjŏn (李孟專), Cho Yŏ (趙旅), Nam Pŏl'on (南孛溫), and Sŏng P'ing (成聘) maintained their integrity (節) along with Sisŭp at this time, they came to be called the Six Living Ministers (생육신). From this time, Sisŭp shaved his head and became a monk (僧), calling himself Sŏlcham (雪岑) or sometimes Ch'ŏnghanja (淸寒子). Although Sisŭp did not hold office, because he had been presented to the Sage Ruler Sejong at the age of five, had met three generations [of royalty], and had received the late king's command (遺命), he could not bear to betray Prince Nosan, nor could he serve Grand Prince Suyang (首陽大君) (i.e., Sejo). Thus, he cried day and night and acted "insanely" (발광). He wore hemp rags tied with straw rope and lived as a beggar (걸인). One day in the capital city of Hanyang (漢陽), as people were watching the minister Sŏ Kŏjŏng entering the court, a monk appeared before him on the street and addressed the minister:
"Hey, Kangjung (剛中) [Sŏ Kŏjŏng's courtesy name]! Have you been well lately?"
Mr. Sŏ, seemingly flustered (失心), paid his respects, and they stood facing each other, talking amicably, surprising all onlookers. Someone among them who knew recognized him and said:
"That is the former Kim Ose."

Sejo favored Buddhism and summoned eminent monks (高僧) from across the country. As the monks all said that Sŏlcham had attained enlightenment (득도), he ordered Sŏlcham to be summoned. When Sŏlcham arrived, Sejo purified himself (齋戒) and gathered various officials and monks to listen to Sŏlcham preach Buddhist law (佛法). At this moment, it was reported that Sŏlcham had fled. The king searched for him, but he could not be found. Then, people outside gossiped, "There is a monk in the street latrine (厠間) whose head and face are so dirty one cannot approach him." Going to see, it was indeed Kim Sisŭp. Officials submitted that "Sisŭp is a mad scholar (書生), how could he know Buddhist law?" and so the matter was dropped. However, many monks said Sŏlcham had become a living Buddha (生佛). Sisŭp himself claimed to know Buddhist law. However, Nyŏngjae (寧齋) Yi Kŏnch'ang (李建昌) stated that Sisŭp did not actually know Buddhist law (in the "Biography of Kim Sisŭp" [金時習傳] within the *Ch'ŏngŭnjŏn* [淸隱傳]). He said that Sisŭp had extraordinary talent (奇才) and ambition, but being unable to work or achieve his goals in the era of Sejo, he used Buddhism as an excuse and acted foolishly. Sisŭp's appearance (爲人) was unattractive, and his stature was small, lacking dignity (威風), but his nature was upright and bold (豪邁), and he did not bow to others. However, his indignation at the times was severe, and his sorrow excessive; thus, he wept upon meeting people and wept when facing matters, saying, "What sin have these people (斯民 何罪) committed?" His voice was clear and resonant (淸楚), and on moonlit nights, he would loudly recite the *Li Sao* (離騷), then weep again, always soaking his collar with tears. He greatly enjoyed alcohol, and whenever drunk, he would also shed tears, saying, "I cannot see Yŏngnŭng (英陵) [King Sejong's tomb in Yŏju (驪州)], so I am deeply sad." When Sŏ Kŏjŏng once showed him a painting of Lü Shang fishing (呂尚의 釣魚圖) and asked him to write a poem, Sisŭp immediately wrote:

『風雨蕭蕭拂釣磯
渭川魚鳥却忘機
如何老作鷹揚將
空使夷齊餓採薇』
(Wind and rain rustle, brushing the fishing rock,
Wei River (渭川) fish and birds forget their caution.
How could he, in old age, become a hawk-like general,
Vainly causing Bo Yi and Shu Qi (夷齊) to starve picking ferns (採薇)?)

Because of this, Kŏjŏng remained silent. At the age of 47, he first grew his hair back and married, having a son. Although many people urged him to take office (仕宦), he never bent his principles and continued to wander among mountains and streams. There was no place among the mountains and rivers his footsteps did not reach. Sometimes he entered courtrooms (法庭) and argued sophistries, claiming the crooked (曲) was straight, never losing a lawsuit (訟事). However, upon winning, he would come out, laugh loudly looking up at the sky (仰天大笑), and burn all the counter-evidence (反券). Not long after, his wife and child both died, so he shaved his head again and entered the mountains. However, this time he did not call himself a monk but a wandering ascetic (頭陀), roaming between Kangnŭng and Yangyang (襄陽). At that time, Yu Chahan (柳自漢), who governed Yangyang, urged Sisŭp to restore his family fortunes (家業). Sisŭp replied in writing:
"Living in the world with a fallen spirit (落魂) is not as good as wandering freely and being content with oneself (逍遙하면서 自適함)."

Every autumn, when the leaves fell from the tall trees, he would climb the mountain <48> and, at the rapids of a clear waterfall, write sorrowful songs and poems (賦詩) on leaves and send them floating down the stream. With each floating leaf, he would cry once, his wailing shaking the valleys (山谷). What his poems said, Sisŭp did not transmit, and the mountains and waters are silent, so there is no way to know. However, it is said that he often called out King Sejong's name when he wept. Later, traveling from Sŏrak (雪岳) in Inje (麟蹄), he reached Muryangsa Temple (無量寺) in Hongsan (鴻山) and passed away at the age of 59. He had instructed not to cremate him but to bury him in Confucian attire (儒衣冠), so a stupa was erected beside the temple to store his body. However, after three years passed, his face looked alive and had not decomposed, so he was cremated after all.

The world calls him Maewŏltang (梅月堂) based on the meaning of "Maewŏl" (梅月, plum blossom and moon) from a poem written in his *Kŭmo sinhwa* (金鰲新話) when he resided on Kŭmosan (金鰲山):

『矮屋靑氈暖有餘,
滿堂梅影月明初.
挑燈永夜焚香坐,
閑著人間不見書.
玉堂揮翰己無心,
端坐松窓夜正深.
脊罐銅甁烏丸靜,
風流奇話細搜尋.』
(The low house with blue felt rugs is amply warm,
Plum shadows fill the hall as the moon begins to brighten.
Trimming the lamp through the long night, burning incense, I sit,
Idly writing a book unseen by the human world.
To wield the brush in the Jade Hall (玉堂), I already have no mind,
Sitting upright by the pine window, the night is truly deep.
The kettle, copper vase, and inkstick are quiet,
Elegant strange tales I carefully seek and gather.)

The site of Maewŏltang (梅月堂 故址) is in Nambyŏndong (南邊洞) on Kŭmosan mountain in Kyŏngju (慶州). The Duke's (公) deeds are recorded in the biography (傳記) compiled by Yulgok (栗谷) Yi I (李珥) under royal command (奉敎撰), and his writings include the *Maewŏltangjip* (梅月堂集) (17 volumes, 9 fascicles). Besides this, the *Kŭmo sinhwa* is extant, and it seems many other works have been scattered and lost (散逸). At the end of *Kŭmo sinhwa*, a poem titled "Written After the First Collection" (書甲集後) serves as evidence that there were subsequent collections (續集) after the first (甲集).

Later, in the year Kapchin (甲辰) of King Chŏngjong's reign (正宗) [1784, *note: Chŏngjo, not Chŏngjong*], he was posthumously promoted to Minister of Personnel (吏判) and given the posthumous name (謚) Ch'ŏnggan (淸簡).
(July 26th) <49>

**Summary**

This article recounts the life of Kim Sisŭp (1435-1493), a renowned scholar-official of the early Chosŏn Dynasty. Recognized as a child prodigy by King Sejong, Kim Sisŭp remained loyal to the deposed King Tanjong. Following King Sejo's usurpation, Sisŭp feigned madness, became a wandering Buddhist monk (though his commitment to Buddhism is questioned), and refused to serve the new regime, living a life of principled poverty, sorrow, and wandering. The article details anecdotes illustrating his precociousness, his encounters with contemporaries like Sŏ Kŏjŏng, his eccentric behavior, his literary talent (including his famous work *Kŭmo sinhwa*), and his enduring loyalty to the memory of Sejong and Tanjong until his death.

From the perspective of Korean colonial history, this 1931 article highlighting Kim Sisŭp's unwavering loyalty (節) to a legitimate but overthrown ruler (Tanjong) and his refusal to cooperate with the usurper (Sejo) could serve as a subtle allegory for resistance against Japanese colonial rule. Emphasizing Sisŭp's integrity, suffering for his principles, and lamentation over the state of the nation (斯民 何罪) might have resonated with contemporary Korean readers facing foreign domination, offering a historical model of steadfastness and moral opposition in difficult times. The focus on a figure who chose internal exile and symbolic protest over collaboration would be particularly poignant.

**Named Entities**

東峯 金時習	동봉 김시습	Tongbong Kim Sisŭp
江陵	강릉	Kangnŭng
悅卿	열경	Yŏlgyŏng
世宗	세종	Sejong
乙卯	을묘	Ŭlmyo
朴以昌	박이창	Pak Ich'ang
文宗	문종	Munjong
端宗	단종	Tanjong
徐居正	서거정	Sŏ Kŏjŏng
世祖	세조	Sejo
魯山君	노산군	Nosan'gun
寧越	영월	Yŏngwŏl
淸冷浦	청랭포	Ch'ŏngnyŏngp'o
朴彭年	박팽년	Pak P'aengnyŏn
成三問	성삼문	Sŏng Sammun
李塏	이개	Yi Kae
柳誠源	유성원	Yu Sŏngwŏn
河緯地	하위지	Ha Wiji
兪應孚	유응부	Yu Ŭngbu
사육신	사육신	Sayuksin
漢東	한동	Handong
水落山	수락산	Suraksan
元昊	원호	Wŏn Ho
李孟專	이맹전	Yi Maengjŏn
趙旅	조려	Cho Yŏ
南孛溫	남벌온	Nam Pŏl'on
成聘	성빙	Sŏng P'ing
생육신	생육신	Saengyuksin
雪岑	설잠	Sŏlcham
淸寒子	청한자	Ch'ŏnghanja
首陽大君	수양대군	Suyang Taegun
漢陽	한양	Hanyang
剛中	강중	Kangjung
金五歲	김오세	Kim Ose
寧齋 李建昌	영재 이건창	Nyŏngjae Yi Kŏnch'ang
淸隱傳	청은전	Ch'ŏngŭnjŏn
英陵	영릉	Yŏngnŭng
驪州	여주	Yŏju
呂尙	여상	Yŏ Sang
渭川	위천	Wich'ŏn
夷齊	이제	Ije
柳自漢	유자한	Yu Chahan
襄陽	양양	Yangyang
麟蹄	인제	Inje
雪岳	설악	Sŏrak
鴻山	홍산	Hongsan
無量寺	무량사	Muryangsa
梅月堂	매월당	Maewŏltang
金鰲山	금오산	Kŭmosan
金鰲新話	금오신화	Kŭmo sinhwa
慶州	경주	Kyŏngju
南邊洞	남변동	Nambyŏndong
栗谷 李珥	율곡 이이	Yulgok Yi I
正宗	정종	Chŏngjong (*Note: Text error, should be Chŏngjo 정조*)
甲辰	갑진	Kapchin
吏判	이판	Ip'an
淸簡	청간	Ch'ŏnggan

**Glossary**

字	자	Courtesy name (given to males upon reaching adulthood)
낫습니다	났습니다	Was born (older spelling of 났습니다)
알앗으며	알았으며	Knew / learned (older spelling of 알았으며)
되엇고	되었고	Became (older spelling of 되었고)
嘖嘖하다	책책하다	To be widely talked about; clicking sound (onomatopoeia used for buzz/talk)
聖主	성주	Sage Ruler; wise king
應口 輒對	응구첩대	Responding instantly; quick-witted reply (Hanja phrase)
帛	백	Silk fabric
되엇습니다	되었습니다	Became (older spelling of 되었습니다)
하엿습니다	하였습니다	Did (older spelling of 하였습니다)
쓰겟다	쓰겠다	Will use; will employ (older spelling of 쓰겠다)
즐기어 하지 아니하고	즐기어 하지 아니하고	Did not enjoy doing (older form of 즐겨 하지 않고)
未幾	미기	Soon after; before long (Hanja phrase)
즉위하다	즉위하다	To ascend the throne
귀향살이	귀향살이	Life in exile (in one's hometown or designated place)
사육신	사육신	The Six Martyred Ministers (loyal to King Tanjong)
불살우고	불사르고	Burning (older spelling/form of 불사르고)
儒衣	유의	Confucian scholar's robe
생육신	생육신	The Six Living Ministers (remained loyal to Tanjong but survived)
깎고	깎고	Shaving (head); cutting
배슕�하는	뵈옵는/뵙는	Meeting / serving (archaic respectful verb form; character corrupted, context suggests meeting/serving royalty)
遺命	유명	Dying command; last request
우짖고	우짖고	To cry out; wail (often used for birds, but here for intense crying)
발광하다	발광하다	To act insanely; go mad (lit. emit light, but used idiomatically)
걸인	걸인	Beggar
失心한 듯이	실심한 듯이	As if having lost one's mind; flustered; disconcerted
齋戒	재계	Purification through fasting and abstinence
득도하다	득도하다	To attain enlightenment (Buddhist term)
厠間	측간	Latrine; toilet (older term)
지꺼림으로	지껄이므로	Because [they] chattered/gossiped (older form of 지껄이므로)
올림으로	올리므로	Because [they] reported/submitted (to a superior) (older form of 올리므로)
生佛	생불	Living Buddha
爲人	위인	Personality; character; appearance (as in 'his person')
威風	위풍	Dignity; commanding presence
豪邁	호매	Heroic and unrestrained; bold and magnanimous
斯民 何罪	사민 하죄	"What sin have these people committed?" (Hanja phrase expressing lament)
淸楚	청초	Clear and distinct (describing voice); neat and trim
離騷	이소	*Li Sao* (an ancient Chinese poem by Qu Yuan)
외오다가	외우다가	Reciting (older spelling/form of 외우다가)
뵈이지 않는	보이지 않는	Cannot be seen (older spelling of 보이지)
仕宦	사환	To serve as an official; enter government service
궤변	궤변	Sophistry; specious argument
仰天大笑	앙천대소	To laugh looking up at the sky (Hanja phrase)
頭陀	두타	Wandering ascetic (Buddhist term, Dhūta)
가업	가업	Family business; family occupation/fortune
落魂	낙혼	Fallen spirit; disheartened soul
逍遙	소요	Wandering freely; rambling
自適	자적	Being content with oneself; finding satisfaction in one's own way
賦詩	부시	To compose poetry (*fu* and *shi* style poems)
山谷	산곡	Mountain valley
振動	진동	To shake; vibrate
儒衣冠	유의관	Confucian scholar's robe and hat
奉敎撰	봉교찬	Compiled by royal command
散逸	산일	Scattered and lost (referring to documents/texts)
續集	속집	Sequel; subsequent collection
謚	시	Posthumous name


---------------------------


잡지명	동광 제25호
발행일	1931년 09월 04일
기사제목	神童의 이름 높은 東峯 金時習
필자	한결
기사형태	문예기타

神童의 이름 높은 東峯 金時習
						한결
金時習은 江陵人이며 字는 悅卿인데 世宗 17년 乙卯에 낫습니다. 난 지 여덟 달에 글씨를 알앗으며 세 살에 글(文)을 잘 짓게 되엇고 다섯 살에는 庸學에 통하게 되어서 소문이 嘖嘖하게 되엇습니다. 聖主 世宗은 인재를 극히 사랑하고 장려하시던 터라 時習을 부르라 명하시어서 朴以昌으로 하여금 시험하여 이르기를
『童子의 學은 白鶴이 靑空의 끝에 춤추는 듯하고나.』
한 즉 時習은 곳
『聖主의 德은 黃龍이 碧海 가온대에 나르는 듯 하외다.』
하여 應口 輒對함으로 以昌은 무릎 우에 앉히고 여러 번 詩로써 시험하여 보앗으나 번번이 빠르게 대답하고도 또 매우 아름답앗습니다. 世宗께서는 극히 칭찬하여 신동이라 하고 장성하거던 크게 쓰겟다 하시면서 옆에 선 世子(文宗) 世孫(端宗)을 돌아보면서 時習에게 이르시기를
『이것이 너의 임금이 될 터이니 잘 알아 두어라.』
고 소개하신 뒤에 상으로 비단(帛) 50필을 그 앞에 쌓아 놓으시고 마음대로 가지고 가라 한 즉 時習은 바눌을 청하더니 그 끝을 맞붙인 뒤에 끌고 나아갓습니다. 그리하여 宮門 내외에 이 신동을 보려고 둘러선 이가 담을 이룬 듯 하엿습니다. 그리하여 이름이 전국— 퍼지게 되엇습니다. 시습이 장성한 뒤까지라도 사람들이 『金五歲, 金五歲』하고 부르게 됨도 이 까닭이엇습니다. 時習이 자라매 徐居正과 사귀어 놀게 되어 문학을 서로 다투엇습니다. 居正은 일쯕이 貴官이 되엇으나 時習은 이러한 일을 즐기어 하지 아니하고 항상 산중에 들어가 글 읽기를 좋아하엿습니다. 세월이 흐르는 듯 하여 世宗이 돌아가시고 世子가 서더니 또 未幾에 그도 돌아가시고 世孫 즉 端宗이 즉위하게 되엇으나 世祖에게＜47＞ 내어 «“기어 魯山君이란 이름으로 寧越 淸冷浦에서 귀향살이를 하게 되다가 世宗의 舊臣 朴彭年, 成三問, 李塏, 柳誠源, 河緯地, 兪應孚(이른바 사육신)과 함께 魯山君도 죽임을 당하게 되엇습니다. 이 때 漢東 水落山 中에 잇던 金時習은 이 변을 듣고 통곡하면서 책을 다 불살우고 儒衣를 찢어 버리고 생으로 미친병을 가지게 되엇습니다. 그때 元昊
李孟專, 趙旅, 南孛溫, 成聘들도 時習과 같이 節을 지키엇는 고로 이들을 생육신이라 부르게 되엇습니다. 이때부터 時習은 머리를 깎고 중(僧)이 되어 스스로 雪岑이라 이름하기도 하고 혹은 淸寒子라 하기도 하엿습니다. 時習이 벼슬은 아니하엿으나 자기가 5세 때에 聖主 世宗에게 알리어 가지고 또 3대를 배슕�하는 동시에 遺命까지 받앗는 고로 참아 魯山君을 배반할 수 없는 동시에 首陽大君(즉 世祖)을 섬길 수 없다 하면서 밤낮 우짖고 「발광」하엿습니다. 베옷조각을 걸치고 새끼로 동이어 거지(걸인)노릇을 하엿습니다. 하로는 漢陽 城中에서 사람들이 宰相 徐居正의 入朝함을 보고 잇을 때 길에서 중 하나가 그 앞에 나타나면서 宰相을 향하여
『여보오 剛中(徐居正의 字)! 요사이 평안하시오.』
한 즉 徐씨는 失心한 듯이 사례하고 맞우 서서 서로 정답게 이야기하는 고로 보던 무리는 다 놀랏습니다. 그 중에 알던 이가 잇어 말하기를
『그이는 옛적 金五歲외다.』
하엿습니다. 世祖는 불교를 좋아하여 전국 중의 高僧을 부르매 중들은 다 雪岑이 득도하엿다고 말함으로 雪岑을 부르라 명하시엇습니다. 雪岑이 오매 世祖는 齋戒하고 여러 신하와 중들을 모아서 雪岑의 불법 설교를 들으시려 하엿습니다. 이때 雪岑이 도망하엿다 告함으로 왕은 찾으나 보이지 않더니 밖의 사람들이  「거리 厠間 중에 웬 중이 하나 잇는데 머리와 얼골이 더럽어서 가깝게 갈 수 없다.』고 지꺼림으로 나아가아 본 즉 그가 곳 金時習이엇습니다. 신하들이 『時習은 미친 書生인데 어떠케 불법을 알겟느냐.』고 말씀을 올림으로 그만두고 말은 일이 잇습니다. 그러하나 중들은 雪岑이 生佛되엇다고 많이 말하엿습니다. 時習 자신도 불법을 안다 하엿습니다. 그러하나 寧齋 李建昌은 時習이 실상은 불법을 몰랏다고 하엿습니다.(「淸隱傳」중 金時習傳) 그는 奇才가 잇고 하고저 함이 잇엇으나 世祖시대에서는 일을 할 수 없고 뜻을 일울 수 없는 고로 佛에 핑게 대고 못난이짓을 한 것이라 하엿습니다. 時習의 爲人이 모양은 추악하고 키는 적어 威風이 적으나 성질이 강직하고 豪邁하여 남에게 굴하지 아니하엿습니다. 그러하나 시대를 분개함이 심하여 상심됨이 과함으로 사람을 맞나도 울고 일을 당하여도 울며 말하기를 『斯民 何罪냐.』고 하엿습니다. 목소리가 청초하여 달밤이면 離騷를 고성으로 외오다가 또 울다가 함으로 늘 옷깃을 적시엇습니다. 술을 몹시 즐기어 술만 취하면 또한 눈물을 흘리면서 『英陵(世宗의 陵인데 驪州에 잇음)이 보이지 않는 고로 심히 슬프다.』하엿습니다. 徐居正이 일쯕 呂尙의 釣魚圖를 보이면서 詩를 쓰라 할 때 詩習은 곳
『風雨蕭蕭拂釣磯
渭川魚鳥却忘機
如何老作鷹揚將
空使夷齊餓採薇』
라 하는 고로 居正이 잠잠하엿습니다. 나이 47에야 처음으로 머리를 기르고 장가를 들어 아들을 낳게 되엇습니다. 여러 사람이 仕宦을 권하엿으나 끝끝내 뜻을 굽히지 아니하고 여전히 산수간에 방랑하엿습니다. 산천 도처에 그의 발자취가 및지 아니한 곳이 없엇습니다. 혹은 法庭에 들어가 굽은 것(曲)을 가지고 곧다고 궤변을 벌이면 송사에 지는 일이 없엇습니다. 그러하나 이기게 되면 나아와서 仰天大笑하면서 그 反券을 다 태우어 버리엇습니다. 얼마 아니되어 처자가 다 죽어버린 고로 다시 머리를 깎고 산으로 들어 갓습니다. 그러하나 이 때에는 중이라 하지 않고 頭陀라 하면서 江陵 襄陽간에 배회하엿습니다. 그때 襄陽을 맡아 다스리던 柳自漢이 時習에게 가업을 회복하기를 권할 때 時習은 글로 回謝하여 이르기를
『落魂하면서 세상에 살음이 逍遙하면서 自適함만 같지 못하다.』
고 하엿습니다. 가을마다 높은 나무에 잎이 지게 되면 산에 올라＜48＞ 물 맑은 폭포의 급류처에서 슬픈 노래와 賦詩를 잎에 써서 물결에 흘리어 보내되 한 잎을 뜨이고 한 번씩 울매 곡성이 山谷을 振動하엿습니다. 그 시에는 무엇이라고 하엿던지 時習이 전하지 아니하고 산수가 말이 없으니 알 길이 막연합니다. 그러하나 울 때에 가끔 世宗을 불럿다고 합니다. 그 뒤에 麟蹄 雪岳으로부터 鴻山 無量寺에 다달아 59세로 세상을 버리고 말앗습니다. 火葬하지 말고 儒衣冠으로 장사하라한 고로 절 곁에 탑을 세우고 간직하엿습니다. 그러하나 3년이 지나도록 얼골이 산 것 같고 썩지 아니함으로 태우고 말앗다 합니다.
세상이 그를 梅月堂이라 함은 金鰲山에 거처할 때에
『矮屋靑氈暖有餘,
滿堂梅影月明初.
挑燈永夜焚香坐,
閑著人間不見書.
玉堂揮翰己無心,
端坐松窓夜正深.
脊罐銅甁烏丸靜,
風流奇話細搜尋.』
이라 한 『金鰲新話』에 쓴 시의 梅月의 뜻을 취한 것이라 합니다. 梅月堂 故址는 慶州 金鰲山 南邊洞에 잇습니다. 公의 사적은 栗谷 李珥 奉敎撰인 傳記에 실리어 잇고 공의 저술로는 梅月堂集(17권 9책)이 잇습니다. 그 밖에 金鰲新話가 전하고 또 散逸된 것도 많이 잇는 모양이외다. 金鰲山新話 끝에다가 『書甲集後』라고 詩 한 편을 쓴 것은 甲集 이하 續集이 잇음을 증거하는 것입니다.
그 뒤 正宗 甲辰(서기1484)에 吏判을 進贈하고 謚를 淸簡이라 하엿습니다.
(7월 26일)＜49＞
＜47-49＞
