잡지명	개벽 제14호
발행일	1921년 08월 01일
기사제목	먼저 당신 自身의 自我에 眞理가 잇슬지어다 (First, Let Truth Be in Your Own Self)
필자	에드와드, 카펜타, 妙香山人譯 (Edward Carpenter, Translated by Myohyang Sanin)
기사형태	논설 (Editorial/Treatise)

First, Let Truth Be in Your Own Self
						Edward Carpenter, Translated by Myohyang Sanin
As Mr. Carpenter's identity was previously introduced in the July issue of this magazine, and since the concluding chapter of his famous work "Angel's Wings" deeply resonates with our intentions, we have now translated its full text interpretively. Whether the translation is good or not, the responsibility naturally falls upon this reporter. If, by reading this, your lives become filled with even more vigor and strength, the reporter's wish will have been fulfilled.

Life is expression. At the same time, what we call life is a movement from the inside to the outside. That is, it is a kind of unfolding and development. Seeking status and freedom for one's own activities, for one's own tastes and feelings, or for one's own personality, and seeking harmonious expansion is the way of life (生). Being submerged in confinement on all sides, merely conforming to convention without exhibiting any new struggle, is the way of death (死).
What we must bear in mind is that true life cannot but be an expression of the self as it is. The closer one gets to expression, the more the value of life increases. There are those who spend their entire lives hiding their thoughts and feelings, constantly fearing discovery, like those who desert and flee from the enemy's camp. Or, living one's whole life oppressed by others, like a slave, is not living, but merely existing. <56>
Yet, the vast majority of us truly live such lives. That is, our surroundings are obscured by the trends of the times, customs, and traditions. Thus, whatever we do is customary and meaningless, unable to express anything beyond tradition, let alone express our true feelings as they are. We merely follow each other's mundane tracks, seeking lazy conformity, or else become slaves to sustenance, toiling all day long, thinking ourselves fortunate if we can have just an hour or two to ourselves. Such a life is not true life. It is like a single sheep continuing its day-to-day existence. It is valueless, devoid of vitality and hope.
However, seeking the satisfaction of pleasure by taking what one desires is by no means achieving the goal. Some say the art of life is to obtain as much pleasure as possible, but the majority of pleasures are not obtained by pursuing pleasure. Pleasure is obtained only when pleasure itself pursues us as we walk our own path. For instance, let's say there is a fortunate man from a wealthy family. If everything suits his taste and brings him satisfaction, nothing could seem better for him. But in reality, he feels a deathly suffering within that house, because there is some great defect somewhere in his life. That is, on the one hand, he does not live his own life, and on the other hand, the wealth supporting that magnificent building does not come from a source of harmony. If you listen closely, beneath the sound of their rustling silk clothes, or beneath the sound of pouring overflowing sweet wine, the cries of hungry brothers can be heard. Thus, beneath the beautiful adornments and the pleasure of food and drink, there is only disharmony and pain. The closer he gets to his true self, the more he will become conscious of that disharmony and pain.
Such a person has not yet understood the correct view. He is one who has forgotten that nine-tenths of life's pleasures come not from filling the belly with sweet wine and delighting the ears with pleasant sounds while lost in a dream, but from desperately expressing one's true self in daily life and work.
What we should value is not what enters through the mouth, but what goes out through the mouth. Such a person who pursues pleasure fails to consider that pleasure is secondary; that is, pleasure is a natural accompaniment to life, not life's primary purpose, and pursuing pleasure actually kills it. <57>
The primary purpose of life is expression. There is immense pleasure in painting pictures, composing songs, and undertaking all other new endeavors. Yet, amidst such labor, we do not think about how much pleasure we are gaining, but only whether we are achieving the correct expression. When our expression skillfully touches our inner heart, we feel supreme joy. Therefore, if pleasure is placed first, expression inevitably becomes poor. But if expression is made primary, pleasure will naturally become inexhaustible.
Life is expression. The more we think of life this way, the more we realize that satisfaction in our lives lies in self-expression, the expression of our deepest feelings. That is, for a wife or child, it is love within a harmonious family life; for those engaged in creation, it is the exertion of power and wisdom. Creating the self in the external world so that it resonates with our inner world is truly a great happiness and the fulfillment of life.
The materials for self-expression are all things; we can freely choose these materials, and none should be discarded. Actions, clothes, houses, occupations, conversations, knowledge, handicrafts, sounds, colors, objects, shapes, flowers, trees, stars, stones—all these become our representations and will be used in our various expressions.
We have now reached a great peak in human history; now, we humans live in an era where we truly understand life, an era where matter is utilized for the purpose of expression. Until now, it was not so. That is, what moved society until now was the struggle for existence, and the populace inevitably pursued utility. In other words, the populace became slaves to matter, striving anxiously like beggars to satisfy petty desires. But from now on, humanity will transcend matter and use matter solely for the purpose of its own existence. With the astonishing progress of mechanical power, the coming era of tomorrow will liberate humanity from its long earthly bonds and give people wings. People will flap those wings and seek true life.
That matter should naturally be used for expression is a general law of nature. Matter is thought yet unknown, and matter is mind in an opaque state. When we understand a thing, we recognize that there is life and vitality in it, but if we do not understand it, we call it crude matter. For example, if we look at a piece of rock, we might say we cannot recognize vitality there. But if we look at the petal of a flower, we might see a smile, and if we look into a person's eyes, we might see the movement of intellect <58> as if clothed in crystal. However, if we take the rock again and look at its intricate structure with a microscope, it can look like a flower or crystal, revealing limitless beautiful expressive power. To a young child first learning letters, the ink strokes and dots on paper might seem meaningless, but a literate adult sees not the strokes or dots but the meaning behind them—behind the letters. Similarly, when we humans come to understand matter as the representation of the soul, we will immediately realize the various things that matter expresses.
The struggle for existence swept through past society. Thus, the populace bustled about anxiously, but it was not creation—that is, creating a world around oneself corresponding to our inner world—but merely passively avoiding poverty and fleeing starvation, satisfying worthless beggar-like desires, or striving to please the masters who employed us. However, such labor expressed nothing, or if it did, it was only wrinkled, rusty, withered things. Now the time has come for us to rise up and dominate matter. Now we work not because we are afraid, driven by unavoidable compulsion, but moved by the gentle waves of love. That is, we work not enduring slavish coercion, but immersed in the interest of true life, desiring to create with our own hands. If this happens, ultimately the age of matter will pass, and human endeavors, human life itself, will become art, and that art will be the expression of the human self. Thus, everything that humans create, whether for themselves or for others, or the furnishing of a home, the layout of a garden, even special events applied to society, will touch the spirit of beauty only if it is extremely simple. Beauty is the free product emerging from human nature, human activity. That is, it is the expression of inner harmony that worships the true self. When inner harmony appears, it is beautiful like the tips of tree leaves or a bird's nest perched on the tip of a branch; there resides the beauty of joy bathed in the great friendship called nature, and the beauty of freedom. If people today live anxiously amidst greed, exhaustion, and depression of mind and body, without hope, interest, love, or expression, then a hideous curse will inevitably emerge from their actions and deeds. What is called modern art, amidst the ugly sea fog surrounding contemporary life, looks like a pleasure boat drifting aimlessly with countless cracks, desperately trying not to sink. Now, that art which was a kind of skill in the voyage of life <59> has utterly perished. Consequently, our daily lives have lost direction and dignity, and we barely maintain our breath only through falsehood and adherence to state religion. Therefore, today, in social life, whether walking down the street, speaking, or engaging in business, we do not seek to express ourselves.
Only when holding onto life correctly can a person manage to express their daily affairs; at this time, one realizes that the great joy of expression cannot but permeate the entire life. Thus, when all products escape from today's slave-like state and return to a natural state, they will become artistic; there will be no other way to make life artistic again.
"The Art of Life" means that life itself becomes art. That is, it refers to transcending the body and matter, using the body and matter for expression, and knowing that oneself is neither body nor matter.
Just as a painter must use their tools correctly without error, we too must use life, matter, and the body correctly. That is, we must use things, not be used by them, and there should certainly be no flattering, submitting to, or worshipping things. Excellence (卓拔) is a great watchword for the art of life; while there are words like honesty, courage, and patience, excellence encompasses all of them.
From this arises the practical value of ideas such as being simple and returning to nature. From these ideas of simplicity or returning to nature emerged prophets like John (요하네) and Rousseau (루-소), who foretold great revolutions.
They cried out, "Prepare for self-reverence, let the human heart express itself as it is!" Now indeed the earth has become soiled by various habits and useless rubbish; for the individual and for society, expression must be further expanded, and unnecessary obstacles must be cleared away.
Therefore, gentlemen, even when composing a single poem, do not use words or particles that are shallow, non-expressive, and unrelated to the whole. Try changing one word of a perfect poem, and you will see the meaning of the entire poem lost. Beethoven's (페토펜) composition method was truly lawless and convention-breaking; if a person wishes to express their life, they should not put scraps into the expression nor mix in other meaningless things. We have no intention of wearing others' clothes, being called by others' names, or imitating others' lives. However, the world constantly tries to throw these邪魔物 (hindrances/demonic things) onto an individual, <60> and if the individual does not obey, it fiercely attacks and adds insult. But the individual must resolutely cut the fetters that have tormented them since childhood. They must cut them off boldly.
One way to escape this vortex of attack and, making everything into representations, symbols, and materials for conversation, plan for unity with oneself and others, is the self-awareness of "excellence" (卓拔). A painter must not become a slave to their painting tools or to the rules of color. Becoming their slave is the work of conservatives (守舊派), as it leads to losing expression itself. Likewise, ordinary people should also not become slaves to a fixed motive, as there is a risk of becoming fanatics (偏狂者). To express oneself, a person must use all their motives.
"Express your self completely"... I know this is truly difficult. Why? Because attempting to fully express the entire self can lead one into a state of dilemma (進退維谷) (especially in today's society). But doing so is precisely what connects to death, love, or everything lying behind the life called eternity. Express your entire self? But since we do not know all the elements of our own nature, expressing ourselves haphazardly might turn life into an unspeakable menagerie (野獸園). And this society surrounding us will not permit such beasts to leap out of our cages (穽). However, we must express ourselves by some means. We must show ourselves to our friends, to our enemies, and to the world. <61> Doing so is truly human life, and we cannot be satisfied until that purpose is fulfilled.
Today, this society has no purpose whatsoever. On one hand, division and further small divisions prevail, and all our functions are weakened. Someone said that it is enough for a person to express just one thing, and other thoughts or whatever must be committed to eternal silence. But this is impossible. How can we paint a rainbow with three colors, discarding four?
Looking at it this way, we can see that it is not only this society that makes our expression incomplete and partial, but often our own incomplete nature dictates it. That is, some passions in our lives are strangely developed, while others remain withered and stagnant. Thus, the passions, emotions, or thoughts that emerge become war and mutual insult. So we are surrounded by sin, strife, and confusion. But in the midst of it all, there is one with orderly rhythm and brilliant gaze; that is the Self—the Soul (the essence of all nature) that we always serve (시기고). The Soul, like a goddess deeply confined in a nine-layered forest, earnestly desires to convey its plea to us humans.
To free that confined Soul—that is, to cultivate the wilderness of our lives and make flowers like roses bloom in that life—that is truly art, great art.
To express oneself—to give harmony to all the demands of one's nature and manifest them upon a single life—and thus to establish those demands in the practical world and strive for unity among people, is truly magnificent. Phidias (퓌-띄아쓰) spent five years of labor carving the god Zeus (제무쓰) in marble; carving such a great work of art that will not decay for millennia is more valuable than the entire lifespan of an individual.
The key to expressing the true Self is boldness (大胆). A certain philosopher said that a true artist is necessarily one who commits faults "to excess"; this means that a true artist possesses extreme strength of boldness and compassion. To be good, one cannot avoid revealing so-called evil motives; the reason it becomes evil is that the expression is not yet thorough. Therefore, if you gentlemen wish to be faithful in the aspect of goodness, you will naturally also express yourselves firmly in the aspect of evil. By the same token, if you gentlemen have the spirit of self-control (克己), sometimes you will <62> have occasion to rage as your heart desires; if you are self-centered (自我主義) towards me to some extent, then on the reverse side, you can also be filled with the spirit of compassion to some extent. Expression truly works this way. Even if an extreme person says extreme things, there is nothing lacking; lukewarm (실미직은한) compassion, saying this person is good and that person isn't bad either, is not worth mentioning. Strong light (光) is followed by deep shadow (陰影); flesh demands spirit, and spirit demands flesh; space appears only by drawing the horizon, and the horizon is merely one end of space. Eradication, abandonment, refusal are truly impossible. Therefore, the bold confession that seems rebellious at first glance, and the eternal patience that yearns for the revelation of the harmony submerged beneath it, is the only way to express the truth of the Self. The recognition of beauty lies in the joyful intuition of the soul that acknowledges the unity and affirmation of all things. One who constantly expands the area of expression in daily life, who seeks great harmony and gives harmony to disharmony—for example, one who knows how to bestow new colors upon all things, how to give new shapes or new attitudes to all things—is truly a great artist. Such a great artist, even when depicting a single guest room or a single street, reveals something previously rejected, thereby expressing the truly authentic and simple, or performs nakedly what our hearts secretly admire, or finds the language and actions of life we have long pleaded for, making the small petals of our soul laugh in the light and the great sky. The existence of such expression is the true victory of our great hope, and that victory touches the heart of any person profoundly.
Only when life becomes art will the greatest victory we anticipate be realized; that victory awaits each and every one of us from the world of art. The moment you gentlemen break free from the tyranny of motives and matter and seek to fully control those motives or matter, you will command all things. Reaching that point, success can be expected, and everything desired will come into being. Reaching that point, you gentlemen can escape from pain and cast pain behind you; reaching that point, you gentlemen can enter the world constructed by yourselves and build all aspects of life from within, from the unseen place; reaching that point, you gentlemen can stand upon your own creation like the greatest composer. Only doing so is life; apart from that, everything is illusion and confusion.
The instinct for unity lying at the bottom of every person's soul is even now naturally expressing itself under the noble banner of humanity (人道); despite the ugliness of the present, the dawn of expectation is not far off. First, let truth be in your (當身네) own self, and just as day follows night, you gentlemen will be able to connect with the self of every person, and then you will possess the wings of an angel (天使) that will carry you from one end of the sky (한울) to the other. <63>

**Summary**

This article, a translation of Edward Carpenter's work, argues that the true purpose of life is self-expression, moving from the inner self outward. It critiques conformity, materialism, and the pursuit of pleasure for its own sake, suggesting these lead to a deadened existence. True satisfaction comes from authentically expressing one's deepest self in all aspects of life—work, relationships, creation—thereby making life itself an art. The author advocates for transcending material constraints, using matter as a tool for expression, and embracing boldness, simplicity, and inner harmony. Achieving full self-expression, though difficult, connects one to a deeper reality and fosters unity with others, ultimately leading to liberation and fulfillment.

From a colonial history perspective, this article is interesting as it was published in *Gaebyeok*, a prominent intellectual magazine during a period of intense Japanese rule (1921). The strong emphasis on individual self-realization, inner truth ("眞理"), and authentic expression ("自我表現") could be interpreted as an indirect form of cultural resistance or a philosophical coping mechanism. By focusing on inner freedom and the "art of life" derived from personal authenticity rather than external societal structures or imposed values, it offered a path toward maintaining dignity and purpose under oppressive conditions where overt political expression was dangerous. The call to transcend material concerns and the "struggle for existence" might also resonate with intellectuals seeking meaning beyond the imposed colonial reality.

**Named Entities**

에드와드, 카펜타	에드워드 카펜터	Edward Carpenter
妙香山人	묘향산인	Myohyang Sanin
天使	천사	Angel
요하네	요하네	John
루-소	루소	Rousseau
페토펜	베토벤	Beethoven
퓌-띄아쓰	피디아스	Phidias
제무쓰	제우스	Zeus

**Glossary**

自身	자신	Oneself, self
自我	자아	Self, ego
眞理	진리	Truth
잇슬지어다	있을지어다	Let there be (archaic optative form)
意譯하얏습니다	의역했습니다	Have interpretively translated (archaic verb ending)
所望	소망	Wish, desire
達하얏다	달했다	Has been achieved (archaic verb ending)
表現	표현	Expression
開展	개전	Unfolding, development
趣味	취미	Taste, interest
人格	인격	Personality
調和的	조화적	Harmonious
擴張	확장	Expansion
生의 道	생의 도	The way of life
四圍閉塞	사위폐색	Being closed in on all sides, confinement
因習	인습	Convention, custom
雷同	뇌동	Blind conformity
奮鬪	분투	Struggle, strenuous effort
發揮	발휘	Display, exhibition
갓가이	가까이	Near, close (older spelling)
價値	가치	Value
奴隷	노예	Slave
업슴과 가튼 것	없음과 같은 것	Something like non-existence (archaic spelling/phrasing)
擁蔽	옹폐	To cover, conceal, obscure
實感	실감	Real feeling, actual sensation
平凡	평범	Ordinary, mundane
車跡	차적	Wheel tracks, rut
怠惰	태타	Laziness, idleness
營營하다	영영하다	To toil anxiously, be busy
取하고 십흔 것	취하고 싶은 것	Things one wants to take (archaic spelling)
快樂	쾌락	Pleasure, enjoyment
追求	추구	Pursuit
八字조흔	팔자 좋은	Fortunate (lit. 'good eight characters' referring to fortune-telling)
齎來하다	재래하다	To bring, fetch
缺陷	결함	Defect, flaw
壯麗	장려	Magnificent, splendid
建物	건물	Building
源泉	원천	Source, origin
綢緞	주단	Silk fabric, satin
端裝	단장	Adornment, dressing up
眞個	진개	True, real (used for emphasis)
正見	정견	Correct view, right understanding
無我夢中	무아몽중	Being ecstatic, lost in a dream, beside oneself
原始的	원시적	Primitive, original
浩大한	호대한	Vast, immense
勞作	노작	Labor, work, toil
內心	내심	Inner heart, mind
接觸	접촉	Contact, touch
無上한	무상한	Supreme, unsurpassed
喜悅	희열	Joy, delight
津津不盡	진진부진	Inexhaustible
深酷한	심혹한	Deep, profound, severe
從事하다	종사하다	To engage in, be occupied with
剏造하다	창조하다	To create (older Hanja spelling for 創)
呼應하다	호응하다	To respond, resonate with
充實	충실	Fullness, completion, substantiality
資料	자료	Material, data
表象	표상	Representation, symbol
씨워질	씌워질	Will be used for, put upon (older spelling/form)
絶頂	절정	Peak, summit, climax
理解	이해	Understanding
供하다	공하다	To provide, supply, offer for use
生存競爭	생존경쟁	Struggle for existence
功利	공리	Utility, utilitarianism
苟苟營營	구구영영	Striving anxiously for petty gains
超越하다	초월하다	To transcend
供用하다	공용하다	To use for, apply
機械力	기계력	Mechanical power
束縛	속박	Bondage, restraint
解放	해방	Liberation, release
法則	법칙	Law, principle
不透明	불투명	Opaque
心意	심의	Mind, intention
認하다	인하다	To recognize, acknowledge
粗惡한	조악한	Crude, coarse, rough
岩石	암석	Rock
活力	활력	Vitality, energy
花瓣	화판	Petal (of a flower)
水晶	수정	Crystal
緻密한	치밀한	Intricate, detailed, dense
構造	구조	Structure
顯微鏡	현미경	Microscope
墨棒	묵봉	Ink stick; here likely refers to ink strokes
靈魂	영혼	Soul, spirit
깨닷게	깨닫게	To realize, become aware (older spelling)
風靡하다	풍미하다	To sweep over, dominate
奔走하다	분주하다	To bustle about, run around busily
外圍	외위	Outer surroundings, periphery
貧窮	빈궁	Poverty
飢饑	기기	Starvation, hunger (飢餓 is more common)
雇傭	고용	Employment
主人	주인	Master, owner
奪起하다	탈기하다	To rise up, revolt (lit. snatch and rise)
驅迫	구박	Compulsion, coercion, persecution
興味	흥미	Interest
畢竟	필경	Ultimately, in the end
設備	설비	Equipment, facilities, furnishing
庭園	정원	Garden
應用	응용	Application
至極單純	지극단순	Extremely simple
美의 靈	미의 영	Spirit of beauty
産物	산물	Product
崇拜	숭배	Worship, adoration
沐浴하다	목욕하다	To bathe
歡喜	환희	Joy, delight
貪慾	탐욕	Greed, avarice
疲弊	피폐	Exhaustion, impoverishment
鬱寂	울적	Melancholy, gloominess
醜惡	추악	Ugliness, hideousness
呪詛	주저	Curse
海霧	해무	Sea fog
裂罅	열하	Crack, fissure
遊船貌樣	유선모양	Like a pleasure boat
沈沒	침몰	Sinking
必死	필사	Desperate, life-risking
航海	항해	Voyage, navigation
威嚴	위엄	Dignity
虛僞	허위	Falsehood
國敎歸依	국교귀의	Adherence to state religion
殘息	잔식	Remaining breath, bare subsistence
僅保하다	근보하다	To barely maintain
把持하다	파지하다	To grasp, hold firmly
事爲	사위	Affairs, doings, actions
貫徹하다	관철하다	To penetrate, carry through
製作品	제작품	Manufactured goods, products
狀態	상태	State, condition
肉軆	육체	Physical body (軆 is older form of 體)
阿謟하다	아첨하다	To flatter
服從	복종	Obedience, submission
卓拔	탁발	Excellence, preeminence
警語	경어	Watchword, maxim, warning phrase
忍耐	인내	Patience, endurance
豫言者	예언자	Prophet
廓大히	확대히	Greatly expanded
障害物	장해물	Obstacle
掃除하다	소제하다	To clean up, sweep away (掃除 is common)
淺薄하여	천박하여	Being shallow
非表現的	비표현적	Non-expressive
助辭	조사	Particle (in grammar)
完璧	완벽	Perfection
變更하다	변경하다	To change, alter
意義	의의	Meaning, significance
作法	작법	Method of composition/creation
破格	파격	Breaking convention, irregularity
부스럭이	부스러기	Scrap, crumb
邪魔物	사마물	Hindrance, obstacle, demonic thing (邪魔 often implies evil/demonic influence)
侮辱	모욕	Insult
兒童時	아동시	Childhood time
발옭무	발옭무	Fetter, shackle (likely for the feet)
豪然히	호연히	Boldly, bravely
渦中	와중	Vortex, whirlpool, midst (of chaos)
統一	통일	Unity
守舊派	수구파	Conservatives, old guard
偏狂者	편광자	Fanatic, zealot
動機	동기	Motive
進退維谷	진퇴유곡	Dilemma (lit. advancing or retreating, both difficult)
接續하다	접속하다	To connect
野獸園	야수원	Menagerie, zoo (lit. wild beast garden)
穽	정	Pitfall, trap (archaic Hanja)
機能	기능	Function
軟化되다	연화되다	To soften, weaken
沈默	침묵	Silence
奇怪하게	기괴하게	Strangely, bizarrely
萎徹不振	위철부진	Withered and stagnant, sluggish
情緖	정서	Emotion, feeling
戰爭	전쟁	War
罪惡	죄악	Sin, evil
爭鬪	쟁투	Strife, conflict
迷惑	미혹	Confusion, bewilderment, delusion
律呂整然히	율려정연히	In perfect order and rhythm
赫赫한	혁혁한	Brilliant, glorious
眼光	안광	Gaze, glint in the eye
시기고	섬기고	Serving, worshipping (likely 섬기다 in context, 시기다 means envy)
九重森林	구중삼림	Nine-layered forest (implying deep and impenetrable)
女神	여신	Goddess
哀願	애원	Plea, entreaty
懇願하다	간원하다	To plead earnestly
開拓하다	개척하다	To cultivate, pioneer
薔薇	장미	Rose
要求	요구	Demand, requirement
確立하다	확립하다	To establish firmly
壯美한	장미한	Magnificent, grand and beautiful
大理石	대리석	Marble
千古	천고	All ages, eternity
썩지 안흘	썩지 않을	That will not decay (archaic spelling)
生涯	생애	Lifetime
열쇠	열쇠	Key
大胆	대담	Boldness, audacity
哲人	철인	Philosopher
度에 지나는	도에 지나는	Exceeding the proper measure, excessive
同情	동정	Compassion, sympathy
克己	극기	Self-control, self-denial
自我主義	자아주의	Egoism, self-centeredness
欠될 것	흠될 것	Thing that is flawed/lacking (archaic form)
실미직은한	실미지근한	Lukewarm, tepid
陰影	음영	Shadow
根絶	근절	Eradication
放棄	방기	Abandonment
拒絶	거절	Refusal
反抗的	반항적	Rebellious
告白	고백	Confession
暴露	폭로	Exposure, revelation
思慕하다	사모하다	To yearn for, long for
方途	방도	Method, way
肯定	긍정	Affirmation
直覺	직각	Intuition
認識	인식	Recognition, awareness
面積	면적	Area
排斥되다	배척되다	To be excluded, rejected
嘆賞하다	탄상하다	To admire greatly
赤裸裸히	적나라히	Nakedly, openly
演奏하다	연주하다	To perform (music), play out
懇求하다	간구하다	To earnestly seek, implore
花瓣	화판	Petal
大空	대공	Great sky, firmament
勝利	승리	Victory
實現되다	실현되다	To be realized, actualized
暴君	폭군	Tyrant
刹那	찰나	An instant, moment
指揮하다	지휘하다	To command, conduct
期하다	기하다	To expect, anticipate
建設하다	건설하다	To construct, build
作曲家	작곡가	Composer
迷夢	미몽	Illusion, delusionary dream
混亂	혼란	Confusion, chaos
人道	인도	Humanity, humanitarianism
거륵한	거룩한	Holy, sacred, noble (older spelling)
旗빨	깃발	Flag, banner (빨 is likely variant/typo of 발)
當身네	당신네	You (plural, somewhat archaic/familiar)
한울	하늘	Sky, heaven (older/poetic form)
-e 

---------------------------


잡지명	개벽 제14호
발행일	1921년 08월 01일
기사제목	먼저 당신 自身의 自我에 眞理가 잇슬지어다
필자	에드와드, 카펜타, 妙香山人譯
기사형태	논설

먼저 당신 自身의 自我에 眞理가 잇슬지어다
						에드와드, 카펜타, 妙香山人譯
카펜타-氏가 어떠한 사람인 것은 本誌 7月號에 일즉히 紹介한 바이거니와 그의 名著 「天使의 翼」中 그 結論의 一章이 甚히 吾人의 意를 得하얏슴으로 이제 그 全文을 意譯하얏습니다. 그 譯의 善不善은 記者가 勿論 그 責을 질지오 이것을 한번 읽음으로 因하야 여러분의 生命이 더 한層 勢와 力에 充滿한 것이 되엇스면 記者의 所望은 達하얏다 하겟습니다.

人生은 表現이다. 同時에 生命이라 함은 內部로부터 外部로 向하는 運動이다. 即 一種의 開展이며 發展이다. 自己의 活動을 爲하야 自己의 趣味 感情을 爲하야 或을 自己의 人格을 爲하야써 地位와 自由를 엇고저 하며 調和的 擴張을 엇고저 함은 곳 生의 道이오 四圍閉塞中에 잠기어 다못 因習에 雷同할 뿐으로써 새로운 奮鬪의 發揮가 업슴과 가튼 것은 곳 死의 道이다.
우리가 念頭에 가지지 아니치 못할 것은 참生活이란 自我 그대로의 表現이 되지 안흘 수 업다는 것이니 表現에 갓가이 부트면 갓가히 붓는 그만큼 生命의 價値는 增加하는 것이다. 더 敵의 陣營을 脫出 逃走하는 者와 가티 不絶히 發見될 것을 저퍼하야 自己의 思想感情을 숨겨 가지고 一生을 보내는 者이다. 또는 奴隷와 가티 一平生 남에게 눌니웨 生活함과 가튼 것은 사는 것이 아니오 오즉 存在하는 것뿐이다.＜56＞
그런데 우리의 多大數는 實로 그런 生活을 하여 가도다. 即 우리의 四圍는 時勢나 習慣이나 傳說로써 擁蔽되고 말아다. 그래서 무슨 일을 하던지 習慣的이며 無意義的인 바 傳說以外에는 何等의 表現도 하지 못하며 自己의 實感을 그대로 表現하기는 勿論 不能이다. 다못 서로서로 平凡의 車跡을 딸아 怠惰한 一致를 求할 뿐이며 그러치 아느면 밥의 奴隷가 되어 終日 營營하되 다못 한두 時間이라도 自己의 차지가 되면 幸이라고 생각할 뿐이다. 이러한 生活은 참生活은 아니다. 저 一匹의 羊이 一日一日의 存在를 繼續함과 가튼 것이다. 生氣도 希望도 다 업는 無價値한 것뿐이다.
그러나 取하고 십흔 것을 取하야 快樂의 滿足을 求함과 가튼 일은 決코 目的을 達하는 것이 아니다. 或者는 人生의 藝術이라 함은 될 수 잇는 대로 만흔 歡樂을 엇는 것이 是라 하나 歡樂의 多部는 快樂을 追求함으로써 어더지는 것이 아니다. 快樂은 우리가 우리의 길을 거러 나아갈 際에 快樂 그 便으로써 우리를 追求하는 때에 비롯오 어더지는 것이다. 假令 여긔에 八字조흔 富家男이 잇다 하자. 그래서 모든 것이 그의 趣味에 맛고 모든 것이 그의 滿足을 齎來하는 것이라 하면 그에게는 그 以上 훌륭한 것이 업슬 것이다. 그러나 事實을 보면 그는 그 집 속에서 죽을 괴로움을 느끼나니 이는 生活에 어대인지 모르나 무슨 큰 缺陷이 잇는 故이다. 卽 그는 一方으로 自己自身의 生命에 살지 못하며 一方으로 그 壯麗한 建物을 支持하는 富는 調和의 源泉으로부터 온 것이 아닌 故이다. 귀를 기울리면 그들의 쪽쪽 찟는 綢緞의 소리의 미테도 또는 찰찰 넘치는 단술을 따르는 그 소리의 미테도 주린 兄弟의 부르지즘이 들리도다. 이와 가티 그 아름다운 端裝과 飮食의 快樂의 맨미테는 不調和와 苦痛이 잇슬 뿐인즉 그가 眞個의 自我와 갓가와 지면 질스록 漸漸 그 不調和와 그 苦痛을 意識하게 될 것이라.
이러한 사람은 아즉 正見을 알아 엇지 못하얏다. 그는 人生快樂의 10中의 9는 오즉 無我夢中이라야 배에 단술을 채우고 귀에 즐거운 소리를 들리게 함으로부터 오는 것이 아니오 眞個의 自己를 日常의 生活과 事業 우에 絶呌 表現함으로부터 오는 것임을 이즌 사람이다.
