Magazine Title: 개벽 제14호
Publication Date: 1921년 08월 01일
Article Title: 未知의 世界(對話) (World of the Unknown (Dialogue))
Author: 林蘆月 (Im No-wŏl)
Article Type: 세태비평 (Critique of the Times)

未知의 世界 (World of the Unknown)
林蘆月 (Im No-wŏl)

Part 1
Chanho: Hey, what are you thinking about so hard? Caught by the demon of lust again, I see.
Pyŏngsŏn: Ah—who is it that I love? Can love for a person be this passionate? Do I love all the heroines of novels? Ha—
Chanho: What kind of crazy talk is that? Stop drawing and confess quickly. Who is this person anyway? Right, it must be your landlord's daughter. Was her name Sŭngja?
Pyŏngsŏn: No. I've been deceiving you until now. My words about loving XX-ja, or that my mother wasn't my birth mother, or that I currently have tuberculosis—it was all lies. But I truly am an orphan without a mother, a patient with an incurable illness, and someone's lover, always living among sorrowful people moved by mournful tunes. Should I call this life a falsehood? No. For me, it's true life. I thus gather fantasy into reality and reality into fantasy. This is my art.
Chanho: You really are a liar.
Pyŏngsŏn: Do you consider fantasy a falsehood? No. There is nothing as creative and wondrous as fantasy. What else but the output of fantasy are the numerous artistic works that burn our passion, and what else but the fictional character 'Hamlet' drove modern life into extreme skepticism and sorrow? Hey, Chanho. This chaotic life is bound by blind fate, and our actions are inherently imperfect. How can you, amidst existence, which is the most abstract of all, reject fantasy and imagination and seek to discover something more enduring and more wondrous?... Do you really consider a life of fantasy false? No. Why is it that unrequited love and one-sided love stir our passions more intensely than actual love? Hey. Fantasy becomes reality for the artist. Your thinking of God<99> is a fantasy. That's why God truly became existent. Do you think of goodness and truth? This is also a fantasy. But don't goodness and truth now govern your actions? Likewise, what is all existence if not fantastical, psychological existence? Hey, Chanho. Do you wish to become a saint? Then, after calming your mind, immerse yourself in reading something like the story of Shakyamuni. Then, like Shakyamuni, how many compassionate tears you will shed to save humanity from birth, old age, sickness, and death. Do you also wish to become the protagonist of a tragedy? Then read "The Sorrows of Young Werther" or "The Tale of Ch'unhyang." You will surely devote your entire being to profound passion. Actions truly prevent us from becoming saints or lovers, but fantasy and imagination allow us to become saints and someone's lover. The actual protagonist of a tragedy enjoys nothing, but the spectator of a tragedy can enjoy everything. Therefore, it is said that our virtue lies entirely in fantasy and imagination. Only in fantasy and imagination can we beautify everything. If we lived in the era of Rome's "Nero," how much would we hate "Nero"? However, when criticizing "Nero" through imagination, we can sympathize even with such a tyrant. He set the entire city of Rome on fire to compose a poem about the conflagration. This can be called an innocent amusement born entirely from artistic impulse. However, when "Nero," from atop a high platform, heard the cries of the Roman citizens, saw the splendid art museums and public halls all burning, and the fierce fire rising like scarlet coral in various ways, destroying the entire city of Rome, "Nero" must surely have awakened in panic and repented. And the hot tears shed in anguish would have flowed ceaselessly, finally making him cry out "O God" and repent his sins. I believe the profound tears shed by "Nero" at this time were capable of cleanly washing away his sins. Right. The point where Jesus forgave the sins of all mankind lies here. That is, in imagining that the sinner's anguish is greater than their sin. Hey, Chanho. The entire concept of the artist must reside wholly in fantasy and imagination. Ah—fantasy is not as worthless as common people say.
Chanho: Your words are entirely specious paradoxes.
Pyŏngsŏn: True paradox is the truth of the superman.
Chanho: So, you're defending criminals who poison society? If there were just two sickly, deformed children like you in our Chosŏn, it would be ruined, ruined...
Pyŏngsŏn: But I love sickness. Because it stimulates our imagination.<100> But don't call me sickly. I love sickness, yes, but I am definitely not sickly myself. And earlier, you criticized me for defending criminals... Those called wicked by the people of the world were all people who were completely faithful to themselves.
Chanho: You truly are a heretic who disregards truth and morality.
Pyŏngsŏn: As long as the law of evolution exists in human society, truth and morality are constantly negated. If we seek truth, we should seek it in art. Art, being the most perfect among all existences, is not governed by the law of evolution. No matter how human society changes, the skeptical thought of "Hamlet" will remain eternally unchanged, and even if Jesus returns and builds paradise on earth, the pessimistic thought of "Schopenhauer" or "Dostoevsky" will remain unchanged.
Chanho: Then should we dedicate our entire existence to art?
Pyŏngsŏn: If you wish to be eternally intoxicated by beauty and sorrow, you must certainly do so. Only then can you forget the ugliness of space and the clichés of time, and enter a state of most harmonious ecstasy. What hesitation can there be about this wondrous demonic realm leading our souls to the ideal realm of perfection? Hey, Chanho. Do you still wish to compromise with reality? That is utter failure. No matter how much you wish to enjoy life, life gives us nothing but boredom, falsehood, and regret—no happiness whatsoever. Unless we treat life as raw material, change its form, and create it anew, we can never enjoy it. Only then can this whole world and humanity be aestheticized. Then, can we not perform wondrous miracles through wild dreams?
Chanho: Then you must certainly be against the socialization of art, I see.
Pyŏngsŏn: The phrase 'socialization of art' is utterly insulting to the artist. If an artist truly has a world of their own creation, there is absolutely no need to discuss such issues. Those who speak such words are pitiful common folk who have not yet created their own world to live in and are wandering lost in a fog.
Chanho: But doesn't art for art's sake poison life?<101>
Pyŏngsŏn: Hey, that's a misunderstanding. Why? Because any art is completely unrelated to action. Even if there were a connection, actions based on artistic impulse are decidedly dramatized, so even if one commits some evil, it's an entirely senseless (regarding the evil) act, and thus the sin cannot harm the person. Rather, art for art's sake elevates life. Why? Because life is generally awakened, becomes self-aware, and is reformed through fresh wonder...
Chanho: You're the first person I've met who's such a denier of morality and a praiser of evil.
Pyŏngsŏn: Hey, people like us, born in such a wondrous age, must enjoy everything as much as possible without hesitation. I maintain that we gain happiness by intoxicating our souls with strange life. I praise evil because there is beauty and wonder within evil itself. I praise illicit love and adultery because there is passion like fire in them.
Chanho: It sounds plausible, but your words are too unconventional for me to understand well.
Pyŏngsŏn: Who likes the conventional anyway? For me, the foul smell of common sense rationalism or the philosophy and ethics of Confucius and Mencius, which only approve of stern logic, are entirely useless. They all reject our development and bind our freedom. The greatest purpose of the artist must simply be the creation of mood and beauty, the revelation of wonder, the sublime, and the absolute. Hey, Chanho. Let us, without the slightest hesitation, not be crushed by the rigidity of morality or the violence of convention, but dedicate our entire existence to fresh artistic passion.
Chanho: Your words are a kind of magic.
Pyŏngsŏn: Hey, the time we encounter sublime sorrow is not during a realistic emergency, but when we cast ourselves into sublime dreams. Then, even hearing a dog bark on a desolate night sounds like a kind of mournful sorrow lamenting life, and seeing the shadows of falling leaves in late autumn makes one anticipate the destruction of the universe. Ah—Chanho!! When seeing a dark rock cave, we will want to possess the shame of our naked bodies; when seeing a small secret valley, the thought of crying refreshingly will arise; and when facing the dark night, the thought of using the stars and moon to go to the ends of the world will arise; and thus we will believe that the desolate fields and deserts will peacefully bury us. When we experience this great sorrow of the universe, we realize an infinite poetic nirvana.<102> Do you think such sublime sorrow harms us? No. We can be purified again through such sorrow. However, reality relentlessly pulls us out of such sublime sorrow and replaces it with despair and pain. Ah—we must turn towards art for everything. Art makes us infinitely happy. Art is the easiest of all existences to appreciate.

Part 2
Chanho: Let's stop talking about life. You said it's extremely difficult to enjoy life, so let's enjoy nature instead. Come—Pyŏngsŏn, come over here. Look. The mournful evening sun now lies on the horizon. Isn't this the time when the rice ears pray silently and golden waves drift everywhere? Hey, let's truly enjoy nature. Ah—what could be more beautiful than nature? Not only that. Nature truly possesses eternal youth, fresh joy, and perfect will. Hey, when I live a pastoral life, I always feel young again, as if returning to boyhood. Seeing this, nature always keeps us young. If we are to rescue modern literature from the urban disease of a decadent final age, we must certainly return to nature.
Pyŏngsŏn: The main reason modern literature is extremely afflicted with clichés and conventionality is, contrary to your words, precisely because it returned to nature. You say nature possesses eternal youth, but there is nothing more aged than nature... Today's stars are the stars of tens of thousands of years ago in antiquity, and today's pine and bamboo are the pine and bamboo of several thousand years. Ah—what is nature? Isn't the surface of the earth mostly decayed, teeming with numerous maggots? And the youth you speak of is often feeblemindedness. It's a corpse with no will, no unity, no vitality. You often go for walks near villages, but look closely at the people living in nature. First, their appearance is rough and ugly, and if you observe their inner lives, they probably live entirely monotonous, desolate lives without change. Their sole intellectual stimulation is limited to the toilet and the stream, and their religious feeling is confined to superstition and fear, oppressed by the blind tyranny of nature. Can literature written under such ugly and ignorant influences be an expression of fresh wonder, as you say?
In this sense, I declare the literature of naturalism a complete failure in its style.<103>
Chanho: But isn't nature the great mother who bore us? As far as I can think, the origin of art also seems to have come from the love of natural beauty.
Pyŏngsŏn: Thinking so is your fundamental misunderstanding. Why? Because, of course... when we see the Rose of Sharon (槿花) living with white butterflies as companions in the wide fields of the green kingdom, we feel boundless aesthetic emotion. But it's not because the Rose of Sharon is truly beautiful. It's only because this flower is an imagination of love, and because the poetry saint "Shelley" composed and recited poems about it. And also, when we see the Pasqueflower (白頭翁) blooming near a grave, the reason we feel sadness is not that this flower called Pasqueflower directly sheds tears towards us, but because the Tang dynasty poet Liu Hsi-i (劉希夷) spoke of sad circumstances regarding the Pasqueflower. Not only this, the reason we generally praise the lotus flower is because it is the ideal type (타이푸) of the Oriental Buddhist painter. Ah—Chanho, nature is not the great mother but the dream of styles created by poets. If, as you say, nature were the mother of life and art, Chanho, then the farming of those rustic peasants (野田 匹夫) would be artistic work, and consequently, they would be aesthetes, wouldn't they? But unfortunately, they are neither artists nor aesthetes. Even if a farmer owns many fields, he cannot be the owner of the beauty of the scenery. This is the point that distinguishes us, the educated people. They don't know to mourn the setting sun passing over the peak like a colorful dream, nor when, on a mid-autumn night, the Moon Princess (月姬), dressed in blue, rises into the infinite heavens—ah—when all the reality entangled in conflict falls soundly asleep in the blue light, and all creation is recreated in mystery, wonder, and sorrow, they are probably sleeping ignorantly. What is the nature they possess if not entirely dead nature? From this viewpoint, I assert that since art came into being, nature has imitated this art. Ah—it is as clear as day that nature is definitely not the great mother who bore art. And pure natural beauty certainly cannot exist. True beauty takes refuge from nature and finds eternal life in art.
Chanho: It sounds plausible. Then must I acknowledge that nature lacks beauty, will, and unity? Alright—let's say that's so, but nature must be the god of peace, right? There's no room for argument here, but I always find that friendships become much warmer with companions met on excursions to places like the countryside, compared to socializing in corners of the city. From this perspective, if we are to find eternal peace, we must inevitably return to nature.
Pyŏngsŏn: Hey Chanho. How can you make such superficial observations?<104> That's utterly childish talk. No, nature prefers war over peace. Why? Because isn't there the law of the struggle for existence? Didn't nature crudely produce life in excess, ultimately causing even the Great European War? Food multiplies arithmetically, and people multiply geometrically, therefore war breaks out, they say. If nature possessed a perfect will, it should have limited the number of people. But nature, being inherently feebleminded, probably lacks such knowledge. Wasn't it we, not nature, who advocated population control theory? Chanho, nature is truly cruel, merciless, and feebleminded. It crudely produces life in order to massacre numerous lives, and builds houses on sand in order to destroy them. When we think about how it treats us like puppets for its mischief, we should bravely raise the flag of rebellion against the demon called nature, but among us pitiful humans, we are too ignorant and lack courage, so we don't realize this. Moreover, the evil current situation where we serve nature like a benefactor and act as slaves is truly a great shame in human history. You spent some time in Tokyo too, didn't you? In places like the slums, due to overpopulation, malnutrition, or pathogens, what惨酷 (horrific) lives people lead! Thus, nature abuses humanity with debilitating diseases (疲病) in the cities and insults us by making us feebleminded in the villages. However, through art and science, we have escaped from the clutches of nature. Art has extended our lives to the gates of heaven, and science has saved us from disease. Isn't the new invention regarding rejuvenation and eternal youth by the Austrian scientist Dr. Steinach (스타이나하) truly of astonishing value?
Hey Chanho, do you like peace? Then we must concentrate all our efforts even more towards art. Art definitely does not harm us. Suppose you are now crying while watching a tragedy. But there is absolutely no pain in those tears. Ah—Chanho, art definitely does not harm us. Isn't it truly art, and nothing else, that always keeps us alive in fresh emotions? On the day the whole world, all humanity, escapes from nature and life and becomes aestheticized, we will be able to live a completely peaceful, elegant, and wondrous life. Ah—Art, Art!! What else in this world is more astonishing than art?
Chanho: You're an art-for-art's-sake advocate, I see... What you just said is truly the truth. But there's one more thing I want to bring up: language. Looking at the origin of language, which is not the child of thought but the mother of thought, isn't language a sign for the state of nature? If you look at it that way, isn't the particular state of nature<105> the symbol of all our mentality? Consequently, didn't nature invent human culture?
Pyŏngsŏn: Hey Chanho. You must remember that when language reverted to nature, we were savages. If you carefully examine the languages of primitive peoples, they are truly outrageously limited. Language consisted merely of cries expressing emotions and irregular noises. Then, gradually moving away from nature, language, besides sketching pictographs, came to possess noble poetry and song. Thus, the origin of language becoming the mother of thought and poetry was not when it returned to nature, but when it came out of nature. This can be clearly seen by comparing regional dialects and urban languages. Contrary to your words, nature is the great enemy of culture. Ah—what does nature mean anyway? I declare that nature is nothing more than an ignorant laborer.
Chanho: You're unusually agitated, I see. So—is nature a complete failure then?
Pyŏngsŏn: Chanho, let's stop talking about nature. Nature is truly inherently imperfect and merely an unconscious, blind state of affairs. It is a feebleminded being that constantly flounders, contradicts itself, and plays jokes. It is a scoundrel (不逞漢) that always enjoys cruel games. Chanho, we must turn towards art for everything.
Chanho: You've said many astonishing things tonight. Well—how about we go for a walk to the Tamagawa (多摩川) for some leisurely recuperation (閒養)?
Pyŏngsŏn: Haven't I been saying this whole time? Contact with nature makes the mind intoxicated (酩酊), and one loses all the thoughts carefully considered... Chanho, let's not do that, let's go together to Miss Ch'unhŭi's place and listen to music instead. She truly has a genius for music. The only person who can realize our dreams and show us the world of the unknown is Miss Ch'unhŭi...
(Written March 5th)<106>

**Summary**

This dialogue presents a stark contrast between two viewpoints: Pyŏngsŏn, an ardent advocate for aestheticism, argues that imagination, fantasy, and art are superior to flawed reality and nature, representing true existence, beauty, and even a higher form of morality detached from conventional ethics. He sees art as the means to transcend life's inherent suffering and ugliness. Chanho represents a more conventional perspective, valuing reality, nature, and societal norms, challenging Pyŏngsŏn's dismissal of morality, his praise of 'evil' for its aesthetic potential, and his rejection of nature as inherently flawed and uninspiring compared to art. From the perspective of Korean colonial history, this text is fascinating. Pyŏngsŏn's passionate embrace of art and imagination, even to the point of seemingly amoral aestheticism and detachment from 'reality' (including nature and conventional society), could reflect an intellectual response to the constraints and disappointments of colonial modernity. For historians, it showcases the influence of Western fin-de-siècle ideas (like aestheticism, decadence, the 'superman' concept) on Korean intellectuals and their intense debates about the role of art – whether as escapism, a source of higher truth, or a tool for critique – in a period of national crisis and limited agency.

**Named Entities**

林蘆月	임노월	Im No-wŏl
讚皓	찬호	Chanho
炳鮮	병선	Pyŏngsŏn
勝子	승자	Sŭngja
00子	OO자	XX-ja (Placeholder name)
하무레트	햄릿	Hamlet
엘텔	엘텔	Werther (Likely referring to Goethe's "The Sorrows of Young Werther")
春香傳	춘향전	Ch'unhyangjŏn (The Tale of Ch'unhyang)
네로	네로	Nero
로마	로마	Rome
耶蘇	예수	Yesu (Jesus)
소펭화-엘	쇼펜하우어	Schopenhauer
떠쓰도에푸스키	도스토옙스키	Dostoevsky
셰-레-	셸리	Shelley (Likely Percy Bysshe Shelley)
劉希夷	유희이	Yu Hŭi-i (Tang Dynasty Poet)
朝鮮	조선	Chosŏn (Korea)
多摩川	타마가와	Tamagawa (River in Japan)
春姬	춘희	Ch'unhŭi
墺太利	오스트리아	Austria
스타이나하	슈타이나흐	Steinach (Eugen Steinach)
孔孟	공맹	Confucius and Mencius

**Glossary**

여보게	여보게	Hey; Look here (addressing a peer, older form)
붓잡혓네	붙잡혔네	To be caught; possessed by (older spelling/form of 붙잡혔네)
大體	대체	Anyway; On earth; Generally
肺病	폐병	Tuberculosis; Lung disease
孤兒	고아	Orphan
不治	불치	Incurable
虛僞	허위	Falsehood; Lie; Deception
空想	공상	Fantasy; Daydream; Imagination
驚異的	경이적	Wondrous; Marvelous; Astonishing
産出	산출	Output; Product; Yield
架空的	가공적	Fictional; Fabricated; Imaginary
渾沌한	혼돈한	Chaotic; Confused
盲目的	맹목적	Blind; Mindless
司配하지	지배하지	To govern; control (archaic/uncommon usage for 지배하다)
耽讀하게	탐독하게	To immerse oneself in reading; read avidly
畢竟	필경	After all; In the end; Surely
享樂치	향락치	To enjoy; take pleasure in (older form/contraction of 향락하지)
虐主	학주	Tyrant; Oppressive ruler
悔改하다	회개하다	To repent
苦悶	고민	Anguish; Agony; Worry
容恕하다	용서하다	To forgive
槪念	개념	Concept; Idea
逆說	역설	Paradox
畸形兒	기형아	Deformed child; Malformed person (used figuratively here)
異端者	이단자	Heretic
酣醉하다	감취하다	To be intoxicated (by); be engrossed in
陳套	진투	Cliché; Conventionalism; Stereotype
恍惚境地	황홀경지	State of ecstasy; Rapture; Trance
倦怠	권태	Boredom; Tedium; Ennui
侮辱하다	모욕하다	To insult; humiliate
彷徨하다	방황하다	To wander; roam aimlessly
向上케 하다	향상케 하다	To elevate; improve; uplift (older causative form)
讚美者	찬미자	Praiser; Adulator
情思	정사	Illicit love; Affair
非常識的	비상식적	Unconventional; Contrary to common sense
道義	도의	Morality; Righteousness
因襲	인습	Convention; Custom; Tradition
凄悲	처비	Mournful sorrow; Pathos
涅槃	열반	Nirvana
淨化될	정화될	To be purified
稻穗	도수	Ear of rice
田園生活	전원생활	Pastoral life; Country life
澆季	요계	Decadent age; Latter days
都會病	도회병	Urban disease; Malaise of city life
罹病된	이병된	To be afflicted with (a disease); suffer from
老衰한	노쇠한	Aged; Decrepit; Senile
蛆蟲	저충	Maggot (구더기)
低能兒	저능아	Feebleminded child; Person of low intelligence (used pejoratively)
索莫한	삭막한	Desolate; Dreary; Bleak
蒙昧한	몽매한	Ignorant; Benighted
槿花	근화	Rose of Sharon (Hibiscus syriacus)
白頭翁	백두옹	Pasqueflower
蓮꼿	연꽃	Lotus flower (older spelling of 연꽃)
審美家	심미가	Aesthete; Connoisseur of beauty
模倣하엿다	모방하였다	To imitate; copy (older past tense form)
皮相的	피상적	Superficial
粗製하야	조제하여	To crudely manufacture/produce (older form of 조제하여)
殘虐	잔학	Cruel; Brutal
不逞漢	불령한	Scoundrel; Ruffian; Malcontent
酩酊해지며	명정해지며	To become intoxicated/drunk
-e 

---------------------------


잡지명	개벽 제14호
발행일	1921년 08월 01일
기사제목	未知의 世界(對話)
필자	林蘆月
기사형태	세태비평

未知의 世界
						林蘆月
第1部
讚皓. 여보게 무엇을 그리 생각하나. 또 色魔한테 붓잡혓네 그려.
炳鮮. 아-나는 大體 누구를 사랑하는고? 사람을 사랑함이 이러케도 熱烈할 수가 잇나. 모든 小說의 女主人公을 사랑하는가? 하-
讚皓. 그게 무슨 미친 말인가. 그리지 말고 어서 自白하게. 大體 相對者는 누군가. 올치 자네 집 主人딸일세 그려. 이름이 勝子던가?
炳鮮. 아니야. 나는 至今까지 자네를 속이어왓네. 내가 00子를 사랑한다는 말과 또는 내 母親이 生母가 아니라던가 또는 내가 方今 肺病에 걸리엇다던가 한 말은 다-거짓말일세. 하나 나는 정말 어미 업는 孤兒로서 또 不治의 病者로서 또는 누구의 戀人으로서 恒常 哀曲에 느끼는 愁人가운대서 살아왓다네. 이러한 生活을 虛僞라 할가. 아니어. 내게 限하여는 참生活일세. 나는 이가티 空想을 現實로 收集하며 現實을 空想으로 收集하네. 이것이 내 藝術이라네.
讚皓. 자네는 참말 虛僞家일세.
炳鮮. 자네는 空想을 虛僞로 아는가? 아니어. 空想처럼 創造的이고 驚異的은 업다네. 우리의 熱情을 태우는 許多한 藝術的 作品이 其實은 空想의 産出이 아니고 무엇이며 近代 生活을 極度로 懷疑와 悲哀에 들어가게 한 이는 『하무레트』란 架空的 人物이 아니고 무엇인가. 여보게 讚皓군. 이 渾沌한 人生을 盲目的인 運命의 制限을 밧고 本質的으로 不完全한 우리의 行爲를 모든 存在 中에 가장 抽象的인 生에서 空想과 想像을 排斥하야 어떠케 자네는 一層 永續的이고 一層 驚異한 것을 發見코저 하는고... 자네는 실상 空想 生活을 虛僞로 아는가. 아닐다. 失戀과 片戀이 實際의 사랑보다도 더-우리의 情熱을 高潮케 하는 것은 무슨 까닭인가. 여보게. 空想은 藝術家에게 實在가 되네. 자에가 神을 생각하는＜99＞ 것은 한 空想일세. 그러기에 神은 참말 存在가 되엇네. 자네는 善과 眞을 생각하는가. 이것도 한 공상일세. 하나 善과 眞은 方今 자네의 行爲를 司配하지 안는가. 이와 가티 一切의 存在는 空想的 心理的 存在가 아니고 무엇인가. 여보게 讚皓君. 聖者가 되고저 하는가. 그러면 마음을 沈靜시킨 後 釋伽傳 가튼 것을 耽讀하게. 그리면 자네는 釋伽와 가티 人生을 生老病死에서 救濟하기 爲하야 얼마나 慈悲한 눈물을 흘릴고. 자네는 또한 悲劇의 主人公이 되고저 하는가. 그러면 「엘텔의 悲哀」나 或은 「春香傳」을 읽게. 자네는 畢竟 深刻한 熱情의 全 存在를 다-바칠 터이지. 行爲는 實로 우리를 聖人이나 愛人이 되지 못하게 하네마는 空想과 想像은 우리로 하여금 聖人이 되게 하며 누구의 情人이 되게 하네. 實際의 悲劇 主人公은 아모 것도 享樂치 못하지마는 悲劇 觀光者는 모든 것을 享樂할 수가 잇다. 이럼으로 우리의 德行은 全혀 空想과 想像에 잇다 하네. 우리는 空想과 想像 가운대서만 모든 것을 美化할 수가 잇서. 우리가 萬若 羅馬의 「네로」時代에 산다하면 얼마나 「네로」를 미워할고. 그러나 想像 가운대서 「네로」를 批評할 때에는 이러한 虐主라도 同情할 수가 잇다. 그는 火災의 詩를 짓기 爲하야 『로마』 全市에 불을 질러 노앗다. 이는 全혀 藝術的 衝動에서 나온 無邪氣한 遊戱라 할 수 잇네. 그러나 「네로」가 高臺 우에서 『로마』市人의 울고 부르지즈는 소리며 華麗한 美術館과 公會堂이 다- 타지며 熾烈한 불은 朱珊瑚가티 가지가지로 일어나 『로마』 全市를 滅亡케 할 때에 「네로」는 반듯이 창황히 깨닷고 悔改하엿슬 것이다. 그리고 苦悶에 쌔운 뜨거운 눈물은 끈침업시 흘러 마츰내 「한우님」하고 自己의 罪를 뉘우첫슬 것일세. 이 때 「네로」가 흘린 深刻한 눈물은 能히 「네로」의 罪를 깨끗하게 씨츤 줄 밋네. 올아. 耶蘇가 萬人의 罪를 容恕한 點은 여긔에 잇다. 즉 罪人의 苦悶이 그 罪보다도 더-큰 것을 想像함에 잇다하네. 여보게 讚皓군. 藝術家 全體의 槪念은 全혀 空想과 想像에 잇서야만 되네. 아-空想은 俗人이 말하는 바와 가티 그러케 無價値한 것이 아니야.
讚皓. 자네의 말은 全혀 似而非한 逆說일세.
炳鮮. 眞正한 逆說은 超人의 眞理라네.
讚皓. 그래 자네는 社會를 害毒하는 罪人을 辯護한단 말인가. 자네가티 病的 畸形兒가 우리 朝鮮에 두 사람만 잇서도 亡하네 亡해...
炳鮮. 그러나 나는 病氣를 사랑해. 그는 우리의 想像力을＜100＞ 刺戟시키는 까닭이야. 그러나 나더러 病的이라고는 말게. 내가 病氣를 사랑함은 사랑햇지 決코 내가 病的은 아니야. 그리고 먼저 자네가 나더러 罪人을 辯護한다고 非難햇지마는...世上 사람들에게 惡人이라고 불리엇든 사람은 다-自己한테 忠直을 다 한 사람들이라네.
讚皓. 자네는 참말 眞理와 道德을 無視하는 異端者일세.
炳鮮. 人類社會에 進化란 法則이 잇는 以上에는 眞理道德은 恒常 否定이 된다네. 우리가 萬若 眞理를 求하랴면 그는 藝術 가운대서 求할 것이야. 藝術은 모든 存在 中에 가장 完全함으로 進化란 法則에 司配되지 안는다. 人類 會社가 如何히 變化할지라도 「하무레트」의 懷疑的 思想은 永遠히 不變할지며 耶蘇가 再臨하야 地上樂園을 建設한다 하여도 「소펭화-엘」이나 「떠쓰도에푸스키」의 悲觀的 思想은 그냥 不變할 것이다.
讚皓. 그러면 우리는 藝術을 爲하야 全 存在를 바처야 되겟나?
炳鮮. 자네가 美와 悲哀에서 永遠히 酣醉하랴면 毋論 그리하여야만 되네. 이에 비롯오 자네는 空間의 醜惡도 時間의 陳套도 다―이즌 後 가장 調和된 恍惚境地로 들어갈 수가 잇다. 이 驚嘆할 魔界가 우리의 靈魂을 完美의 理想境으로 들어가게 하는데 對하여 무엇을 躊躇하리요. 여보게 讚皓君. 至今도 그냥 現實과 妥協코저 하는가? 그는 全혀 失敗일세. 자네가 아모리 人生을 享樂코저 하지마는 人生은 우리에게 倦怠와 虛僞와 後悔를 주는 以外에 아모러한 幸福도 주지 못한다. 우리가 人生을 未製의 原料로 取扱하야 그 形을 變하며 새롭게 創造하기 前에는 決코 享樂할 수가 업서. 이에 비롯오 이 온 世界와 人類를 藝術化할 수가 잇다. 그리자 우리는 狂暴한 夢想에 依하야 驚嘆할 奇蹟을 行할 수가 잇지 안나?
讚皓. 그러면 藝術의 社會化에 對하야는 毋論 反對일세 그려.
炳鮮. 藝術의 社會化란 말은 藝術家를 全혀 侮辱하는 말일세. 藝術家가 참으로 自己의 創造한 世界가 잇다할진대 이러한 問題는 全혀 論議할 必要도 업지. 이러한 말을 하는 者는 아즉까지 自己의 살 世界를 創造치 못하고 五里霧中에서 彷徨하는 불상한 俗衆일세.
讚皓. 그러나 藝術을 爲하야 藝術은 人生을 害毒하지 안는가.＜101＞
炳鮮. 여보게 그는 誤解일세. 웨 그러냐 하면 어떠한 藝術이던지 行爲하고는 全혀 關係가 업는 까닭일세. 設或 잇다 하여도 藝術的 衝動에 依한 行爲는 斷定코 戱曲化가 되는 까닭에 어떠한 罪惡을 行하엿다 하여도 이는 全혀 無感覺的(罪惡에 對하여) 行動인 故로 그 罪가 그 사람을 害할 수는 업다. 차라리 藝術을 爲하야 藝術은 人生을 向上케 한다네. 웨 그러냐 하면 人生은 大槩 淸新한 驚異에 依하야 自覺하며 覺醒하며 改造가 되는 때문에...
讚皓. 자네가티 道德無視論者요 惡의 讚美者는 참으로 처음 보는 걸.
炳鮮. 여보게 우리가티 이 驚嘆할만한 時代에 난 사람은 할 수 잇는대로 모든 것을 躊躇치 안코 享樂하여야만 된다네. 우리의 靈魂을 奇異한 生命에 陶醉시킴으로써 幸福을 엇는다 主張하네. 내가 惡을 讚美함은 惡 그것 가운대 美와 驚異가 잇는 까닭일세. 내가 情思와 姦通을 讚美함은 여긔에 불과 가튼 情熱이 잇는 까닭일세.
讚皓. 그럴듯은 하네마는 자네의 말은 넘우 非常識的이 되어서 잘 알 수가 업네.
炳鮮. 누가 常識的을 조하하기에 그러나. 내게 對하여는 常識 구린내 나는 合理主義던가 嚴正한 論理만 是認하는 孔孟의 哲學이나 道學은 全혀 無用일세. 이는 다-우리의 發展을 拒否하며 自由를 束縛한다. 藝術家의 最大 目的은 단지 情調와 美의 創造야만 될지며 驚異와 悲壯과 絶對의 啓示야만 되겟네. 여보게 讚皓君. 우리는 족음도 躊躇함이 업시 道義의 剛性이나 因襲의 暴力에 눌리지 말고 淸新한 藝術的 情熱에 全 存在를 다 바치세.
讚皓. 자네의 말은 一種 魔術일세.
炳鮮. 여보게 우리가 高尙한 悲哀에 逢着할 때는 現實的 非常事가 아니요 우리 自身을 悲壯的인 夢幻에 던젓슬 때일세. 그는 廖寂한 밤에 개 짓는 소리를 들을지라도 人生을 弔喪하는 듯하는 一種 凄悲의 소리로 들리며 晩秋에 落葉影을 볼 때에도 그는 宇宙의 滅亡을 豫想하게 된다. 아- 讚皓君아!! 어두운 바위 구멍을 볼 때에는 우리 裸體의 羞恥를 가지고저 할지며 족음안 秘密의 谷間을 볼 때는 시원하게 울 생각이 날 것이요 그리고 暗夜를 當하면 별과 달을 利用하야 世界 끗까지 갈 생각이 날 것이요 그래서 荒凉한 뜰과 砂漠은 우리를 平安하게 葬死해줄 줄로 미들 것이다. 이러한 宇宙의 大悲哀를 體驗할 때 우리는 無限한 詩的 涅槃을 깨닷는다.＜102＞ 이러케 高尙한 悲哀가 우리를 害할 줄 아는가. 아닐다. 우리는 이러한 悲哀에 依하야 다시 淨化될 수가 잇다. 그러나 現實은 容恕업시 이러케 高尙한 悲哀에서 우리를 끌어내서 絶望과 苦痛을 가지고 代身한다. 아-우리는 모든 것을 爲하야 藝術로 向하여야만 되네. 藝術은 우리를 無限히 幸福시킨다. 藝術은 모든 存在 中에 가장 鑑賞키가 쉽다네.

第2部
