**Header Section:**
Magazine Title: 삼천리 제12권 제8호
Publication Date: 1940년 09월 01일
Article Title: 名畵의 印像 (Impressions of Masterpiece Films)
Author: 白鐵 (Paek Ch'ŏl), 李軒求 (Yi Hŏn-gu), 朴基采 (Pak Ki-ch'ae)
Article Type: 문예기타 (Arts/Culture Miscellaneous)

**Body Text Translation:**

Impressions of Masterpiece Films
Joyful Youth
Critic Paek Ch'ŏl

Among the films I have seen in recent years, the one that left the deepest impression on me was the French film "Joyful Youth" (즐거운 靑春).
This might not be because the work depicted a joyful youth as its cheerful title suggests, but rather because, betraying the title and the expectations of the general audience, it depicted the most miserable youth.

However, it's not simply about the content, or whether the subject matter taken as content was joyful youth or miserable youth. Rather, what compels us to admire this work seems to be its intellectual value. That is to say, through this work, the creator expressed the tragedy of intellectual life truly vividly and cruelly. This is not to say that intellectual life, viewed objectively, is the most rational and wise, thus its value lies necessarily in overcoming all non-intellectual life, nor does this work contain even a shred of the meaning that intellectual life is happy.

However, no matter how unpleasant, unhappy, and miserable the content of this work may be, <172> there is something that instills great conviction in us throughout viewing it. That is, even in cases where intellectual life cannot help but be defeated by other ways of life, we are always made to believe that the intellectual approach is right and to trust in its victory. Furthermore, the creator themselves set the theme that this intellectualism must achieve ultimate victory.

We don't know how the direction of French films will change now that France has been defeated in this Second World War, but it seems that the common worldview among France's top cultural figures until now lay in trusting the intellectual. The declaration by a writer like Valéry (바레리-) that humanity's final religion lies in intellectual union is thought to have arisen from such a worldview trusting the intellectual, and the formation of the so-called Intellectual Association (知的協會) years ago, centered around Parisian cultural figures, is also considered deeply interesting in that respect. This work, "Joyful Youth," was also one of the outstanding works belonging to such an intellectual system. The creator is convinced of life's victory through the intellectual. In this work, contrasting with the sentimental and weak male protagonist who cannot bear the excessive circumstances around him and commits suicide, the female protagonist endures the miserable tragedy, overcomes it, and goes on to succeed as a scientist—this life truly faithfully expressed the shining value of intellectual life. And it is thought that works depicting the intellectual in this way were simultaneously the most cutting-edge and central works of French cinema up to now.

Compared to this work, the German film "Life's Mockery" (人生의 愚弄), recently released in Kyŏngsŏng (京城), was a work of good contrast, similar in subject matter but opposite in direction.
The female protagonist makes a mistake at the very beginning of her journey in life, causing both the man and the female protagonist to suffer, which is a very good trend up to that point, but the failure to handle this suffering rationally was a critical flaw that turned this work into a failure (駄作). Of course, the creator initially set the female protagonist and the male protagonist in opposition, presenting the male protagonist first as a model of a rational person (理性人) and even hinting at granting him superiority, <173> but ultimately concluded with the defeat of that reason. The dialogue in the work, especially the male protagonist's advice to the female protagonist, "Life's experiences—even failed ones—can become good lessons for life if used rationally," or the old servant's words, "Change your expression and make a fresh start," are very meaningful lines, yet none of them were ultimately brought to life. That is, this creator did not utilize the superiority of reason as the theme of this work.

Perhaps some might say that therein lies the characteristic of German cinema, but I believe the strength of German works lies not in such passive points but in other aspects. For example, "Until the Last Soldier" (최후의 一兵까지) is a work where the characteristics of German cinema effectively appeared.
In the conversation about Major Linden (린덴 少佐), who is drawing up plans in the general staff office, there's a line: "Major Linden's plan has now become a part of his flesh and blood. He cannot rest until he puts it into practice." Likewise, the willful execution of one's convictions permeates this entire work, which takes the all-out offensive of the so-called "Michael Plan" (미히야에루 계획) as its theme.
When this Michael Plan succeeded, the commander's words, "Our value should be measured not by the magnitude of victory but by the depth of sacrifice," were lines that resonated with truth.

Generally, when we watch foreign films, we can distinguish three types. First, like the aforementioned French films, there is admiration for the intellectual and cultured aspects. Second, in German films like "Burgtheater" (부르-그劇場), there is admiration for the character-driven, willful aspects. Third are American films, for example, thrillers like "Hurricane" (하리켄) or "Test Pilot" (테스트 파이롯트), and the recent series of suspenseful crime stories like "Trade Winds" (貿易風), and other gangster films (깽영화). Among these, what the so-called intellectual audience prefers seems to be French cinema. Indeed, the number of French masterpieces that have captivated us in recent years, from "Paris Festival" (巴里祭) to the recent "Travelling People" (旅行하는 사람들), has been truly considerable.

As an aside, I watched the recent screening of Olympia Part 1, "Festival of Nations" (民族の祭典), with great emotion. The excellence of this film lies not merely in chronicling the scenes of the games as a documentary but in connecting the athletes and the audience, unifying them, and featuring a protagonist figure like Hitler (히틀러-) amidst it all. Above all, it lay in Ms. Riefenstahl's (레니 여사) impartial directorial spirit towards the athletes of each nation. <174>

Seven Days' Leave · Festival of Nations
Critic Yi Hŏn-gu

"Seven Days' Leave" (7日間의 休暇) is one of the very flavorful American films I've seen recently. Perhaps because the original work is by the modern British playwright J.M. Barrie (젬스·배리-), it somehow feels like watching a modern play in a small theater. The number of characters is extremely small, and although it takes war as its subject, it doesn't exude the smell of war at all—rather, the exquisite skill in harmonizing war with human life or psychology was abundant. Human loneliness—the earnest and pressing emotion of wanting to experience being treated as a human being and even feel affection throughout one's life—the female protagonist in this work, a woman who has spent her entire life as a maid without tasting the warmth of human kindness, finds that when war breaks out, others live in the overwhelming glory of having offered their sons to the country and the pride of one person giving their life, while she alone has no way to do anything with her own self. She arbitrarily adopts a hero from the front lines reported in the newspaper as her son, yet to this hero whom she neither knows nor has seen (played by Gary Cooper (게-리·쿠-퍼)), she camouflages herself as a beautiful woman from London (론돈), sending letters and gifts, pouring out her affection... In this way, the work unfolds in extreme quietness, without a single loud noise.
The dramatic atmosphere that arises after the imaginary son returns to London, the gradual and natural development of the shift in the degree of affection—without loudly debating human feelings or dragging events around ostentatiously, this play is presented most simply and naturally in some London basement. It's likely not often that a work allows one to perceive life's genuine humor so well, achieving suitability among the director, original author, and lead actor.

Festival of Nations (民族の祭典)
This is a work already being loudly talked about in Korea (朝鮮). This work possesses immense popular appeal, that is, promotional value. Frankly, what I felt at this screening were the collection of Hitler's (히틀러-) expressions, the swift feet of athlete Son Ki-jŏng (孫基禎) running, Owens' (오웬스) tense and anxious excitement just before the start, the tension, and the emotionally moving scenes I feel today seeing the Polish (波蘭) female discus thrower among athletes from countries like Poland and Hungary (洪牙利).
I don't want to lavish praise <175> unduly on Ms. Riefenstahl's (리-펜스탈 여사) dedicated efforts in mobilizing hundreds of cameras to capture this much of the expression of moving power in this global dramatic spectacle.
However, I wonder if the film might have achieved perfection as a documentary had the mix-up between its documentary and dramatic film aspects been resolved, or if the characteristics of the expressions of the cheering crowds from various countries or various snapshots of the audience had been brought out more. Of course, the dominating sense of superiority of the German spirit—the Nazi spirit—manifested in this film must have led to it bearing the title "Festival of Nations." One can gain from this film the pleasure of momentarily forgetting everything else and gazing at the expression of vibrant bodies. It is a work to be praised along with the healthy sensibilities of modern people who can laugh, frown, despair, and feel anxious along with Hitler's various expressions.

Prison Without Bars
Film Director Pak Ki-ch'ae

When I watch a film, regardless of what others say, if I myself am moved, stimulated, and the film remains in my memory, then for me, that film cannot be anything but a masterpiece.
There are more than one or two such memorable films, but among them, I choose to discuss the recently screened "Prison Without Bars" (鐵窓 없는 監獄).
"Prison Without Bars" is the second film by Léonide Moguy (레오니-드·모기), who suddenly appeared like a comet in the French film world from which René Clair (루네그레-르?) and Jacques Feyder (작크페-데?) had disappeared.
In this film, I saw the beautiful realization of spirit centered on powerful education through affection, something I hadn't seen in French films until now, and I saw that the view of life and society expressed therein, while being a new creation, was firmly pressed against stark reality.
The theme of this film is to make the protagonist, Yvonne (이본누), the new head of a reformatory (感化院), <176> walk a path most humanly unfortunate, away from the prescribed ordinary happiness of humans.
Until now, the scope depicted by French films, while pursuing humanity, never quite reached society. In order to pursue humanity, society was abstracted, humans placed within it, and slowly analyzed, so the eventual result of analysis and pursuit was limited only to humanity, forgetting criticism of society.
However, "Prison Without Bars" can be called a film that pursued criticism of society while also pursuing humanity.
The two main characters of this film are Yvonne, the head of the reformatory, and Nelly (네리-), a girl in the reformatory. Yvonne is the essential protagonist, and Nelly can be called the protagonist in terms of action, meant to depict the main character.
There were many differing opinions circulating about the content of this film, but from this film, I learned how precious youth is to life, and also how important education through affection is.
Even if Yvonne's tragedy was not a great social tragedy but merely a human one, this specificity of pursuing social issues was a rare sight in French cinema.
Human good and evil are determined by the environment; they are by no means determined innately.
That the happiness of Nelly, in her most sensitive girlhood, was determined was also a beautiful sacrifice of the human spirit stemming from Yvonne's education through affection.
Initially, regarding the positions of happiness for Yvonne and Nelly, the world acknowledged Yvonne's happiness but did not acknowledge Nelly's.
Happiness is hard to grasp but easy to let slip away. <177>
Nelly arduously grasped the happiness that easily slipped away from Yvonne.
However, in this film, when Nelly's new happiness was determined and Yvonne's lonely youth was defined, I sympathized more with Yvonne's lonely youth than congratulated Nelly's happiness.
The reasons this film succeeded were its uniqueness in taking a reformatory as its subject and director Léonide Moguy's coolness, affirming the tragedy of the film's protagonist to an extent unseen in previous French films.
As an 18-year-old girl who graduated from Lemonnier's(?) acting school last year and appeared for the first time in "Prison Without Bars," she debuted with an innate fresh charm and splendid acting that other actresses up to now could not follow.
Encountering an actress like Corinne Luchaire (코린느르셀) in this film was also a great joy for me. -End- <178>

**Summary**

This 1940 article compiles reviews of several foreign films by three Korean critics: Paek Ch'ŏl, Yi Hŏn-gu, and Pak Ki-ch'ae. Paek Ch'ŏl discusses French intellectualism in "Joyful Youth" and contrasts it with German emotionalism/willpower in "Life's Mockery" and "Until the Last Soldier," favoring the French style. Yi Hŏn-gu praises the subtle humanism of the American film "Seven Days' Leave" and comments on the powerful visuals and Nazi propaganda elements in the German documentary "Festival of Nations." Pak Ki-ch'ae analyzes the French film "Prison Without Bars," highlighting its focus on education through affection and its rare engagement with social issues alongside human psychology. The critics collectively reflect on perceived national characteristics in filmmaking (French intellectualism, German willpower, American thrills/sentiment) and express preferences, particularly for French cinema among intellectuals. For historians, this article offers a valuable glimpse into Korean intellectual life under Japanese rule, showing engagement with international culture (specifically European and American cinema) and the formation of cultural critiques reflecting contemporary global events (WWII, Nazism). The specific mention of Son Ki-jŏng in "Olympia" and the general discussion of national traits in art provide insight into colonial-era Korean perspectives on identity, culture, and the outside world.

**Named Entities**

白鐵	백철	Paek Ch'ŏl
佛蘭西	프랑스	France
巴里	파리	Paris
京城	경성	Kyŏngsŏng
獨逸	독일	Germany
린덴 少佐	린덴 소좌	Major Linden
미히야에루	미하엘	Michael
히틀러-	히틀러	Hitler
레니 여사	레니 여사	Ms. Riefenstahl
李軒求	이헌구	Yi Hŏn-gu
英國	영국	Britain
젬스·배리-	제임스 배리	J.M. Barrie
美國	미국	America
게-리·쿠-퍼	게리 쿠퍼	Gary Cooper
倫敦	런던	London
朝鮮	조선	Chosŏn
孫基禎	손기정	Son Ki-jŏng
오웬스	오웬스	Owens
波蘭	폴란드	Poland
洪牙利	헝가리	Hungary
리-펜스탈여사	리펜슈탈 여사	Ms. Riefenstahl
朴基采	박기채	Pak Ki-ch'ae
루네그레-르	르네 클레르	René Clair
작크페-데	자크 페데	Jacques Feyder
레오니-드·모기	레오니드 모기	Léonide Moguy
이본누	이본	Yvonne
네리-	넬리	Nelly
코린느르셀	코린 뤼셰르	Corinne Luchaire

**Glossary**

近年	근년	Recent years
印像	인상	Impression
名畵	명화	Masterpiece film
靑春	청춘	Youth
評論家	평론가	Critic
탓	탓	Reason, fault, cause (used idiomatically)
소재	소재	Subject matter, material
知的	지적	Intellectual
가치	가치	Value
비극	비극	Tragedy
극명하게	극명하게	Vividly, clearly
잔학하게	잔학하게	Cruelly
합리적	합리적	Rational
현명한	현명한	Wise
非知的	비지적	Non-intellectual
극복하는	극복하는	Overcoming
함을며	하물며	Moreover, furthermore (older form of 하물며)
조곰도	조금도	Not even a little (older form of 조금도)
始終	시종	Beginning to end, throughout
신념	신념	Belief, conviction
아모리	아무리	No matter how (older form of 아무리)
패배되지	패배되지	Be defeated
정당하고	정당하고	Is right, is just
승리	승리	Victory
최후의	최후의	Final, ultimate
얻지 않으면 안된다는데	얻지 않으면 안 된다는 데	In the point that it must be obtained (older grammatical structure)
敗北	패배	Defeat
今後	금후	Hereafter, from now on
방향	방향	Direction
최고	최고	Highest, top
문화인	문화인	Cultural figure, person of culture
공통적	공통적	Common
세계관	세계관	Worldview
신뢰하는	신뢰하는	Trusting
선언	선언	Declaration
이른바	이른바	So-called
協會	협회	Association
결성	결성	Formation
중심하게	중심하게	Centering on (older form, now 중심으로)
體系	체계	System
우수한	우수한	Excellent, outstanding
확신하는	확신하는	Being convinced
성격	성격	Personality, character
感傷的	감상적	Sentimental
약한	약한	Weak
주위	주위	Surroundings
과중한	과중한	Excessive, too heavy
事情	사정	Circumstances, situation
못견디고	못 견디고	Unable to endure
자살	자살	Suicide
일면	일면	One aspect, one side
대립하여	대립하여	In opposition to, contrasting with
인내하고	인내하고	Enduring, persevering
익여 나가서	이겨 나가서	Overcoming and advancing (older form of 이겨)
과학자	과학자	Scientist
성공하는	성공하는	Succeeding
충실히	충실히	Faithfully
표현한	표현한	Expressed
최첨단	최첨단	Cutting edge, forefront
중심	중심	Center, core
비교해서	비교해서	Compared to
최근에	최근에	Recently
封切된	봉절된	Released (film)
取材	취재	Subject matter, material gathering
유사하면서도	유사하면서도	While being similar
반대되는	반대되는	Opposite
好對照	호대조	Good contrast
출발한	출발한	Started out, departed
장면	장면	Scene
일차	일차	Once, first time
실수	실수	Mistake
고민하고	고민하고	Worrying, agonizing
경향	경향	Tendency, trend
이성적	이성적	Rational
살니지	살리지	To make use of, bring to life (older form of 살리지)
駄作	타작	Failed work, poor piece of work
중대한	중대한	Serious, critical
결함	결함	Flaw, defect
위선	우선	First of all, for now (used here as 우선)
型	형	Type, model
내세우고	내세우고	Putting forward, presenting
우위	우위	Superiority
許하는	허하는	Allowing, granting
암시	암시	Hint, suggestion
보혔으나	보였으나	Showed, but (older form of 보였으나)
결국	결국	Eventually, in the end
결말	결말	Conclusion, ending
작중	작중	Within the work (play, film)
다이아-로-그	다이얼로그	Dialogue
충고하는	충고하는	Advising
늙은	늙은	Old
下僕	하복	Servant
표정	표정	Facial expression
고처	고쳐	Fixing, changing (older form of 고쳐)
재출발	재출발	Restart, new beginning
대화	대화	Conversation, dialogue
주제	주제	Theme, subject
않었든	않았던	Did not (older past tense form)
특색	특색	Characteristic, distinctive feature
소극적	소극적	Passive
방면	방면	Area, aspect
예를 들면	예를 들면	For example
효과적	효과적	Effective
참모부	참모부	General staff office
계획	계획	Plan
세우고	세우고	Establishing, setting up
혈육	혈육	Flesh and blood
일부분	일부분	A part
실천해	실천해	Putting into practice
백이지	배기지	Cannot stand, cannot bear (older form/dialect?)
소신	소신	Belief, conviction
실행하는	실행하는	Executing, carrying out
의지적	의지적	Willful, volitional
總攻擊戰	총공격전	All-out offensive battle
全面篇	전면편	Entire volume/work
貫流한	관류한	Flowing through, permeating
사령관	사령관	Commander
대소	대소	Magnitude (large or small)
희생	희생	Sacrifice
深淺	심천	Depth (deep or shallow)
헤아리야	헤아려야	Should measure, should consider
진리	진리	Truth
대사	대사	Line (in a play or film)
대체로	대체로	Generally, on the whole
외국	외국	Foreign country
갈너서	갈라서	Dividing, separating (older form of 갈라서)
몬저	먼저	First (older form of 먼저)
교양	교양	Culture, refinement
感服	감복	Admiration, being deeply impressed
성격적	성격적	Character-based
스릴	스릴	Thrill
일련의	일련의	A series of
사스펜스	서스펜스	Suspense
범죄	범죄	Crime
기타	기타	Etc., others
깽영화	갱영화	Gangster film
지식층	지식층	Intellectual class
관중	관중	Audience, spectators
미혹시켜온	미혹시켜온	Have captivated, have fascinated
試寫	시사	Preview screening
오림피아	올림피아	Olympia
民族	민족	Nation, people, ethnic group
祭典	제전	Festival
감격	감격	Deep emotion, being moved
단순히	단순히	Simply, merely
기록영화	기록영화	Documentary film
경기	경기	Game, match, competition
광경	광경	Scene, sight
追描하지	추묘하지	Tracing, depicting (older form?)
聯絡시켜서	연락시켜서	Connecting
통일시키는	통일시키는	Unifying
등장시킨	등장시킨	Made appear, featured
무엇보다도	무엇보다도	Above all
공평한	공평한	Fair, impartial
監督精神	감독정신	Directorial spirit
休暇	휴가	Leave, vacation
滋味있는	자미있는	Flavorful, interesting
原作	원작	Original work
근대	근대	Modern times
극작가	극작가	Playwright
小劇場	소극장	Small theater
구경하는	구경하는	Watching, viewing
느낌	느낌	Feeling, sense
등장하는	등장하는	Appearing (character)
少數	소수	Small number
취재하였어도	취재하였어도	Even though it took as subject matter
풍기지않은채	풍기지 않은 채	Without exuding (a smell, atmosphere)
인간생활	인간 생활	Human life
心理	심리	Psychology
합치시킨	합치시킨	Harmonized, made consistent
묘미	묘미	Exquisite charm, subtle beauty
충분하였다	충분하였다	Was sufficient, was abundant
고독	고독	Loneliness
일생	일생	Lifetime
대접	대접	Treatment, reception
애정	애정	Affection, love
절실하고도	절실하고도	Earnest and
치바치는	치받치는	Surging up (emotion)
감정	감정	Emotion, feeling
하녀	하녀	Maidservant
이렇다할	이렇다 할	Notable, particular
인정	인정	Human warmth, kindness
바첬다는	바쳤다는	That (they) offered/dedicated
벅찬	벅찬	Overwhelming
光榮	광영	Glory, honor
목슬	목숨	Life (older form of 목숨)
자랑	자랑	Pride, boast
스사로	스스로	Oneself (older form of 스스로)
新聞紙上	신문지상	In the newspaper
戰線	전선	Battlefront
勇士	용사	Brave warrior, hero
삼고	삼고	Considering as, making into
알도 보도 못한	알도 보도 못한	Neither known nor seen
役	역	Role (acting)
아름다운	아름다운	Beautiful
여인	여인	Woman
카무풀라-쥬	카무플라주	Camouflage
편지	편지	Letter
선물	선물	Gift
보내여	보내어	Sending (older form of 보내어)
愛撫	애무	Caress, affectionate touch
情	정	Affection, feeling
고요한	고요한	Quiet, calm
풀려저	풀리어져	Unfolds, is resolved (older form of 풀리어져)
假想	가상	Imaginary, hypothetical
以后	이후	After
생기는	생기는	Arising, occurring
劇的	극적	Dramatic
분위기	분위기	Atmosphere
자연스럽게	자연스럽게	Naturally
차차로	차차로	Gradually
전개되여	전개되어	Developing (older form of 전개되어)
度	도	Degree
전환	전환	Shift, change
소리처	소리쳐	Shouting (older form of 소리쳐)
논하지	논하지	Discussing, debating
거치장스럽게	거추장스럽게	Cumbersomely, ostentatiously
사건	사건	Event, incident
끌고다니지	끌고 다니지	Dragging around
지하실	지하실	Basement
연극	연극	Play, drama
소박한	소박한	Simple, plain
전시된다	전시된다	Is displayed, is presented
감독	감독	Director
主演者	주연자	Lead actor/actress
적합	적합	Suitability, appropriateness
진실한	진실한	Genuine, true
유-모어	유머	Humor
感得케한	감득케 한	Made perceive/realize
宏壯히	굉장히	Grandly, greatly (older spelling)
떠들어	떠들어	Making noise about, talking loudly
대중적	대중적	Popular, mass-oriented
선전가치	선전 가치	Promotional value
卒直히	솔직히	Frankly, honestly (older spelling)
駿足	준족	Swift feet
긴장하고도	긴장하고도	Tense and
초조한	초조한	Anxious, impatient
스타트	스타트	Start
직전	직전	Just before
흥분	흥분	Excitement
圓盤投彈	원반 투탄	Discus throw (투탄 = throwing bomb/grenade, used for throw)
씨인	신	Scene
맹글기	만들기	Making (older form of 만들기)
百臺	백대	One hundred units (cameras)
움지기는	움직이는	Moving (older form of 움직이는)
收路한	수록한	Recorded, captured
혼신적	혼신적	Whole-hearted, all-out
노력	노력	Effort
區區히	구구히	Petty, trivial / individually (used here more like unduly/excessively?)
讚辭	찬사	Praise
너러놓고 십지는 않다	늘어놓고 싶지는 않다	Do not want to list/ramble on (older forms)
다만	다만	However, only
극영화적	극영화적	Dramatic film-like
구성	구성	Composition, structure
혼돈된	혼돈된	Confused, mixed up
응원군중	응원 군중	Cheering crowd
特長	특장	Strong point, merit
스냅	스냅	Snapshot
살었드라면	살았더라면	If it had been brought to life (older form)
완벽	완벽	Perfection
나타난	나타난	Appeared, manifested
獨逸魂	독일혼	German spirit
나치스魂	나치스혼	Nazi spirit
制覇的	제패적	Dominating, conquering
우월감	우월감	Sense of superiority
드듸여는	드디어는	Finally, eventually (older form of 드디어는)
타이틀	타이틀	Title
질머지고	짊어지고	Bearing, shouldering (older form of 짊어지고)
