Magazine Title: 삼천리 第12卷 第8號
Publication Date: 1940년 09월 01일 (September 1, 1940)
Article Title: 朝鮮의 文學과 美術工藝, 柳宗悅·秋田雨雀 兩氏의 對話錄 (The Literature, Art, and Crafts of Chosŏn: A Dialogue Between Mr. Yanagi Sōetsu and Mr. Akita Ujaku)
Article Type: 대담·좌담 (Dialogue/Roundtable Discussion)

Reporter - One evening in Tokyo, we invited Mr. Yanagi Sōetsu, a former professor at Tōyō University, and Mr. Akita Ujaku, the leader of the Shinkyō Theatre Troupe (新協劇團), both of whom have a deep interest in the literature, art, and crafts of Chosŏn (朝鮮), to hear their conversation. This transcript is a record of that evening.

Akita Ujaku - Mr. Yanagi, you have traveled to Chosŏn many times, haven't you?

Yanagi Sōetsu - Yes, several times. I had an interest in researching Chosŏn, but I also have personal connections. My sister is married to an administrative official in the Government-General (總督府). Also, it was a while ago, but when I first wrote about Chosŏn in the Yomiuri Shimbun (讀賣新聞), I made many Chosŏn friends.

Akita - Are the old craft items and such well preserved?

Yanagi - Governor-General Terauchi (寺內總督) was quite interested in art, you see. He undertook the repair of Sŏkkuram (石窟庵), the publication of books about historical sites, and the construction of museums. Thanks to the efforts of subsequent Governors-General and the Office of the Yi Royal Family (李王職), things have been relatively well preserved, but items from the Yi Dynasty (李朝時代) period have been largely neglected (閑却). That's why I once established a small Chosŏn Folk Art Museum (朝鮮民族美術舘) in Chipkyŏngdang (緝敬堂) behind the Government-General building and gathered a small collection there.

Akita - I've heard much about that. By the way, what are the characteristic features of Yi Dynasty items?

Yanagi - Koryŏ (高麗) items are of the celadon (靑磁) type, and entering the Yi Dynasty, under the influence of Ming (明), (122) underglaze blue porcelain (染付) using natural cobalt (吳州) developed. Besides that, techniques like firing to produce red color, known as *chinsha* (辰砂), and using iron to create black color developed. These also exist in China (支那), but they were perfected during the Yi Dynasty. Generally, items from before the Yi Dynasty are few. There are no Silla (新羅) paintings other than those in ancient tombs (古墳).

Akita - Why were they not preserved so well?

Yanagi - Preservation is poor. While paintings might get damaged by being exposed to rain, generally, Chosŏn people have little interest in artifacts (器物). Wouldn't the reason be that old artifacts mostly come from tombs (墓)? Chosŏn people have a custom of disliking bringing things from inside a tomb into their homes. Another reason is that since the Yi Dynasty, artifacts were made by the hands of lowly craftsmen (職人), so they were not considered precious (尊貴). Recently, Chosŏn people have taken an interest in these old items, and many collectors (蒐集家) have emerged. Generally, such work, for convenience of investigation and other reasons, should be done by local people. Because there were good things in the old times, meaning Chosŏn had the power to produce good things, I believe it is our duty as friends to research how this power can be developed. For that reason, we must investigate what kind of work current Chosŏn is doing, what level of capability it has, what materials are available, and what exists in which region.

Akita - I understand the greatness of the Chosŏn people's artistic production capability, but do they have the power to create new things in the future?

Yanagi - The techniques (手法) remain. There is no place that preserves tradition like Chosŏn. Therefore, they should have the power to create new things based on the old. However, in the current state, it is somewhat difficult to develop it as an industry. Mass production is not possible, and production is not systematic. For industrial development, the Provincial Office (道廳) should provide protection. Even if Chosŏn people try to make things assimilated to the Mainland (內地化), it won't work. They will lose in the competition. They must make Chosŏn-style things systematically.

Yanagi - By the way, what connection (123) brings you to have an interest in Chosŏn?

Akita - About 40 years ago now, after Kim Okkyun (金玉均) came, many Chosŏn exiles came to the Mainland (內地). I was 16 or 17 at the time and was associated with a couple of politicians, so I had opportunities to interact with these exiles, and they were very fine people. Of course, there were many Mainland people (內地人) who sympathized with Chosŏn and Chosŏn people from a humanitarian standpoint, but among them were also people who interacted for policy reasons. Both aspects became known even to my young mind, to the point where I felt righteous indignation (義憤). Much later, I interacted with young people who came to study theatre. Hyŏn Ch'ŏl (玄哲), the founder of Chosŏn's New Theatre (新劇), came to Shimamura Hōgetsu's (島村胞月) Art Theatre (藝術座) to study acting, but because his national language (國語 - Japanese) wasn't sufficient, he was given non-speaking roles on stage. He was smart, and upon returning to Chosŏn, he started the New Theatre. At the Tsukiji Little Theatre (築地小劇場), people like Hong Haesŏng (洪海星) came and stayed. Through interaction with such individuals, I newly developed an interest in Chosŏn. During the time when tendency thought (경향적 사상 - likely referring to proletarian/leftist thought) influenced theatre or literature, there were many young writers, and I felt the same way about those youths as I did about the earlier exiles. At that time, the youths on the Mainland and those from Chosŏn often discussed each other's flaws, but ultimately, it didn't go beyond confessing the flaws they themselves possessed, and I realized that the good and bad points of their characters were remarkably similar.

Due to these experiences, while I longed to go to Chosŏn, I never had the chance. Even when I went to Russia (露西亞) for theatre research, I just passed through Chosŏn. I remember a young Mainland Christian bringing weeds from Chosŏn onto the train, which I took all the way to Russia. Recently, when the "Tale of Ch'unhyang" (春香傳) was staged, I went to Chosŏn for the first time in the capacity of a leader to see it.

Yanagi - Then, did you see Namwŏn (南原)?

Akita - No. It's regrettable that I couldn't go. Rather than just gaining interest in Chosŏn after visiting, I came to think more deeply about Chosŏn. I am now reading the Nihon Shoki (日本書紀) and other texts, investigating the relationship between the Mainland and Chosŏn, and it is gratifying that new literature has recently sprung up (勃興) in Chosŏn. I believe this will provide good stimulation (刺戟) to the Mainland. I am very pleased to have discovered that Chosŏn people possess literary creativity, an eye for observing life directly, and excellent methods of expression. (124)

Yanagi - The relationship between the Mainland and Chosŏn seems to have been deep since ancient times.

Akita - Yes, although predecessors have already done this work, if you read the classics carefully (丹念히), for example, even reading the Nihon Shoki, it appears the ethnic and cultural relationship between the Mainland and Chosŏn is much deeper than previously vaguely thought. Even based solely on what appears in those documents, one can clearly see how ancient Mainland culture received the blessings of Chosŏn culture. Reading the Nihon Shoki, the Man'yōshū (萬葉集), etc., there are words one simply cannot understand. Only later, by checking (照會) them against the Chosŏn language, did I finally understand them. There are many places in the classics where the Chosŏn language is recorded as is. This, needless to say, indicates (示하고) the deep relationship with Silla (新羅), Paekche (百濟), and Koguryŏ (高句麗). Not only in records, but—this is your specialty—there is almost nothing among ancient tombs (古墳) and other remains that doesn't show Chosŏn's influence. The depth of the relationship between the Mainland and Chosŏn is beyond our imagination. Leaving ancient times aside, even looking at modern life relations, isn't it our feeling that we sense a kind of solidarity, like something of our own, which we cannot critique with a cool head? Culturally, it goes without saying, but the exchange between Chosŏn and the Mainland becoming the foundation of life in a broad sense provides good social stimulation as well. When I traveled in Chosŏn, there was the issue of language, and I once had a roundtable discussion with young literary figures where Chosŏn writers debated whether to write works in the national language (國語 - Japanese) or the Chosŏn language (朝鮮語). My personal thought is that Chosŏn's culture and language must be preserved, and furthermore, good literature must be produced through them. Recently, three books came into my hands: "Representative Collection of Chosŏn Short Stories" (朝鮮小說代表作集), "Selected Works of Chosŏn Literature" (朝鮮文學選集) Volume 1, and Mr. Yi Kwangsu's (李光洙) "Kasil" (嘉實). I read them at the bedside (枕頭) while nursing a patient and found them very comforting. Reading Mr. Yi's "Kasil," I thought of Tolstoy's "Prisoner of the Caucasus." Mr. Yi's style (作風), thought, and tendencies are considerably criticized, but I think his idea of letting the common people (民衆) appreciate literature through very plain words and elevating the morality (道義) of the masses is a good one. Reading the works of other writers, the impression I got is that Chosŏn's current literature has gone through extraordinary agony and has perhaps reached a time of having an active spirit aimed at establishing literary methods or techniques. The current literature of the Mainland also has its good points, but overall, pure literature (純文學) is, in a (125) sense, heading towards a period of decline (衰退期). There is a sense that writers view life too casually.

Compared to that, reading the works of young Chosŏn writers gives a sense of making one straighten one's collar. I wonder if a time might come when Tokyo literature, even if not guided by Chosŏn literature, will receive good stimulation from it. Through the understanding of art, I keenly feel (痛感) the joint mission (共同使命) of the Mainland and Chosŏn.

Yanagi - In crafts too, the relationship between the Mainland and Chosŏn is deep. Among the old items from the Suiko period (推古時代), especially those related to Buddhism (佛敎), the ones designated as National Treasures (國寶) are mostly Chosŏn items. The Kudara Kannon (百濟觀音 - Paekche Avalokiteśvara) at Hōryū-ji (法隆寺), the Kannon in the Yumedono (夢殿), the Miroku Bosatsu (彌勒菩薩 - Maitreya Bodhisattva) at Chūgū-ji (中宮寺)—these are almost all Chosŏn items.

Among crafts, paper is one such example; its first transmission was to Iwami Province (石見國) in the San'in region (山陰). Pottery is also like that, but perhaps the craft items on the Mainland most influenced are fired vessels (土器, 磁器 - earthenware, porcelain). Earthenware and porcelain existed on the Mainland from long ago, but earthenware/porcelain-like things began to appear from the time of Toyotomi Hideyoshi (豊臣秀吉). That's because many potters (陶工) were brought over during the Chosŏn campaigns (朝鮮役). Hideyoshi was apparently a man of great taste (風流人), and it's said the Chosŏn campaigns had two objectives. One was wanting to obtain the Tripitaka (大藏經), and the other seems to have been a desire for tea bowls (茶碗). This sounds like a fabrication, but seeing that only potters were brought back as captives, it seems impossible to dismiss it entirely as false. These captives were made to produce tea bowls in the domains (藩) of Kyūshū (九州), which is why there are many in the vicinity of Satsuma (薩摩), Hizen (肥前), and Bizen (倍前 - *likely Bizen*). In Hagi (荻) in Yamaguchi Prefecture (山口縣), Kōrai Saeibyōe (高麗左衛兵) [transmitted techniques], and in Kyūshū, Yi Sam-p'yŏng (李叅平) transmitted the art of overglaze enameling (色漆), which became the famous Imari (伊萬里) ware enameling. The tea bowls we use for meals today are mostly influenced by Yi Sam-p'yŏng. Five or six Chosŏn people who were taken as far as Kagoshima (鹿兒島) were then taken further to Ryūkyū (琉球). An interesting place is Naeshirogawa (苗代川) in Satsuma. Chosŏn people settled there, and for 300 years, intermarriage (雜婚) was not permitted. So if you go there, more than half the people have surnames like Kim (金) or Sim (沈), and a person named Chin Jukan (沈壽官) was an influential potter/kiln owner (窯元). Intermarriage was permitted starting in the Meiji era (明治時代), but even now, for ancestral rites (祭祠), they make Chosŏn-style sweets (菓子). They still make pottery using Chosŏn traditions.

Without Chosŏn, the current pottery of the Mainland would be unthinkable. It's true there is influence from China (支那), but the connection with Chosŏn is inseparable. It's very common for even the names of pottery (126) to retain Chosŏn names.

Akita - That's right. It's a relationship that cannot be severed.

Yanagi - Exactly. Therefore, my conclusion is that geographically, ethnically, culturally, and linguistically, there has been a close relationship, and there still is. Thus, isn't there a mutual responsibility to cooperate in the future to build East Asian culture? Cultural exchange is something like a friendship; unless there is mutual respect, we cannot unite. Only through mutual respect does the desire to learn arise. To respect Chosŏn things and cooperate mutually to foster their growth, what is needed above all is to preserve Chosŏn's unique characteristics and nurture that strength. In short, it's about correctly recognizing each other's unique qualities. Shortening the distance between the two peoples—connecting through art is the closest path. It is delightful that Chosŏn art is recently showing prominence (頭角) in various fields. -End- (127)
<122-127>

**Summary**

This 1940 dialogue features Japanese intellectuals Yanagi Sōetsu (folk craft expert) and Akita Ujaku (theatre figure) discussing Korean literature, art, and crafts. They acknowledge the deep historical and cultural ties between Japan and Korea, citing influences in language (found in Japanese classics), Buddhism, and especially ceramics (potters brought during Hideyoshi's invasions). Yanagi emphasizes the need to preserve Korea's unique craft traditions, worrying about neglect and advocating for systematic development distinct from Japanese styles ('內地化'). Akita expresses admiration for emerging Korean literature's earnestness, contrasting it with perceived complacency in contemporary Japanese literature, and stresses preserving the Korean language and culture. Both conclude that mutual respect and understanding through art are key to future cooperation and building East Asian culture. From a historical perspective, the article reveals the complex attitudes of some Japanese intellectuals during the colonial period: genuine appreciation for Korean culture mixed with paternalistic views ('our duty as friends to research how this power can be developed'), the acknowledgment of profound historical debt alongside contemporary colonial power dynamics (mention of the Government-General, language policy debates), and the tension between preserving Korean identity and integrating it into a broader (implicitly Japanese-led) East Asian sphere. Historians might find the nuanced views on cultural preservation versus assimilation ('內地化'), the specific examples of cultural transmission (pottery, language), and the commentary on contemporary Korean literature's perceived vitality particularly interesting.

**Named Entities**

柳宗悅	야나기 무네요시	Yanagi Sōetsu
秋田雨雀	아키타 우자쿠	Akita Ujaku
朝鮮	조선	Chosŏn
東京	도쿄	Tokyo
東洋大學	동양대학	Tōyō University
新協劇團	신쿄게키단	Shinkyō Theatre Troupe
總督府	총독부	Government-General
讀賣新聞	요미우리신문	Yomiuri Shimbun
寺內總督	데라우치 총독	Governor-General Terauchi
石窟庵	석굴암	Sŏkkuram
李王職	이왕직	Office of the Yi Royal Family
李朝時代	이조시대	Yi Dynasty Period
緝敬堂	집경당	Chipkyŏngdang
朝鮮民族美術舘	조선민족미술관	Chosŏn Folk Art Museum
高麗	고려	Koryŏ
明	명	Ming
支那	지나	China (historical term)
新羅	신라	Silla
古墳	고분	Ancient Tombs
道廳	도청	Provincial Office
內地	내지	Mainland (Japan)
金玉均	김옥균	Kim Okkyun
玄哲	현철	Hyŏn Ch'ŏl
島村胞月	시마무라 호게츠	Shimamura Hōgetsu
藝術座	게이주츠좌	Art Theatre (Geijutsuza)
築地小劇場	츠키지쇼게키조	Tsukiji Little Theatre
洪海星	홍해성	Hong Haesŏng
露西亞	노서아	Russia
春香傳	춘향전	Tale of Ch'unhyang
南原	남원	Namwŏn
日本書紀	일본서기	Nihon Shoki
萬葉集	만엽집	Man'yōshū
百濟	백제	Paekche
高句麗	고구려	Koguryŏ
李光洙	이광수	Yi Kwangsu
嘉實	가실	Kasil (book title)
推古時代	스이코지다이	Suiko Period
佛敎	불교	Buddhism
法隆寺	호류지	Hōryū-ji
百濟觀音	백제관음	Kudara Kannon (Paekche Avalokiteśvara)
夢殿	유메도노	Yumedono (Hall of Dreams)
中宮寺	주구지	Chūgū-ji
彌勒菩薩	미륵보살	Miroku Bosatsu (Maitreya Bodhisattva)
山陰	산인	San'in region
石見國	이와미노쿠니	Iwami Province
豊臣秀吉	도요토미 히데요시	Toyotomi Hideyoshi
朝鮮役	조선역	Chosŏn campaigns (Japanese invasions of Korea)
大藏經	대장경	Tripitaka
九州	규슈	Kyūshū
薩摩	사쓰마	Satsuma
肥前	히젠	Hizen
倍前	비젠	Bizen (likely, though written 倍前)
山口縣	야마구치현	Yamaguchi Prefecture
荻	하기	Hagi
高麗左衛兵	고라이 사에이뵤에	Kōrai Saeibyōe
李叅平	이참평	Yi Sam-p'yŏng (Lee Sam-pyeong)
伊萬里	이마리	Imari
鹿兒島	가고시마	Kagoshima
琉球	류큐	Ryūkyū
苗代川	나에시로가와	Naeshirogawa
金	김	Kim
沈	심	Sim
沈壽官	심수관	Chin Jukan (Sim Su-gwan)
明治시대	메이지시대	Meiji Period

**Glossary**

게신	계신	to be (honorific, older form of 계시다)
맨들어	만들어	to make (older form of 만들다)
되어요	돼요	becomes, amounts to (older/colloquial form)
있었는 데	있었는데	was there, but... (older spelling)
閑却	한각	neglect, disregard
맨들다	만들다	to make (older form)
器物	기물	vessels, utensils, artifacts
싫여하는	싫어하는	disliking (older spelling)
尊貴케	존귀케	preciously, valuing highly (older form, -케 suffix)
요지음	요즈음	nowadays, recently (older form)
蒐集家	수집가	collector
맨들다	만들다	to make (older form)
手法	수법	technique, method
基調	기조	basis, keynote
맨들	만들	to make (older stem form)
內地化	내지화	Japanization, assimilation to the 'mainland' (Japan)
內地人	내지인	Japanese person ('mainland person', colonial term)
망명객	망명객	exile, refugee
있었으며	있었으며	was/were, and... (formal connective)
同情한	동정한	sympathized
義憤	의분	righteous indignation
 훨신	훨씬	much more, far (older spelling)
왔었는 데	왔었는데	had come, but... (older spelling)
國語	국어	national language (here referring to Japanese in colonial context)
못해서	못해서	being unable to do
無言役	무언역	non-speaking role
있었읍니다	있었습니다	was/were there (older polite ending)
됐지요	됐지요	became, right? (colloquial)
경향적 사상	경향적 사상	tendency thought (often refers to leftist/proletarian ideology)
影響한	영향한	influenced
느끼게까지	느끼게까지	to the point of feeling
됐습니다	됐습니다	became (formal polite)
논한	논한	discussed
지나지 못했고	지나지 못했고	could not surpass, was merely
몹시	몹시	very much, severely
憧憬은	동경은	longing (topic marked)
드려다	들여다	bringing in (older form/spelling of 들이다)
갔던	갔던	went (past attributive)
됐을 때	됐을 때	when it became / when it was staged
안요	아뇨	no (older/colloquial form)
얘요	예요	it is (colloquial contraction)
갔다와서	갔다 와서	after going and coming back
勃興하여온	발흥하여온	having arisen / sprung up
기빼하고	기뻐하고	being happy/pleased (older spelling)
丹念히	단념히	meticulously, carefully, diligently
읽어보아도	읽어보아도	even reading it
從來	종래	conventionally, traditionally
훨신	훨씬	much more, far (older spelling)
如何히	여하이	how, in what way (archaism, often 如何히)
입었든가를	입었는가를	whether (one) received (older form)
도모지	도무지	utterly, simply (often with negative)
照會해서야	조회해서야	only after checking/inquiring
비로소	비로소	for the first time, finally
示하고	시하고	shows, indicates
바이지만	바이지만	although it is the area/specialty of...
보드래도	보더라도	even if one looks at
무엔지	무언지	something (colloquial/older form)
아니겠어요	아니겠어요	isn't it? / wouldn't it be?
산출되도록	산출되도록	so that it is produced
病人은	병인은	patient (topic marked)
枕頭에서	침두에서	at the bedside
慰勞를	위로를	comfort, consolation (object marked)
作風	작풍	(artistic/literary) style
民衆	민중	the masses, the common people
道義	도의	morality, righteousness
비상한	비상한	extraordinary, unusual
고뇌를	고뇌를	agony, anguish (object marked)
거쳐와서	거쳐와서	having gone through
向하고	향하고	heading towards, facing
衰退期	쇠퇴기	period of decline
痛感하고	통감하고	keenly feel, realize keenly
共同使命	공동사명	joint mission, common task
于先	우선	first of all, primarily
國寶的인	국보적인	being like a national treasure
彌勒菩薩	미륵보살	Maitreya Bodhisattva
굼는	굽는	baking, firing (pottery) (older spelling)
磁器	자기	porcelain
다리고	데리고	bringing/taking (person) (older form of 데리다)
欲求되었던가	욕구되었던가	was desired? (questioning past state)
거짓말과	거짓말과	like a lie
다리고	데리고	bringing/taking (person) (older form)
맨들게	만들게	making (someone) make (causative)
다리고	데리고	bringing/taking (person) (older form)
窯元	요원	pottery kiln/source, master potter's house
移住하여	이주하여	having migrated
雜婚을	잡혼을	intermarriage (object marked)
許하지	허하지	permit, allow (older form of 허락하다)
않었으므로	않았으므로	because (it) was not (older spelling)
祭祠때에는	제사 때에는	at the time of ancestral rites
菓子를	과자를	sweets, confectionary (object marked)
맨듭니다	만듭니다	make (older polite ending)
引用한	인용한	quoted, cited, used (here: traditions)
맨듭니다	만듭니다	make (older polite ending)
끊을래야 끊을 수 없는	끊으려야 끊을 수 없는	cannot be severed even if one tries
그렇구 말구요	그렇고 말고요	absolutely, of course
地勢的으로	지리적으로	geographically (appears as 地理的 in text)
生長시키는	생장시키는	making grow, nurturing
요컨대	요컨대	in short, to sum up
사괴이는	사귀는	associating with, making friends with (older spelling)
頭角을	두각을	prominence ('horns of the head', idiom)


---------------------------


잡지명	삼천리 제12권 제8호
발행일	1940년 09월 01일
기사제목	朝鮮의 文學과 美術工藝, 柳宗悅·秋田雨雀 兩氏의 對話錄
기사형태	대담·좌담

朝鮮의 文學과 美術工藝, 柳宗悅·秋田雨雀 兩氏의 對話錄
記者 - 東京에서 一夕 朝鮮의 文學과 미술공예에 깊은 관심을 가지고 게신 前東洋大學  교수 柳宗悅씨와 新協劇團의 지도자 秋田雨雀씨를 請하여 그 對談을 듣기   로 하다. 이 抄記는 그난 저녁의 記錄이다.
秋田雨雀 -  柳선생은 朝鮮에 여러번 여행하셨지요.
柳宗悅 -  네, 몇차레 되어요. 朝鮮에 대한 연구와 흥미도 있었지만, 나 개인이 인연도 있어  요. 나의 누이가 總督府사무관의 안해가 되어 있으니까요. 그리고 예전 일입니다만은 讀賣   新聞에 처음으로 朝鮮에 대한 이야기를 썼더니 朝鮮人의 友人이 많이 생기게 되었어요.
秋田 - 공예품 등, 예전 것이 잘 보존되어있습니까.
柳 - 寺內總督이 미술에 상당한 관심을 가졌든 사람이 되어서요, 石窟庵의 修繕이라든지 고  적에 관한 書冊출판이라든지 박물관의 건조 등을 하였어요. 그 뒤의 역대 總督이며 李王    職의 盡力으로 비교적 잘 보존되어 있었는 데 그러나 李朝時代의 것은 많이 閑却되어 있    어요. 그래서 나는 언젠가 總督府 뒤의 緝敬堂에 朝鮮民族美術舘이란 것을   맨들어 조그마니 蒐集하여 두었어요.
秋田 - 그 얘기는 저도 많이 들었습니다. 그런데 대체 李朝의 것으로는 그 특색이 어떤 점  입니까.
柳 - 高麗것은 靑磁계통의 것이며, 李朝에 이르러서는 明의 영향으로(122) 染付에 천연의   고스(吳州)가 발달됐지요. 그 외에 辰砂라고 하는 것으로 赤色을 내도록 굽는 것이라든지,   鐵을 사용해서 흑색을 내는 것이 발달되었습니다. 支那에도 있습니다마는, 이것은 李朝때    에 완성했습니다. 대체로 李朝이전엣 것은 적어요. 신라의 그림으로 古墳 외의 것은 없으    니까요.
秋田 - 왜 그렇게 보존되지 못했어요?
柳 - 보존이 나뻐요. 그림같은 것도 비에 드리워서 파손되는 일도 있지만 대체로 朝鮮人은  器物에 흥미가 적어요. 그 이유는 낡은 器物은 대개 墓에서 나온 것이 많지 않겠어요? 朝   鮮人은 墓속에 있던 것을 집에 드려다 두기도 싫여하는 관습이 있기 때문이지요. 또 한가   지는 李朝이후에는 器物은 천한 職人의 손으로 됐기 때문에 尊貴케 여기지 못했어요. 요    지음 와서 朝鮮人은 이런 古物에 흥미를 가지고 蒐集家가 많이 났습니다. 대체로 이러한    일은 調査의 便宜와 그他로 고장사람이 할 것이지요. 옛 시대에 좋은 물건이 있었기 때문   에, 말하자면 朝鮮에는 좋은 물건을 생산하는 힘이 있었기 때문에 어떻게 해야 이 힘을     발전할 수 있을까를 연구하는 것이 우리들 동무로서의 임무라고 생각합니다. 그 때문에     현재의 朝鮮은 어떠한 일을 하고 있느냐, 어느 정도의 능력이 있느냐, 어떠한 재료가 있는   가, 어느 지방에 어떤 것이 있는가를 조사하지 않으면 안될 것이예요.
秋田 - 朝鮮人의 예술제작 능력의 위대한 것은 알지만, 장래 새로운 것을 제작할 힘이 있습  니까.
柳 - 手法이 남아 있어요. 朝鮮처럼 전통을 지키는 곳은 없습니다. 그렇기 때문에 옛 것을  基調로 하여 새 것을 맨들 힘이 있을 것입니다. 단지 현재의 상태로는 산업으로써 발전하   기는 좀 곤란해요. 대량생산을 할 수도 없고, 생산이 조직적이 못되기 때문이지요. 산업적   발전을 위해서는 道廳에서나 보호를 가해야 할 것입니다. 朝鮮人이 內地化한 것을 맨든다   해도 안돼요. 경쟁에 질 것이니까. 朝鮮的인 것을 조직적으로 맨들어야 할 것입니다.
柳 - 그런데 당신은 어떠한 인연으로(123) 朝鮮에 관심을 가지고 있습니까.
